"pia","ida","contacts","simid","strategy"
0,2222.13423522734,12,"9535","Random"
0,0,12,"5645","Random"
0,0,10,"2286","Random"
0,0,10,"8901","Random"
0,2051.96443283745,9,"2344","Random"
0,215.987687576237,23,"5992","Random"
0,1186.41203244626,8,"9748","Random"
0,88.6484019161426,1,"6772","Random"
0,3084.26435729235,18,"8814","Random"
0,873.356801943949,6,"1818","Random"
0,1942.04311601723,5,"7293","Random"
0,1071.38502529309,3,"3508","Random"
1,1922.33616916714,27,"7618","Random"
0,0,2,"6426","Random"
0,1776.11636986099,1,"5805","Random"
0,0,19,"3185","Random"
0,1178.57639720816,4,"3210","Random"
0,3922.24966068795,11,"6123","Random"
0,0,7,"4370","Random"
0,2566.13878038127,24,"6031","Random"
0,1354.86533265434,9,"8967","Random"
0,1873.9187256508,11,"8421","Random"
0,0,9,"1242","Random"
0,429.455500465292,46,"4034","Random"
0,1585.39877799449,10,"5538","Random"
0,0,14,"9367","Random"
0,0,7,"6014","Random"
0,0,17,"1889","Random"
0,0,12,"3556","Random"
0,3868.21305807319,17,"4407","Random"
0,529.934621577545,2,"2535","Random"
0,0,11,"4655","Random"
0,0,5,"3301","Random"
0,0,7,"3454","Random"
0,1105.03013741272,1,"2350","Random"
0,726.836110880107,6,"8017","Random"
0,0,13,"5062","Random"
0,0,6,"3084","Random"
0,0,14,"5145","Random"
0,0,3,"3803","Random"
0,0,1,"5000","Random"
0,0,5,"4717","Random"
0,1095.49586236585,22,"3531","Random"
0,0,10,"9094","Random"
0,1773.50084960035,7,"3921","Random"
0,295.555117581398,19,"8537","Random"
0,0,13,"4010","Random"
0,0,10,"464","Random"
0,301.940317796082,1,"5220","Random"
0,0,5,"1361","Random"
0,1378.12742196474,1,"7200","Random"
0,0,6,"812","Random"
0,889.327848775118,16,"7049","Random"
0,2445.12955829495,17,"7438","Random"
0,756.745120450373,1,"8229","Random"
0,2404.81373252847,3,"2990","Random"
0,139.643847477786,5,"1927","Random"
0,0,5,"9175","Random"
0,1226.21235987365,1,"4444","Random"
0,0,1,"306","Random"
0,1639.54762990593,9,"6546","Random"
0,0,6,"8460","Random"
0,1822.28522885399,1,"920","Random"
0,971.014482651491,14,"9390","Random"
0,0,8,"3477","Random"
0,692.200468488831,4,"5560","Random"
0,1663.16003361426,10,"1543","Random"
0,204.746381862998,54,"3877","Random"
0,0,4,"2746","Random"
0,0,8,"6077","Random"
0,1283.35573240707,14,"5015","Random"
0,1218.06966328378,1,"8243","Random"
0,0,19,"4463","Random"
0,0,6,"3656","Random"
0,1747.17584193537,9,"5117","Random"
0,32.7372901845315,14,"3508","Random"
0,490.381664435394,5,"6328","Random"
0,2094.99241841074,7,"5871","Random"
0,703.237422769403,22,"6361","Random"
1,985.10010153336,3,"7822","Random"
0,1801.35643949757,1,"1113","Random"
0,0,10,"9568","Random"
0,0,10,"694","Random"
0,874.449700178708,20,"9422","Random"
0,814.577763755567,11,"2708","Random"
0,2749.30189825795,14,"4287","Random"
0,0,5,"5393","Random"
0,0,8,"5053","Random"
0,1020.11941089647,14,"3776","Random"
0,0,30,"6031","Random"
0,3986.47079008067,15,"987","Random"
0,0,20,"9341","Random"
1,2751.8718495355,21,"1178","Random"
0,0,10,"7275","Random"
0,1592.9819815708,17,"6479","Random"
0,627.271083276663,6,"2529","Random"
0,0,1,"7736","Random"
0,4319.75177110879,2,"1760","Random"
0,0,2,"709","Random"
1,0,7,"6547","Random"
0,0,30,"5039","Random"
0,177.741855865389,17,"7354","Random"
0,360.401023883782,3,"3738","Random"
0,0,1,"9044","Random"
0,4025.05638893342,4,"7763","Random"
0,0,12,"528","Random"
0,0,16,"5752","Random"
0,0,2,"9071","Random"
0,1143.75010939497,3,"3749","Random"
0,152.588423121376,13,"336","Random"
0,0,8,"8862","Random"
0,3008.2824297837,13,"1423","Random"
0,884.306945766679,6,"4096","Random"
0,0,1,"4557","Random"
0,198.18630888066,4,"3455","Random"
0,1520.18841396109,14,"6772","Random"
0,3689.32682079437,11,"1300","Random"
0,0,2,"6047","Random"
0,0,14,"1269","Random"
0,60.0468317069453,11,"6171","Random"
0,1024.08583508881,19,"7285","Random"
0,2095.70830096729,10,"738","Random"
0,972.886338374784,13,"888","Random"
0,2218.61266588084,4,"9965","Random"
0,2798.71674865382,22,"451","Random"
0,1425.21446543717,21,"5686","Random"
0,221.48248911739,19,"6448","Random"
0,0,12,"6774","Random"
0,0,11,"6078","Random"
0,0,6,"6036","Random"
0,0,14,"2588","Random"
0,0,11,"4010","Random"
0,0,19,"2483","Random"
0,194.467895691583,5,"1648","Random"
0,0,1,"3902","Random"
0,0,27,"6499","Random"
0,1322.60444655625,15,"8969","Random"
0,1890.68924319801,1,"639","Random"
0,1651.10276426295,3,"7017","Random"
0,928.738254595356,12,"8363","Random"
0,581.625404645195,4,"3318","Random"
0,1060.79118021292,8,"62","Random"
0,0,11,"1108","Random"
0,0,18,"6078","Random"
0,0,12,"1913","Random"
0,0,4,"2916","Random"
0,0,5,"2725","Random"
0,0,12,"8950","Random"
0,0,29,"7635","Random"
0,0,11,"9385","Random"
0,589.050808235382,8,"5216","Random"
0,1446.89585121569,14,"6786","Random"
0,56.7394831754846,2,"6561","Random"
0,0,4,"2660","Random"
0,1437.78798331719,19,"7856","Random"
0,145.621664533436,14,"5929","Random"
0,0,2,"2192","Random"
0,0,4,"2358","Random"
1,0,9,"1483","Random"
0,1968.66401799606,7,"8166","Random"
0,0,1,"6816","Random"
0,649.703276358546,10,"8917","Random"
0,3638.75300940172,16,"6744","Random"
0,401.656616655499,2,"998","Random"
0,3257.35717067646,1,"9054","Random"
0,0,20,"271","Random"
0,0,1,"1814","Random"
0,0,10,"1774","Random"
0,0,2,"4267","Random"
0,4431.70302173746,14,"5996","Random"
0,714.53814679289,21,"2587","Random"
0,0,11,"2555","Random"
0,0,39,"6543","Random"
0,98.7675788102251,3,"8800","Random"
1,2082.71491569898,15,"3393","Random"
0,583.420357064032,13,"3543","Random"
0,2153.82173288413,16,"7868","Random"
0,782.246800841258,5,"8487","Random"
0,1071.67273904338,10,"9268","Random"
0,0,4,"5489","Random"
0,1065.37873933551,33,"5317","Random"
0,964.401089540941,24,"4617","Random"
0,650.949236370596,10,"2024","Random"
0,0,11,"1898","Random"
1,2107.86205275918,12,"8114","Random"
0,3113.63392631885,11,"4592","Random"
1,0,1,"884","Random"
0,2478.60621785398,14,"789","Random"
0,2029.09544159869,5,"7017","Random"
0,0,18,"8765","Random"
1,0,10,"9977","Random"
1,0,9,"3621","Random"
0,483.501268797059,10,"5489","Random"
0,0,3,"571","Random"
0,0,4,"639","Random"
0,2120.88571839493,5,"2784","Random"
0,0,1,"2033","Random"
0,193.86577548822,9,"8908","Random"
0,729.344739760838,7,"3094","Random"
0,3388.32098597708,19,"424","Random"
0,0,1,"8923","Random"
0,110.209880256519,14,"4781","Random"
0,767.550144303309,9,"9288","Random"
0,1173.46054378983,10,"789","Random"
0,0,15,"7397","Random"
0,0,1,"2255","Random"
0,0,9,"9816","Random"
0,2416.74740102884,18,"285","Random"
0,5490.61097483585,29,"6697","Random"
0,2722.01737803382,8,"5162","Random"
0,793.005059431893,8,"5874","Random"
0,0,7,"7397","Random"
1,3128.73237912044,14,"5601","Random"
0,0,19,"6509","Random"
0,0,7,"5799","Random"
2,1029.4228951811,14,"9938","Random"
0,0,14,"7523","Random"
0,1203.10116626356,4,"5363","Random"
0,445.660670734189,15,"4383","Random"
0,0,30,"5815","Random"
0,530.512999513621,12,"215","Random"
0,1066.15958486372,8,"8426","Random"
0,884.585636613619,6,"3031","Random"
0,910.674137954806,6,"319","Random"
0,0,15,"3269","Random"
0,0,4,"3916","Random"
0,0,11,"3676","Random"
0,322.540022379408,13,"109","Random"
0,0,5,"6980","Random"
0,297.685870090264,1,"9617","Random"
0,2047.18126600707,18,"936","Random"
0,22.2073218001747,13,"4255","Random"
1,2366.04443950866,2,"9946","Random"
0,395.512145753304,17,"9185","Random"
0,3752.79824206556,12,"8934","Random"
0,695.74814090034,11,"4083","Random"
0,1047.62105535461,12,"5633","Random"
0,0,3,"3798","Random"
0,1398.03093529591,20,"7265","Random"
0,416.808662539343,8,"1544","Random"
0,1805.57565817899,22,"3205","Random"
0,0,7,"424","Random"
0,0,1,"4854","Random"
0,1341.60249596123,13,"3320","Random"
0,0,13,"7353","Random"
0,0,5,"7030","Random"
0,0,8,"7256","Random"
0,0,3,"3531","Random"
0,155.801184319358,4,"5265","Random"
0,777.960828657306,8,"5489","Random"
0,0,11,"4479","Random"
0,1367.93554753026,8,"6561","Random"
1,451.414459614721,17,"268","Random"
1,306.430228128259,4,"4549","Random"
0,1509.20069424595,7,"7133","Random"
0,984.184105753558,1,"3160","Random"
0,0,3,"5117","Random"
0,2548.64094179364,20,"4184","Random"
0,102.971078888132,6,"6235","Random"
0,790.177631480902,15,"3729","Random"
0,482.764230129859,27,"8621","Random"
0,2088.8012707091,16,"3320","Random"
