"pia","puta","contacts","strategy"
0,1035.92358301082,5.07100211389284,"Network,partners>4"
0,1699.25584571556,5.05243718927585,"Network,partners>4"
0,0,5.00079118606978,"Network,partners>4"
0,2739.47541500182,5.00000799549676,"Network,partners>4"
1,947.182564062748,5.00520285581631,"Network,partners>4"
0,4495.98307735607,5.00120037137946,"Network,partners>4"
0,1200.8000734029,5.01761983821205,"Network,partners>4"
0,2277.78997620046,5.06775465313866,"Network,partners>4"
0,355.95220092568,5.06417071111928,"Network,partners>4"
0,0,5.00007665684048,"Network,partners>4"
0,4412.99348447926,5.0000020795783,"Network,partners>4"
0,1314.72210209057,5.14482134433234,"Network,partners>4"
0,4834.32651843505,5.0404979644272,"Network,partners>4"
0,1088.04291323543,5.0008915027802,"Network,partners>4"
0,1715.97566862106,5.03873614070818,"Network,partners>4"
0,0,5.00000171955137,"Network,partners>4"
0,164.242477186281,5.00022924710682,"Network,partners>4"
0,3290.35103078446,5.0026872324185,"Network,partners>4"
0,2448.84449871521,6.0238984594922,"Network,partners>4"
1,987.433946518195,5.04090395397964,"Network,partners>4"
0,1371.55800100259,5.0000272367155,"Network,partners>4"
0,0,5.00118120439944,"Network,partners>4"
0,4167.01229357275,6.05135597783713,"Network,partners>4"
0,0,5.0012500081,"Network,partners>4"
0,0,5.0864936891253,"Network,partners>4"
0,130.580251379475,5.00046184692282,"Network,partners>4"
0,746.694060014265,5.08737564966145,"Network,partners>4"
0,0,5.00685018478438,"Network,partners>4"
0,2742.01754184926,5.0111272105366,"Network,partners>4"
1,432.527259207973,5.03437521899402,"Network,partners>4"
1,2972.23035426887,5.006267783819,"Network,partners>4"
0,1017.52902692823,5.0195004327023,"Network,partners>4"
0,168.39799414923,5.00414232799863,"Network,partners>4"
0,1576.84616800665,5.11931510069391,"Network,partners>4"
0,1805.81752623184,5.08998859711224,"Network,partners>4"
0,0,5.04075548217848,"Network,partners>4"
0,0,5.00005791954598,"Network,partners>4"
0,3105.37527412719,5.03588007961268,"Network,partners>4"
0,0,5.00936842684422,"Network,partners>4"
1,0,5.04413324737823,"Network,partners>4"
0,2757.71937386793,5.03332918360247,"Network,partners>4"
0,1644.66185496254,5.00296416636946,"Network,partners>4"
0,1846.47107458243,5.02280984488677,"Network,partners>4"
0,852.401891803096,5.00059481637157,"Network,partners>4"
0,0,5.12879847099948,"Network,partners>4"
0,512.693120534939,5.00006980125199,"Network,partners>4"
0,0,5.00113046957416,"Network,partners>4"
0,0,5.00000089311346,"Network,partners>4"
0,2288.98674394259,5.00601399554243,"Network,partners>4"
0,602.533722357683,5.00710197187811,"Network,partners>4"
0,3296.49410097451,5.08251780292442,"Network,partners>4"
0,0,5.00328038257301,"Network,partners>4"
0,374.783153051484,5.00009053848586,"Network,partners>4"
0,740.487876262758,5.0001858380453,"Network,partners>4"
0,0,5.00734242631606,"Network,partners>4"
0,0,5.00261506189447,"Network,partners>4"
0,589.777277304917,5.00009227517223,"Network,partners>4"
0,225.084553649991,5.00048083387893,"Network,partners>4"
0,1604.59243637704,6.00231070447193,"Network,partners>4"
0,1916.30384559076,5.00218085831716,"Network,partners>4"
1,0,5.02840530103449,"Network,partners>4"
0,3013.99444054698,5.07814429103518,"Network,partners>4"
0,58.6217132671691,5.01597249194815,"Network,partners>4"
1,375.135693460531,5.00000358331022,"Network,partners>4"
0,0,5.00006128682138,"Network,partners>4"
0,0,5.00000009027234,"Network,partners>4"
0,3421.1430393437,5.0029160002601,"Network,partners>4"
0,0,5.03965011335901,"Network,partners>4"
0,885.963629093052,5.00000143557873,"Network,partners>4"
0,1495.88751080445,5.01060951173873,"Network,partners>4"
0,668.118607231207,5.00226424694635,"Network,partners>4"
0,2754.46201376091,5.0004861949776,"Network,partners>4"
