"simid","pid","position","is_rita","time_infected","time_diagnosed","time_sequenced","IT_growth","IT_rita","delay_from_infection_growth","delay_from_infection_rita","diff_from_infection","delay_from_diagnosis_growth","delay_from_diagnosis_rita","diff_from_diagnosis","delay_from_sequencing_growth","time_saved_by_rita"
"9509","0.2",1,FALSE,308.423303293652,1428.03571910063,1436.79686228946,1580.84694455726,1442.03571910063,1272.42364126361,1133.61241580698,138.811225456635,152.811225456635,14,138.811225456635,144.050082267805,NA
"9509","0.1.1",2,FALSE,894.347479014897,1374.67260801563,1439.78259029571,1580.84694455726,1388.67260801563,686.499465542367,494.325129000736,192.174336541631,206.174336541631,14,192.174336541631,141.064354261554,NA
"9509","0.1.1.2",3,FALSE,993.588526961868,1436.33566363314,1490.75077982416,1580.84694455726,1450.33566363314,587.258417595397,456.747136671274,130.511280924123,144.511280924123,14,130.511280924123,90.0961647331014,NA
"9509","0.2.1",4,TRUE,1423.60045099023,1513.52000238492,1533.50220894293,1580.84694455726,1527.52000238492,157.246493567036,103.919551394693,53.3269421723423,67.3269421723423,14,53.3269421723423,47.3447356143395,53.3269421723423
"9509","0.1.2",5,FALSE,1124.74369373382,1524.68371383569,1552.84694455726,1580.84694455726,1538.68371383569,456.103250823449,413.940020101872,42.1632307215773,56.1632307215773,14,42.1632307215773,28,NA
"9655","0.2.6",1,FALSE,2830.83871811807,4507.50133729306,4552.11582371452,4738.08005147262,4521.50133729306,1907.24133335454,1690.66261917499,216.578714179554,230.578714179554,14,216.578714179554,185.964227758094,NA
"9655","0.3.2.1",2,FALSE,3557.79283034953,4502.85756811195,4553.20256262892,4738.08005147262,4516.85756811195,1180.28722112308,959.064737762423,221.222483360661,235.222483360661,14,221.222483360661,184.877488843694,NA
"9655","0.3.2.1.3",3,FALSE,4373.60769363771,4583.54443535245,4602.04192063888,4738.08005147262,4597.54443535245,364.472357834908,223.93674171474,140.535616120168,154.535616120168,14,140.535616120168,136.038130833732,NA
"9655","0.3.3.1",4,FALSE,3707.52491416679,4680.15425235592,4709.29970536179,4738.08005147262,4694.15425235592,1030.55513730582,986.629338189128,43.925799116696,57.925799116696,14,43.925799116696,28.7803461108233,NA
"9655","0.3.2.1.2",5,FALSE,3774.52598501198,4683.76223949071,4710.08005147262,4738.08005147262,4697.76223949071,963.554066460636,923.236254478726,40.3178119819095,54.3178119819095,14,40.3178119819095,28,NA
