"pia","ida","contacts","simid","strategy"
0,0,8,"2087","Random"
0,897.054435623202,9,"1390","Random"
0,1117.12834850286,12,"9858","Random"
0,603.126835427342,12,"1214","Random"
0,0,1,"6121","Random"
0,0,6,"8208","Random"
0,937.836260145483,4,"3981","Random"
0,0,1,"7810","Random"
0,1833.34677226971,1,"8477","Random"
0,804.590509523252,13,"5126","Random"
0,2710.96296723292,1,"4360","Random"
0,1256.93472999024,27,"973","Random"
0,0,4,"8829","Random"
0,0,22,"5963","Random"
0,0,18,"5648","Random"
0,0,14,"8129","Random"
0,1567.30111548528,19,"3286","Random"
0,1671.35187847,6,"8521","Random"
0,0,18,"4370","Random"
0,262.263337357612,1,"7785","Random"
0,434.546546855233,1,"3983","Random"
0,66.2176415144454,72,"8860","Random"
0,951.648259860573,3,"3889","Random"
0,927.467104982253,6,"2869","Random"
0,3752.79824206556,12,"8934","Random"
0,773.924650954267,4,"8513","Random"
0,916.928922038159,3,"2440","Random"
0,1544.50604645333,9,"3917","Random"
0,305.94663572819,6,"5089","Random"
0,0,16,"226","Random"
0,3268.67855330898,7,"1418","Random"
0,0,1,"8161","Random"
0,2322.99141377088,12,"1979","Random"
1,0,8,"7604","Random"
0,0,7,"5835","Random"
1,2662.20059151159,14,"901","Random"
0,1331.05036400875,3,"5396","Random"
0,2622.01537740505,9,"8098","Random"
0,2461.30853510091,9,"4104","Random"
0,0,1,"2050","Random"
0,0,30,"5455","Random"
0,0,9,"3408","Random"
0,0,1,"7350","Random"
0,616.78786646456,4,"7820","Random"
0,0,12,"9768","Random"
0,1094.78401503273,26,"3799","Random"
0,2733.95387329441,7,"3902","Random"
0,0,8,"8764","Random"
0,5037.16068304674,10,"944","Random"
0,0,8,"730","Random"
0,331.735368650778,6,"4808","Random"
0,0,6,"974","Random"
0,487.177165109245,16,"8106","Random"
0,0,20,"9792","Random"
0,0,7,"10000","Random"
0,1923.93908756671,3,"3776","Random"
0,765.354671900609,6,"572","Random"
0,332.617846741743,5,"6969","Random"
0,688.662939545365,5,"2237","Random"
0,611.647213511817,1,"4373","Random"
0,0,10,"9067","Random"
0,0,17,"4694","Random"
0,134.524820105951,3,"4419","Random"
0,0,1,"270","Random"
0,0,27,"9781","Random"
0,0,8,"2588","Random"
0,0,31,"9661","Random"
0,1824.84361431646,17,"663","Random"
0,264.432080291323,22,"8793","Random"
0,0,7,"4360","Random"
0,2872.83549820056,4,"6782","Random"
0,0,1,"8680","Random"
0,1631.02840965966,32,"3880","Random"
0,664.630389590675,5,"1157","Random"
0,0,9,"4087","Random"
0,0,14,"5645","Random"
0,0,4,"1374","Random"
0,485.406917995237,5,"3578","Random"
0,436.436385037397,7,"7504","Random"
0,1145.0149915745,14,"1405","Random"
0,92.9926188898079,2,"5972","Random"
0,466.462940403854,12,"1521","Random"
0,0,1,"6306","Random"
0,1246.54275613647,14,"8714","Random"
0,2645.1026532464,14,"5849","Random"
0,902.038751532299,11,"4796","Random"
0,1608.93250874028,12,"3210","Random"
0,0,9,"3572","Random"
0,1150.30761111838,2,"404","Random"
0,520.510084633124,13,"2193","Random"
0,4980.01851449462,10,"1031","Random"
0,1271.60295079869,4,"3177","Random"
0,202.534686145927,3,"3667","Random"
0,97.8627546459738,6,"8977","Random"
0,0,6,"1740","Random"
0,1347.9662967768,1,"570","Random"
0,0,4,"7845","Random"
0,736.883146517111,6,"2335","Random"
0,215.128971692171,4,"8704","Random"
0,1310.50978198246,6,"7002","Random"
0,4437.96717664731,10,"8502","Random"
1,143.292136119418,6,"6984","Random"
0,0,17,"1775","Random"
0,0,15,"1765","Random"
0,525.849607547029,3,"254","Random"
0,163.852554819036,14,"6306","Random"
0,1445.75442754903,14,"5027","Random"
0,0,16,"640","Random"
0,3648.95630635152,10,"6442","Random"
0,629.357309031955,6,"3427","Random"
0,0,30,"2431","Random"
0,0,1,"4631","Random"
0,159.161086696604,15,"7167","Random"
0,1197.12574137778,2,"4929","Random"
0,1417.90823948923,13,"2326","Random"
0,0,8,"5527","Random"
0,0,10,"203","Random"
0,1104.29778185869,5,"1478","Random"
0,1884.55330431619,12,"4917","Random"
0,3083.56091941042,12,"8777","Random"
0,1541.49602451515,13,"8961","Random"
0,682.512901286137,1,"5897","Random"
0,0,11,"1015","Random"
0,0,11,"3972","Random"
0,0,7,"9026","Random"
0,502.873288004562,3,"9583","Random"
0,0,14,"8166","Random"
0,0,12,"7270","Random"
0,0,1,"7043","Random"
0,364.423021605228,14,"9748","Random"
0,2134.40203754301,7,"4697","Random"
0,26.3169246818466,19,"1672","Random"
0,778.934406581396,32,"7201","Random"
0,694.975650440299,25,"6527","Random"
0,2162.88579744374,8,"6792","Random"
1,646.77921636766,8,"6117","Random"
0,0,10,"944","Random"
0,0,7,"1300","Random"
0,0,10,"9128","Random"
0,1921.35114830691,3,"1717","Random"
0,0,19,"3006","Random"
0,0,2,"4882","Random"
0,1031.28934291868,12,"3676","Random"
0,914.934594985312,14,"2117","Random"
0,0,19,"7011","Random"
0,1674.21605843741,16,"9480","Random"
0,123.946561890624,24,"6763","Random"
