"pia","ida","contacts","simid","strategy"
0,481.369142824898,6,"5093","Random"
0,163.605782447195,3,"9019","Random"
0,0,10,"2347","Random"
0,0,15,"748","Random"
0,43.6460745632594,15,"9003","Random"
0,1524.22546030173,6,"7048","Random"
0,0,1,"3333","Random"
0,1533.0149807108,4,"6697","Random"
0,0,6,"7017","Random"
0,0,3,"1390","Random"
0,0,18,"6154","Random"
0,0,1,"730","Random"
0,3499.84861135636,7,"5628","Random"
0,0,12,"8805","Random"
0,0,3,"7397","Random"
0,942.639486720063,1,"1056","Random"
0,0,2,"8653","Random"
0,205.26666669247,17,"7250","Random"
0,3594.83242084564,46,"3825","Random"
0,0,11,"8501","Random"
0,905.581334664319,4,"7257","Random"
0,1062.53998394441,5,"7890","Random"
0,825.590197230898,8,"944","Random"
0,0,9,"7372","Random"
0,0,4,"7483","Random"
0,431.013854121972,2,"2129","Random"
0,0,14,"7902","Random"
0,0,1,"5724","Random"
0,222.115508433821,6,"931","Random"
0,2721.21977431445,2,"2684","Random"
0,1099.77212765225,10,"3456","Random"
0,900.092897867959,1,"710","Random"
0,2374.65962984454,10,"2766","Random"
0,0,31,"7502","Random"
1,0,12,"2463","Random"
0,596.085821822431,4,"9268","Random"
0,1488.65754427663,7,"2679","Random"
0,339.628034504194,9,"3578","Random"
0,237.412506892726,7,"6201","Random"
0,27.386355457721,11,"8997","Random"
0,0,5,"3301","Random"
1,633.26860030763,8,"317","Random"
0,3833.21826048896,19,"8487","Random"
0,589.208422530872,16,"8480","Random"
0,0,5,"1711","Random"
0,0,7,"9617","Random"
0,0,3,"8579","Random"
1,1773.09201683737,36,"1212","Random"
0,408.944455200935,9,"2639","Random"
0,2101.17542487029,5,"6026","Random"
0,0,3,"2636","Random"
0,0,6,"6205","Random"
0,0,11,"2994","Random"
1,0,15,"9164","Random"
0,0,51,"2973","Random"
3,165.294510892994,3,"389","Random"
0,1632.08303091428,2,"8800","Random"
0,0,12,"3391","Random"
0,957.461995782602,9,"29","Random"
0,0,15,"9122","Random"
0,0,8,"9560","Random"
0,1300.50230426977,33,"9584","Random"
0,0,2,"9755","Random"
0,0,37,"662","Random"
0,161.209726559736,11,"437","Random"
0,0,17,"7780","Random"
0,0,6,"1930","Random"
0,169.344782614011,7,"1987","Random"
0,845.796519040228,3,"336","Random"
0,3893.50437300311,13,"2510","Random"
0,1352.89481532645,10,"9933","Random"
0,1725.36626962871,6,"1041","Random"
0,288.62028533988,8,"8521","Random"
0,1053.3547539969,10,"7010","Random"
0,659.151077175757,16,"2349","Random"
0,1205.36559799516,16,"5770","Random"
0,769.409498820023,11,"1267","Random"
0,1507.1739296485,3,"5369","Random"
0,0,14,"8732","Random"
0,717.924721138448,5,"3482","Random"
0,0,4,"8215","Random"
0,122.619048403682,15,"7584","Random"
0,0,7,"256","Random"
0,0,13,"1998","Random"
0,0,15,"4645","Random"
0,0,20,"8601","Random"
0,0,9,"693","Random"
0,0,6,"8852","Random"
0,0,16,"2203","Random"
0,0,1,"304","Random"
0,0,16,"8235","Random"
0,0,5,"4409","Random"
0,0,21,"9792","Random"
0,0,2,"8425","Random"
0,164.004905620553,1,"8319","Random"
0,0,8,"4407","Random"
0,129.551882388114,6,"9911","Random"
0,2521.25488240087,10,"6575","Random"
0,246.191075373398,14,"4017","Random"
1,1012.90740832001,9,"3153","Random"
0,114.426392929761,1,"2326","Random"
0,0,21,"8034","Random"
0,779.894197575795,3,"9390","Random"
0,0,27,"64","Random"
0,0,10,"6209","Random"
0,2679.71191531826,7,"7271","Random"
0,0,28,"2580","Random"
0,366.392717495156,18,"4902","Random"
0,1201.21893202949,14,"6567","Random"
0,1704.73639789605,13,"5490","Random"
0,3548.3575599646,18,"9770","Random"
0,248.588747006365,2,"7256","Random"
0,234.602199583351,4,"5634","Random"
0,1130.30496039589,9,"8059","Random"
0,0,9,"7461","Random"
0,1901.5178659009,5,"2983","Random"
0,0,3,"1401","Random"
0,1250.77565422078,13,"4074","Random"
0,0,6,"4038","Random"
0,605.14444948311,10,"6650","Random"
0,2485.17285808249,1,"1300","Random"
0,0,1,"6800","Random"
0,0,17,"5048","Random"
0,0,6,"1149","Random"
0,1242.48741542017,5,"3093","Random"
0,0,19,"4479","Random"
0,56.2257443525932,21,"2292","Random"
1,671.705070191387,21,"2126","Random"
0,890.555004909713,4,"417","Random"
0,786.749711739422,15,"9586","Random"
0,363.023161893623,5,"1548","Random"
0,1810.06396570463,8,"8008","Random"
0,59.6549978292524,1,"4435","Random"
0,1562.47699729886,11,"8688","Random"
0,926.60065650568,2,"8100","Random"
0,389.581754563627,6,"6198","Random"
0,1108.06607519326,19,"7172","Random"
0,0,8,"4709","Random"
0,0,1,"2561","Random"
0,2001.6957740554,10,"148","Random"
0,4816.6605211675,7,"7994","Random"
0,1972.97947791406,13,"1932","Random"
0,0,72,"1178","Random"
0,0,4,"7906","Random"
0,0,10,"8644","Random"
0,0,5,"7386","Random"
0,0,15,"7088","Random"
0,0,3,"7244","Random"
0,1276.54115064038,7,"1356","Random"
0,451.986024934469,7,"5186","Random"
0,0,8,"6724","Random"
0,549.082735355953,1,"5052","Random"
0,2964.34651077228,8,"4959","Random"
0,1124.03795209844,11,"9870","Random"
0,870.444605058125,21,"4887","Random"
0,526.770487121902,23,"3998","Random"
1,769.190825790464,2,"4930","Random"
0,265.639954654051,5,"8557","Random"
0,297.619913477387,16,"1425","Random"
0,8.83291976542682,20,"7648","Random"
0,372.971348312713,8,"3816","Random"
0,598.11970559215,9,"8416","Random"
0,315.485312610206,14,"8441","Random"
0,4.86248699764519,16,"3972","Random"
0,562.1042983649,4,"1259","Random"
0,1066.10594566619,7,"1268","Random"
0,1508.07704745868,3,"1166","Random"
0,0,12,"3960","Random"
0,1511.05241616348,30,"3921","Random"
0,0,28,"4445","Random"
1,2883.04234230815,12,"6303","Random"
0,1842.28925439827,6,"4020","Random"
0,963.661549980192,11,"5835","Random"
0,1993.36900987398,7,"5634","Random"
0,0,1,"1952","Random"
0,681.067833267743,15,"7373","Random"
0,0,13,"7018","Random"
1,615.581119366351,6,"8731","Random"
0,3971.00641898624,8,"1927","Random"
0,0,10,"4015","Random"
0,7200.36591143578,19,"168","Random"
0,2498.92928575896,10,"8964","Random"
0,343.889814040924,2,"782","Random"
0,0,3,"8647","Random"
0,0,35,"8105","Random"
0,269.933429236223,2,"7906","Random"
0,3307.74934455316,12,"2006","Random"
0,723.68979429061,35,"8536","Random"
0,950.065572633884,9,"7419","Random"
0,1861.73578583692,17,"6513","Random"
0,0,4,"2796","Random"
0,785.412381114446,20,"2108","Random"
0,797.084913472558,3,"7123","Random"
0,446.534826486487,18,"3093","Random"
0,0,2,"2974","Random"
0,0,1,"4344","Random"
1,2418.39686985551,27,"896","Random"
0,3108.50177028807,11,"6281","Random"
0,1651.11792400925,5,"9160","Random"
0,0,6,"2506","Random"
0,1780.22507902666,11,"2739","Random"
0,32.8232295813414,18,"4133","Random"
0,8226.95898494021,31,"3578","Random"
0,299.816126454263,5,"4370","Random"
0,356.066191773077,1,"7042","Random"
0,2552.49473435429,18,"583","Random"
0,2092.20047339967,14,"8901","Random"
0,0,3,"6428","Random"
0,397.425652424552,1,"4294","Random"
0,3541.80156088599,11,"2114","Random"
0,2745.16620388931,3,"901","Random"
0,1455.3604597701,10,"5817","Random"
0,1125.09154904524,28,"8680","Random"
0,0,7,"46","Random"
0,269.779194570719,18,"6772","Random"
0,0,1,"1728","Random"
0,248.381422398777,9,"4244","Random"
0,1809.03766628085,11,"5725","Random"
0,0,14,"6800","Random"
0,0,9,"9678","Random"
0,1098.78877462313,20,"6256","Random"
0,528.58056555211,1,"5307","Random"
0,1163.16008522087,2,"1558","Random"
0,1602.68749184141,2,"7295","Random"
0,732.174146380927,15,"1979","Random"
0,1802.92847203059,3,"6058","Random"
0,0,41,"7499","Random"
0,0,1,"9033","Random"
0,423.703473145071,7,"3852","Random"
0,231.758405503861,18,"8829","Random"
0,47.8322625321457,7,"7293","Random"
0,0,8,"5685","Random"
0,0,22,"4276","Random"
0,1265.93150593814,1,"6025","Random"
0,3817.02406228411,16,"641","Random"
0,2511.00420046919,18,"3972","Random"
0,1681.83872469706,11,"2794","Random"
0,299.470538101603,10,"9189","Random"
0,1173.42151655092,15,"7055","Random"
0,192.023161332886,1,"553","Random"
0,0,3,"6265","Random"
0,0,19,"5136","Random"
0,6533.97691978987,22,"971","Random"
0,1046.45420239946,10,"5089","Random"
0,0,3,"3213","Random"
0,518.44643159087,1,"1881","Random"
0,3881.08561737075,14,"4133","Random"
0,0,12,"4794","Random"
0,1710.40939196409,8,"2429","Random"
0,2491.89180754488,13,"2087","Random"
0,664.022905405629,15,"1270","Random"
0,1486.72713029948,9,"2984","Random"
0,973.170510318743,7,"896","Random"
0,565.569612975006,2,"3740","Random"
0,433.878364895813,5,"7994","Random"
0,0,39,"2858","Random"
0,947.052364403487,8,"64","Random"
0,78.2610557843354,7,"2511","Random"
0,0,2,"1242","Random"
0,0,16,"1750","Random"
0,702.255363239687,28,"2129","Random"
0,2447.88564424435,6,"4385","Random"
0,2986.54592030452,1,"4546","Random"
0,0,23,"9661","Random"
0,0,21,"2684","Random"
0,45.4098601058768,26,"3982","Random"
0,9.71245585717952,40,"388","Random"
0,0,15,"9480","Random"
0,2152.86219584168,10,"936","Random"
0,0,13,"6816","Random"
0,0,1,"3475","Random"
0,0,10,"7171","Random"
0,0,10,"1068","Random"
0,0,27,"1489","Random"
0,1294.33361396294,18,"1300","Random"
0,0,2,"5471","Random"
0,353.774496079519,4,"6922","Random"
0,1708.87487822594,17,"971","Random"
0,171.232795759904,4,"6975","Random"
0,0,3,"7052","Random"
