"simid","pia","ida","interventiontime","nc","sum_degrees","sum_excess","contacts_small","contacts_large","strategy"
"78",0,460.179570370005,3549.12689149173,5,61,41,46,58,"Size=5,D=0.005"
"98",0,1943.83763353642,1951.81683365969,5,96,80,85,93,"Size=5,D=0.005"
"103",0,3113.80651438378,5416.67146074116,5,43,26,31,40,"Size=5,D=0.005"
"106",0,0,3814.94005487547,5,63,43,48,60,"Size=5,D=0.005"
"118",0,728.302861735898,2632.00721530244,5,55,39,44,52,"Size=5,D=0.005"
"163",0,1852.29431667423,3500.27637115904,5,52,35,40,49,"Size=5,D=0.005"
"199",0,930.20791481933,1326.80098737884,5,32,17,22,29,"Size=5,D=0.005"
"201",0,1680.29905795159,1680.18827356438,5,68,51,56,65,"Size=5,D=0.005"
"206",0,2117.04947653855,2022.08098899133,5,57,37,42,54,"Size=5,D=0.005"
"217",0,392.451177168331,2950.47145495245,5,39,22,27,36,"Size=5,D=0.005"
"228",0,125.534419807514,3114.08744405415,5,39,19,24,36,"Size=5,D=0.005"
"246",0,2782.61866444919,1624.52480263516,5,54,36,41,51,"Size=5,D=0.005"
"262",0,2128.21149491751,3253.83652149599,5,61,42,47,58,"Size=5,D=0.005"
"288",0,4849.40870578674,2140.62534184396,5,33,13,18,30,"Size=5,D=0.005"
"365",0,1111.38526101908,2244.14614864276,5,39,23,28,36,"Size=5,D=0.005"
"371",0,1958.24638582714,1283.07088006539,5,82,65,70,79,"Size=5,D=0.005"
"393",0,2747.41742653336,2308.28641362694,5,44,24,29,41,"Size=5,D=0.005"
"436",0,1957.98703976919,2781.50449327747,5,42,25,30,39,"Size=5,D=0.005"
"519",2,1530.40861182506,5051.59400336791,5,92,72,77,89,"Size=5,D=0.005"
"544",0,2226.98624139386,2814.9682165152,5,64,47,52,61,"Size=5,D=0.005"
"548",0,3598.24869543069,1415.9091001565,5,28,14,19,25,"Size=5,D=0.005"
"551",0,4173.78692968929,2548.75437798244,5,64,44,49,61,"Size=5,D=0.005"
"561",0,3780.44420244134,2590.13746325251,5,45,28,33,42,"Size=5,D=0.005"
"580",0,0,4334.89346458775,5,50,30,35,47,"Size=5,D=0.005"
"587",0,198.115840193575,6046.60984157261,5,75,61,66,72,"Size=5,D=0.005"
"588",0,6064.8981534527,2022.47497981076,5,70,50,55,67,"Size=5,D=0.005"
"621",0,2546.80789876704,1577.48420425877,5,86,66,71,83,"Size=5,D=0.005"
"628",0,1311.4657908442,2115.81296595401,5,73,53,58,70,"Size=5,D=0.005"
"637",0,417.442166253509,1980.72052228283,5,74,54,59,71,"Size=5,D=0.005"
"702",0,2320.12936501228,3373.84695309609,5,42,22,27,39,"Size=5,D=0.005"
"710",1,0,2461.9841088391,5,53,34,39,50,"Size=5,D=0.005"
"714",0,2156.68332654724,4301.08036473686,5,53,36,41,50,"Size=5,D=0.005"
"720",0,2233.43530492835,2523.21938306212,5,63,43,48,60,"Size=5,D=0.005"
"728",0,1076.4086555705,1131.52388416564,5,89,73,78,86,"Size=5,D=0.005"
"777",0,0,4938.41805324284,5,50,31,36,47,"Size=5,D=0.005"
"784",0,3519.81306541031,1823.13335774578,5,50,30,35,47,"Size=5,D=0.005"
"796",0,2014.66331267609,3538.27070655977,5,57,37,42,54,"Size=5,D=0.005"
"825",0,0,2319.01939299931,5,42,26,31,39,"Size=5,D=0.005"
"863",0,2669.76212958539,2696.25572943666,5,62,42,47,59,"Size=5,D=0.005"
"875",0,1534.61522497694,1598.64513672594,5,89,69,74,86,"Size=5,D=0.005"
"887",0,554.992622914047,2767.12271291982,5,50,30,35,47,"Size=5,D=0.005"
"942",1,1891.29354427142,4502.94153104956,5,73,53,58,70,"Size=5,D=0.005"
"970",0,862.608723539008,1124.85581962508,5,64,44,49,61,"Size=5,D=0.005"
"972",0,2476.46376746941,5705.12612821343,5,40,22,27,37,"Size=5,D=0.005"
"1035",0,1165.50050711098,2375.64990477632,5,68,48,53,65,"Size=5,D=0.005"
"1055",0,1227.82588547994,1688.30959498331,5,58,43,48,55,"Size=5,D=0.005"
"1056",0,2448.35303952636,3079.8507220005,5,27,10,15,24,"Size=5,D=0.005"
"1075",0,3685.71523680373,5303.0230315636,5,56,36,41,53,"Size=5,D=0.005"
"1081",0,5899.83926208157,1626.41531540158,5,63,45,50,60,"Size=5,D=0.005"
"1104",0,890.989928971304,3117.49693940808,5,51,34,39,48,"Size=5,D=0.005"
"1144",0,1896.22661915134,3944.47289108896,5,23,8,13,20,"Size=5,D=0.005"
"1151",0,5301.61662589779,1093.66253464857,5,53,35,40,50,"Size=5,D=0.005"
"1153",0,2190.76079452358,3071.09639601959,5,74,54,59,71,"Size=5,D=0.005"
"1282",0,6924.86251884395,1512.19195289624,5,61,41,46,58,"Size=5,D=0.005"
"1299",0,953.261753776754,5707.29857652228,5,52,35,40,49,"Size=5,D=0.005"
"1311",0,601.135039083126,2677.97944147666,5,68,48,53,65,"Size=5,D=0.005"
"1343",0,0,2702.14643335877,5,52,34,39,49,"Size=5,D=0.005"
"1393",0,3425.46654055055,4756.28033988207,5,82,64,69,79,"Size=5,D=0.005"
"1411",0,0,3921.80791854482,5,85,65,70,82,"Size=5,D=0.005"
"1472",0,2271.97898948338,1123.25311650032,5,80,61,66,77,"Size=5,D=0.005"
"1500",0,0,4062.79216124717,5,90,73,78,87,"Size=5,D=0.005"
"1544",0,0,3158.91906156158,5,29,11,16,26,"Size=5,D=0.005"
"1545",1,414.327796203806,2843.95665114504,5,92,72,77,89,"Size=5,D=0.005"
"1616",0,3181.00893369684,1738.33553939646,5,62,42,47,59,"Size=5,D=0.005"
"1630",0,0,2662.44806983715,5,26,11,16,23,"Size=5,D=0.005"
"1640",0,0,1973.37065323719,5,96,76,81,93,"Size=5,D=0.005"
"1703",0,1540.61563457382,3701.54308301083,5,42,25,30,39,"Size=5,D=0.005"
"1762",0,2842.59134339306,4003.1186485919,5,33,17,22,30,"Size=5,D=0.005"
"1765",0,1919.69750790944,2195.17453846743,5,37,21,26,34,"Size=5,D=0.005"
"1767",0,7773.11617432526,2309.02142299296,5,68,48,53,65,"Size=5,D=0.005"
"1772",0,0,3808.77560709068,5,47,32,37,44,"Size=5,D=0.005"
"1848",0,1548.34848038619,3568.99967005984,5,51,31,36,48,"Size=5,D=0.005"
"1868",0,999.550110781188,2674.41710278715,5,45,26,31,42,"Size=5,D=0.005"
"1886",0,6034.27744117218,1386.13264605025,5,48,29,34,45,"Size=5,D=0.005"
"1905",0,0,3217.59288593558,5,61,43,48,58,"Size=5,D=0.005"
"1913",0,3858.88165382759,1317.19425904445,5,71,51,56,68,"Size=5,D=0.005"
"1942",0,1375.57275180869,1832.6481897212,5,60,40,45,57,"Size=5,D=0.005"
"1985",0,3040.63385110446,1689.12207292214,5,43,24,29,40,"Size=5,D=0.005"
"2034",1,3080.94503398298,1655.65703965639,5,68,50,55,65,"Size=5,D=0.005"
"2042",0,4690.86017675414,2212.61337089246,5,51,32,37,48,"Size=5,D=0.005"
"2075",0,2084.18922762273,1937.83641887916,5,66,46,51,63,"Size=5,D=0.005"
"2111",0,3090.3919111437,1128.6716423774,6,58,38,44,54,"Size=5,D=0.005"
"2112",0,5575.80940392765,1156.32144041864,5,55,35,40,52,"Size=5,D=0.005"
"2143",0,1128.09718810226,2445.18344824418,5,39,21,26,36,"Size=5,D=0.005"
"2151",0,10811.7618864617,2355.49811037161,5,190,170,175,187,"Size=5,D=0.005"
"2154",0,3680.67121520626,2392.12118266514,5,92,72,77,89,"Size=5,D=0.005"
"2255",0,791.120574716561,2160.98202899742,5,56,38,43,53,"Size=5,D=0.005"
"2284",0,1674.85061177181,1784.84865425395,5,92,73,78,89,"Size=5,D=0.005"
"2330",0,983.374975150815,3281.8112130548,5,82,62,67,79,"Size=5,D=0.005"
"2332",1,809.075024773987,2509.16925316107,5,58,41,46,55,"Size=5,D=0.005"
"2364",0,2573.70388614288,2564.6971587884,5,61,41,46,58,"Size=5,D=0.005"
"2398",0,2315.13209630496,2270.22266521225,5,77,57,62,74,"Size=5,D=0.005"
"2443",0,1674.62219057209,2101.15564263946,5,86,67,72,83,"Size=5,D=0.005"
"2530",1,1171.31692130843,1172.47695833327,5,67,47,52,64,"Size=5,D=0.005"
"2541",0,4381.7474154195,2351.29484215478,5,41,21,26,38,"Size=5,D=0.005"
"2623",0,0,2787.62296365097,5,45,26,31,42,"Size=5,D=0.005"
"2626",0,5261.52690844208,3175.83774421854,5,57,39,44,54,"Size=5,D=0.005"
"2635",0,1392.17761968248,3696.32463611564,5,48,29,34,45,"Size=5,D=0.005"
"2648",0,2264.44762752506,2716.58640226635,5,54,38,43,51,"Size=5,D=0.005"
"2726",0,1605.79974552917,1649.07561639103,5,114,94,99,111,"Size=5,D=0.005"
"2752",0,1764.67689502866,1754.64658579774,5,32,13,18,29,"Size=5,D=0.005"
"2790",0,1503.89860626069,3355.58407469452,5,46,30,35,43,"Size=5,D=0.005"
"2807",0,4530.91785580363,2310.13673985441,5,47,29,34,44,"Size=5,D=0.005"
"2820",0,0,1538.97984400599,5,42,22,27,39,"Size=5,D=0.005"
"2825",1,0,1182.05480328739,5,37,21,26,34,"Size=5,D=0.005"
"2872",0,2887.8421767101,2778.03245238626,5,60,41,46,57,"Size=5,D=0.005"
"2888",0,447.457403862401,1480.79353220733,5,61,44,49,58,"Size=5,D=0.005"
"2918",0,72.8063814260713,3884.02722629217,5,122,102,107,119,"Size=5,D=0.005"
"2932",0,0,3969.46849102175,5,57,37,42,54,"Size=5,D=0.005"
"2937",0,0,2429.83204769544,5,43,27,32,40,"Size=5,D=0.005"
"3124",0,836.190488773776,2052.50349676909,5,82,62,67,79,"Size=5,D=0.005"
"3139",0,1351.90201705542,1626.36691733009,5,44,27,32,41,"Size=5,D=0.005"
"3155",0,1706.55524502674,1648.70751378518,5,45,30,35,42,"Size=5,D=0.005"
"3178",0,3325.41717445269,2410.31996544717,5,46,26,31,43,"Size=5,D=0.005"
"3233",1,292.320418674518,2311.49076795272,5,99,81,86,96,"Size=5,D=0.005"
"3266",0,242.870266473041,2414.70868714257,5,72,55,60,69,"Size=5,D=0.005"
"3285",0,2745.21462564962,1838.88121321919,5,70,50,55,67,"Size=5,D=0.005"
"3317",0,1309.25416534881,1156.05357509041,5,49,32,37,46,"Size=5,D=0.005"
"3406",1,4158.03809165837,2197.70419896558,5,56,37,42,53,"Size=5,D=0.005"
"3417",0,1551.80374139267,1830.1119819456,5,65,48,53,62,"Size=5,D=0.005"
"3421",0,1875.40778672806,4281.88397451053,5,54,38,43,51,"Size=5,D=0.005"
"3503",0,4479.67834289259,1171.38079299477,5,52,34,39,49,"Size=5,D=0.005"
"3513",0,269.75261607895,2934.99514405245,5,100,80,85,97,"Size=5,D=0.005"
"3519",0,1321.18821117667,1068.18786882651,5,41,22,27,38,"Size=5,D=0.005"
"3527",0,7584.76193294421,4809.05233348402,5,56,36,41,53,"Size=5,D=0.005"
"3547",0,739.91537539514,1723.286292154,5,25,12,17,22,"Size=5,D=0.005"
"3580",0,1403.78390546515,2120.22613751786,5,41,25,30,38,"Size=5,D=0.005"
"3589",0,1007.02208345835,1425.67733516901,5,36,18,23,33,"Size=5,D=0.005"
"3607",0,3123.83055586077,3640.26887674633,5,66,47,52,63,"Size=5,D=0.005"
"3622",0,1850.27334454352,1485.4273057868,5,45,26,31,42,"Size=5,D=0.005"
"3624",0,346.62957613946,2419.15833109094,5,89,72,77,86,"Size=5,D=0.005"
"3649",0,852.633017238295,2242.51113692554,5,35,19,24,32,"Size=5,D=0.005"
"3702",0,1208.70049238596,2724.88672845033,5,38,21,26,35,"Size=5,D=0.005"
"3731",0,984.710191100215,1864.88512035882,5,54,37,42,51,"Size=5,D=0.005"
"3736",0,2818.37178851104,2126.45500130344,5,65,46,51,62,"Size=5,D=0.005"
"3737",0,6057.96260637612,1530.90582224959,5,33,20,25,30,"Size=5,D=0.005"
