"pia","puta","contacts","strategy"
0,1105.82555529454,5.07100211389284,"Network,partners>4"
0,1803.43483985154,5.05243718927585,"Network,partners>4"
0,0,5.00079118606978,"Network,partners>4"
0,2862.82348233762,5.00000799549676,"Network,partners>4"
1,1015.22116621369,5.00520285581631,"Network,partners>4"
0,4843.16421005518,5.00120037137946,"Network,partners>4"
0,1308.37950666044,5.01761983821205,"Network,partners>4"
0,2419.27464015249,5.06775465313866,"Network,partners>4"
0,429.169850551247,5.06417071111928,"Network,partners>4"
0,0,5.00007665684048,"Network,partners>4"
0,4515.45609945087,5.0000020795783,"Network,partners>4"
1,266.713786520211,5.14482134433234,"Network,partners>4"
0,5160.86620556292,5.0404979644272,"Network,partners>4"
0,1119.17744356456,5.0008915027802,"Network,partners>4"
0,1974.12095915002,5.03873614070818,"Network,partners>4"
0,0,5.00000171955137,"Network,partners>4"
0,208.524869375765,5.00022924710682,"Network,partners>4"
0,3446.26980516034,5.0026872324185,"Network,partners>4"
0,2647.30050407188,6.0238984594922,"Network,partners>4"
1,1060.99813938074,5.04090395397964,"Network,partners>4"
0,1432.67342217026,5.0000272367155,"Network,partners>4"
0,0,5.00118120439944,"Network,partners>4"
0,4416.61479100173,6.05135597783713,"Network,partners>4"
0,0,5.0012500081,"Network,partners>4"
0,0,5.0864936891253,"Network,partners>4"
0,206.891590793676,5.00046184692282,"Network,partners>4"
0,843.866860876906,5.08737564966145,"Network,partners>4"
0,0,5.00685018478438,"Network,partners>4"
0,2797.06641315326,5.0111272105366,"Network,partners>4"
1,506.551752140051,5.03437521899402,"Network,partners>4"
1,3266.31412364906,5.006267783819,"Network,partners>4"
0,1081.24137695076,5.0195004327023,"Network,partners>4"
0,249.651409302959,5.00414232799863,"Network,partners>4"
0,1694.23759754618,5.11931510069391,"Network,partners>4"
0,2018.39107689199,5.08998859711224,"Network,partners>4"
0,0,5.04075548217848,"Network,partners>4"
0,0,5.00005791954598,"Network,partners>4"
0,3098.76753561053,5.03588007961268,"Network,partners>4"
0,3648.86322803043,5.00936842684422,"Network,partners>4"
1,0,5.04413324737823,"Network,partners>4"
0,2979.59087872307,5.03332918360247,"Network,partners>4"
0,1825.61382954953,5.00296416636946,"Network,partners>4"
0,1956.78863810049,5.02280984488677,"Network,partners>4"
0,1018.42914593962,5.00059481637157,"Network,partners>4"
0,0,5.12879847099948,"Network,partners>4"
0,645.365661148439,5.00006980125199,"Network,partners>4"
0,0,5.00113046957416,"Network,partners>4"
0,0,5.00000089311346,"Network,partners>4"
0,3378.22128281252,5.00601399554243,"Network,partners>4"
0,616.575494862424,5.00710197187811,"Network,partners>4"
0,3351.17572850886,5.08251780292442,"Network,partners>4"
0,0,5.00328038257301,"Network,partners>4"
0,401.132522004581,5.00009053848586,"Network,partners>4"
0,768.15257058618,5.0001858380453,"Network,partners>4"
0,658.711307066927,5.00734242631606,"Network,partners>4"
0,0,5.00261506189447,"Network,partners>4"
0,641.31906187387,5.00009227517223,"Network,partners>4"
0,256.078946269328,5.00048083387893,"Network,partners>4"
0,1716.59079858508,6.00231070447193,"Network,partners>4"
0,1933.56701201522,5.00218085831716,"Network,partners>4"
1,0,5.02840530103449,"Network,partners>4"
0,3200.89595309198,5.07814429103518,"Network,partners>4"
0,206.099944101196,5.01597249194815,"Network,partners>4"
1,397.393951680921,5.00000358331022,"Network,partners>4"
0,0,5.00006128682138,"Network,partners>4"
0,0,5.00000009027234,"Network,partners>4"
0,3449.88179819786,5.0029160002601,"Network,partners>4"
0,105.426149617786,5.03965011335901,"Network,partners>4"
0,1014.72008945071,5.00000143557873,"Network,partners>4"
0,1498.94933646755,5.01060951173873,"Network,partners>4"
0,817.692856030218,5.00226424694635,"Network,partners>4"
0,2934.72115268952,5.0004861949776,"Network,partners>4"
0,1542.9013762231,5.00012142203297,"Network,partners>4"
0,189.929816018267,5.1384010908252,"Network,partners>4"
0,2257.11097806341,5.01948057890828,"Network,partners>4"
0,276.294579822495,5.00001387991792,"Network,partners>4"
0,2380.58353667604,5.01454825519525,"Network,partners>4"
0,574.476959871946,5.00001252814172,"Network,partners>4"
0,0,5.01400031126918,"Network,partners>4"
0,0,5.00067219388736,"Network,partners>4"
0,1456.02113906384,5.01596349079235,"Network,partners>4"
0,584.308079810073,5.00000253814735,"Network,partners>4"
0,0,5.01866225371647,"Network,partners>4"
0,0,5.01723678576311,"Network,partners>4"
0,950.597224605273,5.00152026058255,"Network,partners>4"
1,0,5.00000228445557,"Network,partners>4"
0,2346.69898791995,5.00355956161791,"Network,partners>4"
0,8015.76480675492,5.03009601061432,"Network,partners>4"
0,2029.30098196251,5.02425835548962,"Network,partners>4"
0,321.623445036113,6.00579451435136,"Network,partners>4"
0,1293.2458776379,5.07207215234411,"Network,partners>4"
0,1468.89245613437,5.00000003960202,"Network,partners>4"
0,1011.84710887149,5.00006027856512,"Network,partners>4"
0,116.789832178741,5.00000750905763,"Network,partners>4"
0,1136.44671292266,5.01159374186434,"Network,partners>4"
0,53.610962964899,5.00197351555418,"Network,partners>4"
0,1697.13512820679,5.0000000309354,"Network,partners>4"
0,0,5.00269695430148,"Network,partners>4"
0,509.996612200332,5.00532749588738,"Network,partners>4"
0,576.863948755186,5.00837619297799,"Network,partners>4"
1,897.137328011589,5.05971810475582,"Network,partners>4"
0,3415.90988931152,5.00715223428127,"Network,partners>4"
0,1296.20285409396,5.00647764065994,"Network,partners>4"
0,0,5.00005934863664,"Network,partners>4"
0,4284.31785287021,5.00003214802435,"Network,partners>4"
0,1867.55458991563,5.01766994351265,"Network,partners>4"
0,0,5.000000598098,"Network,partners>4"
0,726.415149903522,5.00159850441842,"Network,partners>4"
0,4330.46588674077,5.03531139370393,"Network,partners>4"
0,3289.14850343329,5.00028957414516,"Network,partners>4"
0,0,5.06174587916492,"Network,partners>4"
0,437.991862052932,5.01164531977127,"Network,partners>4"
0,0,5.0021022750977,"Network,partners>4"
0,0,5.00041476027918,"Network,partners>4"
0,0,5.00433463698688,"Network,partners>4"
1,2956.57241978468,5.05222067292778,"Network,partners>4"
0,4285.3773532833,6.000003795075,"Network,partners>4"
0,1515.59344313407,5.00689311998364,"Network,partners>4"
0,360.365648222217,5.00076509041432,"Network,partners>4"
