"pia","puta","interventiontime","nc","sum_degrees","sum_excess","contacts_small","contacts_large","strategy"
0,4104.25277817972,4730.81249510524,2,NA,NA,14,10,"RITA+Secondary,W=6mo"
1,4127.05351720849,2067.95033900172,2,NA,NA,19,14,"RITA+Secondary,W=6mo"
3,3567.4181555201,608.07938944011,2,NA,NA,0,0,"RITA+Secondary,W=6mo"
0,670.319021587365,2964.57070161582,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
0,683.242201154089,2797.6079071978,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
0,1285.40848005428,130.214043407507,1,NA,NA,4,4,"RITA+Secondary,W=6mo"
0,1455.71319787978,422.92763431279,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
1,1315.4089863754,6734.14924057346,2,NA,NA,20,16,"RITA+Secondary,W=6mo"
0,0,220.631535780832,1,NA,NA,8,8,"RITA+Secondary,W=6mo"
0,1254.91235691614,4923.30330255963,1,NA,NA,15,15,"RITA+Secondary,W=6mo"
3,4140.87927959575,2423.59335773093,2,NA,NA,32,32,"RITA+Secondary,W=6mo"
0,1893.80095564275,963.014016366961,1,NA,NA,0,0,"RITA+Secondary,W=6mo"
0,2831.23699866698,7545.84774155836,2,NA,NA,12,11,"RITA+Secondary,W=6mo"
0,0,6899.29985992963,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
2,1126.71494489986,1964.59119320201,2,NA,NA,13,9,"RITA+Secondary,W=6mo"
2,1861.52513490734,2539.83556360946,3,NA,NA,15,9,"RITA+Secondary,W=6mo"
0,5264.01677819334,2439.14024162921,2,NA,NA,11,9,"RITA+Secondary,W=6mo"
0,925.341565721925,3277.36976251054,1,NA,NA,45,45,"RITA+Secondary,W=6mo"
2,3800.24196306844,746.296189645011,2,NA,NA,4,3,"RITA+Secondary,W=6mo"
0,116.372283338775,2459.68443989656,2,NA,NA,3,3,"RITA+Secondary,W=6mo"
0,1285.16737708263,255.900361608165,1,NA,NA,0,0,"RITA+Secondary,W=6mo"
1,465.36420268886,1542.02987812473,2,NA,NA,19,19,"RITA+Secondary,W=6mo"
1,2592.12423043895,998.379456781777,2,NA,NA,2,2,"RITA+Secondary,W=6mo"
0,2907.83135871053,1138.62182608302,2,NA,NA,25,14,"RITA+Secondary,W=6mo"
0,0,1858.54943004799,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
2,2545.78514226856,1755.96547424614,2,NA,NA,17,16,"RITA+Secondary,W=6mo"
0,550.964405345359,533.187211571588,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
0,2446.79688140556,1779.62814192268,1,NA,NA,9,9,"RITA+Secondary,W=6mo"
4,4037.80778530924,3557.66257235848,2,NA,NA,14,11,"RITA+Secondary,W=6mo"
0,0,6692.43226290671,1,NA,NA,9,9,"RITA+Secondary,W=6mo"
0,0,1249.0398589626,1,NA,NA,4,4,"RITA+Secondary,W=6mo"
2,1824.03087220229,9297.58065665741,2,NA,NA,19,14,"RITA+Secondary,W=6mo"
1,3114.94292926093,454.960816693963,2,NA,NA,19,16,"RITA+Secondary,W=6mo"
0,490.210863612924,1903.60864673413,1,NA,NA,10,10,"RITA+Secondary,W=6mo"
0,401.930837413928,1743.33829069102,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
0,1336.82896553875,1107.02016434636,1,NA,NA,19,19,"RITA+Secondary,W=6mo"
0,2992.10776326351,2715.23129168887,2,NA,NA,12,7,"RITA+Secondary,W=6mo"
0,1276.43723283508,2212.09875798129,2,NA,NA,15,9,"RITA+Secondary,W=6mo"
0,627.135516811862,4964.98864526396,1,NA,NA,6,6,"RITA+Secondary,W=6mo"
0,764.37259741317,4011.02512108842,1,NA,NA,18,18,"RITA+Secondary,W=6mo"
0,1238.58698820194,174.36336954986,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
0,108.469053398334,330.781444792718,1,NA,NA,16,16,"RITA+Secondary,W=6mo"
1,866.721114264973,706.338121675663,2,NA,NA,30,27,"RITA+Secondary,W=6mo"
0,3052.93454326596,931.729657065944,1,NA,NA,11,11,"RITA+Secondary,W=6mo"
0,2825.28443460239,2637.70181881326,1,NA,NA,8,8,"RITA+Secondary,W=6mo"
2,1040.84195674115,1184.32752345339,2,NA,NA,3,3,"RITA+Secondary,W=6mo"
0,2631.13395698559,8600.76355726251,2,NA,NA,13,13,"RITA+Secondary,W=6mo"
0,3144.10834021243,5227.01787389581,2,NA,NA,6,5,"RITA+Secondary,W=6mo"
2,366.422399063452,865.619236600452,2,NA,NA,20,11,"RITA+Secondary,W=6mo"
0,5267.71796432434,1118.78849793189,3,NA,NA,16,9,"RITA+Secondary,W=6mo"
0,2538.63950371021,259.618299692979,2,NA,NA,16,8,"RITA+Secondary,W=6mo"
0,1270.72681161674,718.84860339749,2,NA,NA,65,48,"RITA+Secondary,W=6mo"
2,3149.17907803834,1070.34227491079,3,NA,NA,8,6,"RITA+Secondary,W=6mo"
2,299.905433123582,572.813950951029,2,NA,NA,4,4,"RITA+Secondary,W=6mo"
0,0,2746.67155189423,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
2,2674.83843708958,504.508925017718,2,NA,NA,14,8,"RITA+Secondary,W=6mo"
2,904.795482706419,1408.88252501132,2,NA,NA,9,8,"RITA+Secondary,W=6mo"
0,529.392899492344,2552.57728130552,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
0,1564.39092355776,2013.87408005374,1,NA,NA,0,0,"RITA+Secondary,W=6mo"
0,0,3059.81248251362,1,NA,NA,19,19,"RITA+Secondary,W=6mo"
0,495.030193026205,1461.14305184948,1,NA,NA,8,8,"RITA+Secondary,W=6mo"
6,5305.18000126581,1511.64468247742,4,NA,NA,27,16,"RITA+Secondary,W=6mo"
2,5297.38850605006,1611.0856560088,4,NA,NA,28,16,"RITA+Secondary,W=6mo"
0,902.038751532299,3342.70060544004,2,NA,NA,19,10,"RITA+Secondary,W=6mo"
2,1773.47995659405,3070.89415425748,2,NA,NA,1,1,"RITA+Secondary,W=6mo"
1,2865.26946790552,2173.85928318119,2,NA,NA,7,7,"RITA+Secondary,W=6mo"
0,0,366.860819294566,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
0,1479.10886911195,323.707662306565,1,NA,NA,8,8,"RITA+Secondary,W=6mo"
1,1431.60761848884,1892.32298256793,2,NA,NA,25,21,"RITA+Secondary,W=6mo"
1,375.782035455261,2028.91085814036,1,NA,NA,13,13,"RITA+Secondary,W=6mo"
0,1094.00791261902,3157.84120277648,1,NA,NA,29,29,"RITA+Secondary,W=6mo"
0,512.737781965755,3822.30393813989,2,NA,NA,13,13,"RITA+Secondary,W=6mo"
0,3543.7419607284,925.730608640582,1,NA,NA,16,16,"RITA+Secondary,W=6mo"
1,326.055722995111,2235.52727599051,2,NA,NA,11,9,"RITA+Secondary,W=6mo"
0,829.065457597938,688.289643260015,1,NA,NA,6,6,"RITA+Secondary,W=6mo"
0,1360.53840953901,906.642760444842,1,NA,NA,0,0,"RITA+Secondary,W=6mo"
0,1325.13019623821,3639.89105893977,2,NA,NA,19,17,"RITA+Secondary,W=6mo"
2,2689.45792903246,5923.94669169506,3,NA,NA,17,7,"RITA+Secondary,W=6mo"
0,2210.86523603545,6163.24303819357,2,NA,NA,4,3,"RITA+Secondary,W=6mo"
0,296.15078504515,289.051792578905,1,NA,NA,7,7,"RITA+Secondary,W=6mo"
4,3508.63457961674,1664.1461320204,4,NA,NA,27,14,"RITA+Secondary,W=6mo"
1,1026.69056017821,7478.75537819063,2,NA,NA,21,14,"RITA+Secondary,W=6mo"
0,1660.91982517009,1202.0307757695,2,NA,NA,6,6,"RITA+Secondary,W=6mo"
0,3238.08665551168,1626.31334822647,2,NA,NA,28,24,"RITA+Secondary,W=6mo"
0,2572.7351330089,1565.57377326025,2,NA,NA,5,5,"RITA+Secondary,W=6mo"
0,1084.47790235811,259.827017482569,1,NA,NA,4,4,"RITA+Secondary,W=6mo"
0,195.57762279397,2049.92985579638,2,NA,NA,9,7,"RITA+Secondary,W=6mo"
1,2272.96683551564,512.236524094408,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
0,668.822158881475,1941.88328130393,2,NA,NA,42,31,"RITA+Secondary,W=6mo"
0,262.829232415022,3858.83107655783,2,NA,NA,16,9,"RITA+Secondary,W=6mo"
0,785.298632567704,2028.92264979023,2,NA,NA,4,2,"RITA+Secondary,W=6mo"
0,2399.14645710726,857.126507760965,1,NA,NA,9,9,"RITA+Secondary,W=6mo"
1,1803.08753999589,1619.40453012673,1,NA,NA,15,15,"RITA+Secondary,W=6mo"
0,1064.70463029318,2191.56833457504,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
0,0,1799.62363538112,1,NA,NA,7,7,"RITA+Secondary,W=6mo"
0,2309.47083802409,3751.3297867444,3,NA,NA,25,20,"RITA+Secondary,W=6mo"
0,0,4678.34962503408,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
0,210.784992094344,189.564400326043,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
0,552.662126395311,1733.48192241857,1,NA,NA,21,21,"RITA+Secondary,W=6mo"
0,2004.66250882828,940.078700152157,1,NA,NA,5,5,"RITA+Secondary,W=6mo"
0,0,4231.87575698513,1,NA,NA,13,13,"RITA+Secondary,W=6mo"
0,0,3321.88676776821,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
1,3403.98637014896,2456.38080422715,3,NA,NA,13,10,"RITA+Secondary,W=6mo"
0,907.40546752668,6471.04213150821,2,NA,NA,50,50,"RITA+Secondary,W=6mo"
1,344.240319765722,2987.72176526549,1,NA,NA,6,6,"RITA+Secondary,W=6mo"
0,0,1477.839211694,1,NA,NA,6,6,"RITA+Secondary,W=6mo"
1,277.170470539752,661.170919754235,2,NA,NA,15,8,"RITA+Secondary,W=6mo"
0,0,2084.70931824329,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
2,5004.57401690383,2683.19582087111,2,NA,NA,21,15,"RITA+Secondary,W=6mo"
0,1837.81486914043,1070.07456363392,2,NA,NA,8,7,"RITA+Secondary,W=6mo"
1,1379.68227972793,5273.25787650787,2,NA,NA,21,16,"RITA+Secondary,W=6mo"
0,7.70576938108798,2384.18367357452,1,NA,NA,4,4,"RITA+Secondary,W=6mo"
0,0,3459.91690840635,1,NA,NA,11,11,"RITA+Secondary,W=6mo"
1,3880.37249092766,3085.6839558709,3,NA,NA,55,55,"RITA+Secondary,W=6mo"
0,2827.77497808032,2583.13257854019,2,NA,NA,34,32,"RITA+Secondary,W=6mo"
0,0,4835.59636120341,1,NA,NA,5,5,"RITA+Secondary,W=6mo"
2,1998.5153630017,3120.34045947462,2,NA,NA,55,28,"RITA+Secondary,W=6mo"
1,1909.03947924235,2412.76632776396,2,NA,NA,16,10,"RITA+Secondary,W=6mo"
0,732.892441350126,4650.0881997911,1,NA,NA,6,6,"RITA+Secondary,W=6mo"
0,1913.82132656782,423.638875133247,2,NA,NA,22,13,"RITA+Secondary,W=6mo"
0,1156.74497219926,2114.51647931853,2,NA,NA,50,37,"RITA+Secondary,W=6mo"
0,207.122167277196,4589.72686421827,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
1,5600.7087472796,3066.37042188185,3,NA,NA,40,22,"RITA+Secondary,W=6mo"
2,1924.868574717,1592.31501801134,2,NA,NA,70,52,"RITA+Secondary,W=6mo"
0,3417.28225394514,1158.24439667652,1,NA,NA,7,7,"RITA+Secondary,W=6mo"
5,4095.81790371494,964.107732508368,3,NA,NA,20,13,"RITA+Secondary,W=6mo"
0,1838.27167246884,2289.99546292704,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
0,0,1436.13681305505,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
0,866.357336822493,3437.83127722635,1,NA,NA,17,17,"RITA+Secondary,W=6mo"
1,1106.0369056213,3310.99149282695,2,NA,NA,19,17,"RITA+Secondary,W=6mo"
0,0,1916.98642273563,1,NA,NA,7,7,"RITA+Secondary,W=6mo"
0,139.561193129127,1220.61917419509,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
0,2264.32271246987,2833.71541180091,2,NA,NA,3,2,"RITA+Secondary,W=6mo"
1,919.786781468793,266.608389869983,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
6,7804.37719433306,191.059203729628,4,NA,NA,42,25,"RITA+Secondary,W=6mo"
2,2358.59095462644,2161.9812314081,2,NA,NA,12,9,"RITA+Secondary,W=6mo"
0,0,6525.36042707346,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
0,1291.4454849151,5287.43147900236,1,NA,NA,18,18,"RITA+Secondary,W=6mo"
0,1988.38177139463,6143.16884291936,2,NA,NA,9,7,"RITA+Secondary,W=6mo"
0,0,344.403795965336,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
0,1581.82469764301,4418.22526136674,3,NA,NA,30,17,"RITA+Secondary,W=6mo"
2,1105.93403836917,1192.40223956957,3,NA,NA,44,38,"RITA+Secondary,W=6mo"
0,407.217240387668,1084.82264150064,1,NA,NA,5,5,"RITA+Secondary,W=6mo"
0,782.846812139637,377.564235351975,1,NA,NA,5,5,"RITA+Secondary,W=6mo"
1,1859.32159254738,1905.32797098254,2,NA,NA,32,18,"RITA+Secondary,W=6mo"
6,6612.79157183119,1373.33961209923,4,NA,NA,30,13,"RITA+Secondary,W=6mo"
0,0,2755.99292567046,1,NA,NA,7,7,"RITA+Secondary,W=6mo"
0,406.045354734911,2005.21663436814,1,NA,NA,5,5,"RITA+Secondary,W=6mo"
0,50.0100510268594,4182.60036915095,2,NA,NA,17,12,"RITA+Secondary,W=6mo"
1,273.252814303834,3013.96395893035,2,NA,NA,12,9,"RITA+Secondary,W=6mo"
1,2675.24007124388,3868.35722879178,2,NA,NA,14,9,"RITA+Secondary,W=6mo"
0,1273.11456990714,4496.27755778932,3,NA,NA,17,16,"RITA+Secondary,W=6mo"
0,579.936528951385,7325.22990582926,1,NA,NA,23,23,"RITA+Secondary,W=6mo"
0,1174.30268932668,7548.29995817721,1,NA,NA,27,27,"RITA+Secondary,W=6mo"
1,1791.65947098661,2725.72454462232,1,NA,NA,4,4,"RITA+Secondary,W=6mo"
0,650.913731055137,3130.0563152912,1,NA,NA,5,5,"RITA+Secondary,W=6mo"
0,1821.55544295171,1859.16799372895,1,NA,NA,11,11,"RITA+Secondary,W=6mo"
0,1669.99643610627,2771.08990852389,2,NA,NA,20,15,"RITA+Secondary,W=6mo"
0,733.158904659559,589.829100594631,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
0,1877.50949045382,810.555685121247,2,NA,NA,17,14,"RITA+Secondary,W=6mo"
0,391.895249744701,636.220828070596,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
0,1892.30190818147,576.959520193132,1,NA,NA,4,4,"RITA+Secondary,W=6mo"
0,1405.4020918793,2233.00427086197,1,NA,NA,7,7,"RITA+Secondary,W=6mo"
0,15.2294459337547,1464.19192120412,1,NA,NA,5,5,"RITA+Secondary,W=6mo"
0,1100.52926763735,164.10040001069,1,NA,NA,16,16,"RITA+Secondary,W=6mo"
1,591.757798750415,3811.67569207188,3,NA,NA,63,32,"RITA+Secondary,W=6mo"
1,3500.06272661416,1384.55002564076,2,NA,NA,23,14,"RITA+Secondary,W=6mo"
2,4693.48832998086,292.226981765009,3,NA,NA,20,13,"RITA+Secondary,W=6mo"
0,522.122418406916,3077.55510018997,1,NA,NA,29,29,"RITA+Secondary,W=6mo"
0,1303.02774866665,2650.17329052635,2,NA,NA,0,0,"RITA+Secondary,W=6mo"
0,208.480351953208,348.864127828638,2,NA,NA,11,7,"RITA+Secondary,W=6mo"
0,0,1637.83387507167,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
0,0,4921.19878400969,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
3,3786.02027410506,5169.86421686842,3,NA,NA,42,17,"RITA+Secondary,W=6mo"
0,906.129888419576,939.684875828723,1,NA,NA,12,12,"RITA+Secondary,W=6mo"
0,2236.26257706998,1099.62903283111,2,NA,NA,6,4,"RITA+Secondary,W=6mo"
2,3914.88445215127,903.003220953233,2,NA,NA,24,16,"RITA+Secondary,W=6mo"
0,213.795860151096,231.596403420281,1,NA,NA,0,0,"RITA+Secondary,W=6mo"
0,1552.01558616763,324.270782730901,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
0,4084.39225624346,2045.56558262516,1,NA,NA,31,31,"RITA+Secondary,W=6mo"
0,4255.09525449513,2200.52324530738,2,NA,NA,6,6,"RITA+Secondary,W=6mo"
0,158.150711859231,3413.80075647687,2,NA,NA,10,9,"RITA+Secondary,W=6mo"
0,481.369142824898,1266.73634196014,1,NA,NA,5,5,"RITA+Secondary,W=6mo"
1,1558.8614692597,648.0825355061,2,NA,NA,11,7,"RITA+Secondary,W=6mo"
0,867.093936654265,2937.53878447264,2,NA,NA,24,22,"RITA+Secondary,W=6mo"
0,199.498624398535,2854.8697885183,1,NA,NA,14,14,"RITA+Secondary,W=6mo"
0,323.828779656517,1851.78291370081,1,NA,NA,7,7,"RITA+Secondary,W=6mo"
0,1440.30411706654,1412.69792289427,1,NA,NA,0,0,"RITA+Secondary,W=6mo"
0,1104.47762494215,2967.78878866478,2,NA,NA,10,10,"RITA+Secondary,W=6mo"
0,0,194.686888233163,1,NA,NA,0,0,"RITA+Secondary,W=6mo"
0,0,861.123059990675,1,NA,NA,18,18,"RITA+Secondary,W=6mo"
0,44.26923843746,456.232096055176,1,NA,NA,7,7,"RITA+Secondary,W=6mo"
0,2690.58071056865,2298.59848586978,3,NA,NA,94,68,"RITA+Secondary,W=6mo"
0,1747.17584193537,3881.64621624781,3,NA,NA,10,8,"RITA+Secondary,W=6mo"
0,864.325486233875,1136.79762503144,1,NA,NA,15,15,"RITA+Secondary,W=6mo"
3,4952.82239150695,3098.8823900766,3,NA,NA,5,4,"RITA+Secondary,W=6mo"
0,2288.62188229332,4740.52981942175,2,NA,NA,0,0,"RITA+Secondary,W=6mo"
3,2863.65803767359,4190.31666270049,2,NA,NA,37,29,"RITA+Secondary,W=6mo"
1,877.393749541755,5794.18653022586,2,NA,NA,0,0,"RITA+Secondary,W=6mo"
0,457.524133682593,6214.05614608502,1,NA,NA,7,7,"RITA+Secondary,W=6mo"
0,1717.27815399348,784.518068111059,1,NA,NA,18,18,"RITA+Secondary,W=6mo"
0,24.3251402004591,1068.48244087302,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
0,675.674469402873,3993.90049034954,1,NA,NA,26,26,"RITA+Secondary,W=6mo"
0,804.989193010793,1456.27765826509,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
0,4454.63248680961,1939.72729115342,2,NA,NA,10,10,"RITA+Secondary,W=6mo"
2,5272.64217611553,3240.5298869966,3,NA,NA,27,15,"RITA+Secondary,W=6mo"
0,397.302337012259,5521.50825496747,2,NA,NA,16,9,"RITA+Secondary,W=6mo"
0,590.269759885887,4197.58407560395,2,NA,NA,29,19,"RITA+Secondary,W=6mo"
0,911.142272681946,1095.7145901651,2,NA,NA,22,12,"RITA+Secondary,W=6mo"
0,995.623973635265,1062.88735651399,3,NA,NA,29,12,"RITA+Secondary,W=6mo"
0,297.44856766336,852.345614718166,1,NA,NA,10,10,"RITA+Secondary,W=6mo"
0,50.0213101152231,360.739392089531,1,NA,NA,18,18,"RITA+Secondary,W=6mo"
0,829.244811937006,2780.48052781079,1,NA,NA,4,4,"RITA+Secondary,W=6mo"
5,3139.67025411846,2214.73196817981,2,NA,NA,31,25,"RITA+Secondary,W=6mo"
4,2818.36010551908,2375.3870424795,2,NA,NA,32,25,"RITA+Secondary,W=6mo"
2,6201.22377082304,3765.24883916734,2,NA,NA,27,25,"RITA+Secondary,W=6mo"
0,388.03077193384,3042.99324086683,1,NA,NA,17,17,"RITA+Secondary,W=6mo"
0,359.793578414547,4652.76872278252,2,NA,NA,13,7,"RITA+Secondary,W=6mo"
0,1617.25453632098,2688.0479463654,2,NA,NA,13,11,"RITA+Secondary,W=6mo"
1,2710.6653798875,643.068898750544,3,NA,NA,71,61,"RITA+Secondary,W=6mo"
0,59.2929266059814,3935.35286881268,2,NA,NA,3,3,"RITA+Secondary,W=6mo"
0,249.100295124376,1680.36793038215,1,NA,NA,11,11,"RITA+Secondary,W=6mo"
0,660.011449493096,1835.18238114215,2,NA,NA,21,18,"RITA+Secondary,W=6mo"
5,4767.665981333,3607.17773919729,3,NA,NA,112,83,"RITA+Secondary,W=6mo"
0,0,1911.77496732654,1,NA,NA,4,4,"RITA+Secondary,W=6mo"
1,4894.98796958607,5988.11725969742,2,NA,NA,60,50,"RITA+Secondary,W=6mo"
1,4144.8034849253,593.178813844668,2,NA,NA,42,38,"RITA+Secondary,W=6mo"
0,1099.43968617544,2456.10503118776,1,NA,NA,6,6,"RITA+Secondary,W=6mo"
2,2234.75703244345,1034.94545468288,2,NA,NA,17,12,"RITA+Secondary,W=6mo"
4,7603.04932399165,1550.33159225781,3,NA,NA,18,14,"RITA+Secondary,W=6mo"
0,0,2982.02021381116,1,NA,NA,7,7,"RITA+Secondary,W=6mo"
0,468.384005915652,5978.41005019416,1,NA,NA,15,15,"RITA+Secondary,W=6mo"
0,1570.20997259904,1956.8465592248,2,NA,NA,6,4,"RITA+Secondary,W=6mo"
0,431.712458502531,446.24982509287,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
3,5151.30531674275,1371.54199486103,2,NA,NA,6,6,"RITA+Secondary,W=6mo"
0,39.0451322906774,1284.1781595416,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
0,324.503565858337,1199.86173897515,1,NA,NA,8,8,"RITA+Secondary,W=6mo"
0,3192.59631749001,269.900269796037,1,NA,NA,6,6,"RITA+Secondary,W=6mo"
0,93.5145595973981,515.646058304925,1,NA,NA,0,0,"RITA+Secondary,W=6mo"
0,655.493748232996,449.18753665172,1,NA,NA,7,7,"RITA+Secondary,W=6mo"
0,609.479394126401,663.336553066644,1,NA,NA,4,4,"RITA+Secondary,W=6mo"
0,1129.4114433768,396.370528441443,2,NA,NA,10,9,"RITA+Secondary,W=6mo"
0,190.665254547347,203.619356019392,1,NA,NA,6,6,"RITA+Secondary,W=6mo"
0,1126.04276150808,1878.33077682265,1,NA,NA,16,16,"RITA+Secondary,W=6mo"
0,1641.40338493222,3632.68703525155,1,NA,NA,18,18,"RITA+Secondary,W=6mo"
0,0,2252.13362251079,1,NA,NA,4,4,"RITA+Secondary,W=6mo"
0,3386.8443566867,304.25142481627,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
1,1592.92143736534,2383.57693257821,2,NA,NA,11,9,"RITA+Secondary,W=6mo"
0,2390.51023742629,363.865038909867,2,NA,NA,42,22,"RITA+Secondary,W=6mo"
0,1224.45602127188,350.965041813906,1,NA,NA,10,10,"RITA+Secondary,W=6mo"
1,1143.56533780805,431.855725277734,1,NA,NA,9,9,"RITA+Secondary,W=6mo"
0,614.126128651446,1004.9915820676,2,NA,NA,19,12,"RITA+Secondary,W=6mo"
0,101.67275179055,716.233121756344,1,NA,NA,12,12,"RITA+Secondary,W=6mo"
0,2111.20456154425,1066.28455122457,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
1,2642.5158274182,814.905008875099,2,NA,NA,5,5,"RITA+Secondary,W=6mo"
0,380.065557969462,766.350371667878,1,NA,NA,0,0,"RITA+Secondary,W=6mo"
1,289.217830573413,2020.37672439087,2,NA,NA,15,9,"RITA+Secondary,W=6mo"
0,0,1410.5728720856,1,NA,NA,13,13,"RITA+Secondary,W=6mo"
0,501.167149536793,285.606315131994,1,NA,NA,6,6,"RITA+Secondary,W=6mo"
0,446.518292967782,193.611607311451,1,NA,NA,10,10,"RITA+Secondary,W=6mo"
0,20.7475906803162,986.944321608685,1,NA,NA,11,11,"RITA+Secondary,W=6mo"
0,0,3159.37582664278,1,NA,NA,18,18,"RITA+Secondary,W=6mo"
0,0,1451.62570810247,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
0,2014.62301585074,7500.36653275025,2,NA,NA,12,12,"RITA+Secondary,W=6mo"
1,3914.80313426498,5101.88716449789,2,NA,NA,6,6,"RITA+Secondary,W=6mo"
0,566.812358743095,4131.96436642034,1,NA,NA,5,5,"RITA+Secondary,W=6mo"
1,355.938138076507,1419.31226698906,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
0,0,1860.45102383712,1,NA,NA,8,8,"RITA+Secondary,W=6mo"
1,1322.74668542142,253.279114164814,2,NA,NA,14,9,"RITA+Secondary,W=6mo"
0,0,1434.37711684065,1,NA,NA,7,7,"RITA+Secondary,W=6mo"
0,996.271518039433,132.247005840473,1,NA,NA,8,8,"RITA+Secondary,W=6mo"
0,784.907491244648,143.400623885541,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
0,2877.60800364452,1850.63921105776,1,NA,NA,17,17,"RITA+Secondary,W=6mo"
5,3831.9379384255,1111.58461905593,2,NA,NA,23,23,"RITA+Secondary,W=6mo"
0,2012.96923664217,1669.77311911628,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
0,371.390971528849,2438.87177702042,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
0,555.5490891165,532.116822397561,2,NA,NA,18,12,"RITA+Secondary,W=6mo"
0,0,772.796260006524,1,NA,NA,6,6,"RITA+Secondary,W=6mo"
0,96.5623172640853,1849.93267999669,2,NA,NA,18,15,"RITA+Secondary,W=6mo"
1,1470.63116828336,1556.05477579838,2,NA,NA,47,25,"RITA+Secondary,W=6mo"
1,416.460017771299,1591.92663112449,2,NA,NA,19,14,"RITA+Secondary,W=6mo"
2,2196.59420143009,2915.72593633493,2,NA,NA,15,11,"RITA+Secondary,W=6mo"
0,2212.10224666824,2355.43810886754,2,NA,NA,28,17,"RITA+Secondary,W=6mo"
3,2058.78474481676,2711.34274157192,3,NA,NA,19,10,"RITA+Secondary,W=6mo"
0,0,1176.77801544802,1,NA,NA,15,15,"RITA+Secondary,W=6mo"
0,58.1527336389991,2132.62170813815,2,NA,NA,32,28,"RITA+Secondary,W=6mo"
0,679.500718611397,1301.33394261495,1,NA,NA,13,13,"RITA+Secondary,W=6mo"
0,3900.59201798193,4116.71917512303,3,NA,NA,57,26,"RITA+Secondary,W=6mo"
0,377.939964423189,4183.57165692669,1,NA,NA,6,6,"RITA+Secondary,W=6mo"
0,10.5556533766926,1894.08049144289,1,NA,NA,0,0,"RITA+Secondary,W=6mo"
2,1868.5631820022,6396.56239907843,2,NA,NA,16,13,"RITA+Secondary,W=6mo"
1,1851.55513585969,8521.13971596907,1,NA,NA,12,12,"RITA+Secondary,W=6mo"
2,3215.61716788001,3257.08391721723,2,NA,NA,20,19,"RITA+Secondary,W=6mo"
0,0,1570.08606685942,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
0,1916.71998623048,845.09535888911,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
1,3637.42139148699,1918.97131342388,3,NA,NA,33,13,"RITA+Secondary,W=6mo"
0,1218.10792902297,1569.61821807435,1,NA,NA,14,14,"RITA+Secondary,W=6mo"
1,2692.09807803532,1964.255553313,2,NA,NA,24,13,"RITA+Secondary,W=6mo"
0,3804.3652128999,5831.83339889968,2,NA,NA,6,5,"RITA+Secondary,W=6mo"
0,1126.69916269754,343.017773847339,2,NA,NA,3,3,"RITA+Secondary,W=6mo"
1,2993.06515640866,699.545982305705,2,NA,NA,27,14,"RITA+Secondary,W=6mo"
0,0,1322.22335319752,1,NA,NA,36,36,"RITA+Secondary,W=6mo"
1,2764.10634788712,463.218498765238,3,NA,NA,18,13,"RITA+Secondary,W=6mo"
2,1888.30866666782,2711.9580788483,2,NA,NA,12,12,"RITA+Secondary,W=6mo"
0,387.90697841614,459.348516202946,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
