"simid","pia","puta","interventiontime","nc","sum_degrees","sum_excess","contacts_small","contacts_large","strategy"
"7",0,0,3553.85022557327,2,5.05649485476879,3.05649485476879,5.05649485476879,5.05649485476879,"Size=2,D=0.005"
"9",0,918.089381825588,2902.94723859667,2,5.02895867484919,3.02895867484919,5.02895867484919,5.02895867484919,"Size=2,D=0.005"
"10",0,237.184955357543,2816.92268226072,2,5.00042374736264,3.00042374736264,5.00042374736264,5.00042374736264,"Size=2,D=0.005"
"11",1,0,520.023988803637,2,5.01629513618744,3.01629513618745,5.01629513618744,5.01629513618744,"Size=2,D=0.005"
"14",0,412.604735626554,1601.68426976088,2,6.07374930278946,4.07374930278946,6.07374930278946,6.07374930278946,"Size=2,D=0.005"
"19",1,1284.47191941487,1889.06229281226,2,3.08104473769053,1.08104473769053,3.08104473769053,3.08104473769053,"Size=2,D=0.005"
"20",0,3116.15028249381,1118.27465042806,2,3.25652015132483,2.18031927275553,4.18031927275553,3.25652015132483,"Size=2,D=0.005"
"22",0,2030.83709056619,2279.57736637905,2,5.01433251974108,3.01433251974108,5.01433251974108,5.01433251974108,"Size=2,D=0.005"
"31",0,1496.74322063421,1445.87785904457,2,2.05065487570365,0.050654875703646,2.05065487570365,2.05065487570365,"Size=2,D=0.005"
"32",0,26.7718569656075,374.650242523824,2,6.04674525797788,4.04674525797788,6.04674525797788,6.04674525797788,"Size=2,D=0.005"
"35",1,1042.39237891057,2395.96080861754,2,7.03437522305082,5.03437522305082,7.03437522305082,7.03437522305082,"Size=2,D=0.005"
"38",0,1117.91083064591,1247.40705865997,2,5.10761946954666,3.10761946954666,5.10761946954666,5.10761946954666,"Size=2,D=0.005"
"39",0,365.876275718487,2578.90975179267,2,5.01243136799603,3.01243136799603,5.01243136799603,5.01243136799603,"Size=2,D=0.005"
"49",0,0,2541.29127779601,2,5.12895610747055,3.12895610747055,5.12895610747055,5.12895610747055,"Size=2,D=0.005"
"50",0,1728.45838777467,2233.92224365195,2,6.09490379210344,4.09490379210344,6.09490379210344,6.09490379210344,"Size=2,D=0.005"
"51",0,3361.78699036397,2106.5239059244,2,5.00373729259522,3.00373729259522,5.00373729259522,5.00373729259522,"Size=2,D=0.005"
"53",0,0,2224.96899338669,2,6.05227883078227,4.05227883078227,6.05227883078227,6.05227883078227,"Size=2,D=0.005"
"58",0,0,1428.52912033098,2,7.00542032103699,5.00542032103699,7.00542032103699,7.00542032103699,"Size=2,D=0.005"
"60",0,0,4164.03401028042,2,3.0039861662712,1.0039861662712,3.0039861662712,3.0039861662712,"Size=2,D=0.005"
"61",0,1251.89210504563,1231.60907231308,2,3.03306937327583,1.03306937327583,3.03306937327583,3.03306937327583,"Size=2,D=0.005"
"65",0,613.350102394184,1950.60319284734,2,8.07724038973548,6.07724038973548,8.07724038973548,8.07724038973548,"Size=2,D=0.005"
"66",0,340.988524106869,1499.53344839502,2,5.01573210421373,3.01573210421373,5.01573210421373,5.01573210421373,"Size=2,D=0.005"
"69",0,1410.50633686318,1560.68112676292,2,6.01872437498935,4.01872437498935,6.01872437498935,6.01872437498935,"Size=2,D=0.005"
"76",0,1565.35472107428,1556.71005122734,2,4.15243516150334,2.15243516150334,4.15243516150334,4.15243516150334,"Size=2,D=0.005"
"83",0,2603.88360048094,3065.83820178113,2,3.04036863202083,1.04036863202083,3.04036863202083,3.04036863202083,"Size=2,D=0.005"
"84",1,1708.67433937302,2016.45514920325,2,7.01599742754592,5.01599742754592,7.01599742754592,7.01599742754592,"Size=2,D=0.005"
"88",0,6207.5616990904,1389.7431789994,3,10.0066062029279,4.00660620292786,7.00660620292786,9.00660620292786,"Size=2,D=0.005"
"100",0,1142.6463974453,2823.65582987459,2,6.01313391512305,4.01313391512305,6.01313391512305,6.01313391512305,"Size=2,D=0.005"
"111",0,173.520417952947,1869.75986731867,2,4.08777757863194,2.08777757863194,4.08777757863194,4.08777757863194,"Size=2,D=0.005"
"121",0,2536.63577553963,1049.66179728692,2,5.00083292255664,3.00083292255664,5.00083292255664,5.00083292255664,"Size=2,D=0.005"
"127",0,1442.7982011294,594.829613681553,2,4.07834496643565,2.07834496643565,4.07834496643565,4.07834496643565,"Size=2,D=0.005"
"129",1,0,1289.85928895408,2,4.11796465005437,2.11796465005437,4.11796465005437,4.11796465005437,"Size=2,D=0.005"
"131",0,4729.22436460797,878.76075926556,2,6.10302029988785,4.10302029988785,6.10302029988785,6.10302029988785,"Size=2,D=0.005"
"144",0,809.652571972131,1571.07591532233,2,4.05623735837592,2.05623735837592,4.05623735837592,4.05623735837592,"Size=2,D=0.005"
"148",0,710.515824136999,679.353125436373,2,6.00178219655759,4.00178219655759,6.00178219655759,6.00178219655759,"Size=2,D=0.005"
"152",0,4849.12683965346,991.158734694602,2,6.08998854194454,4.08998854194454,6.08998854194454,6.08998854194454,"Size=2,D=0.005"
"155",0,89.8451902016127,3095.72989594063,2,7.00062155096817,5.00062155096817,7.00062155096817,7.00062155096817,"Size=2,D=0.005"
"157",0,251.495178827401,449.676903107604,2,4.13878026693379,2.13878026693379,4.13878026693379,4.13878026693379,"Size=2,D=0.005"
"160",0,4061.52415671419,3898.09825020496,2,5.00551562688809,3.00551562688809,5.00551562688809,5.00551562688809,"Size=2,D=0.005"
"161",0,1500.92310972908,3787.12003993022,2,6.00316426199656,4.00316426199656,6.00316426199656,6.00316426199656,"Size=2,D=0.005"
