"pia","puta","contacts","strategy"
0,0,2.03791279165586,"Random"
0,0,3.07584031123479,"Random"
0,0,5.0389998077171,"Random"
0,3219.13083673466,5.00025135331971,"Random"
0,1058.12555268589,2.11445525397706,"Random"
0,1475.95878656201,2.00066994257807,"Random"
0,0,2.10076164875543,"Random"
0,456.810514760406,2.00000489906615,"Random"
0,1770.96760544751,5.00239767887124,"Random"
0,2412.38103500164,3.00136708347892,"Random"
0,0,2.00039573108689,"Random"
0,1258.59482435865,5.00001075797948,"Random"
0,1561.60161366685,4.07200606200797,"Random"
0,0,3.01098679852373,"Random"
0,0,3.01353789719774,"Random"
0,28.8791488052905,3.00362457129531,"Random"
0,0,2.00001291898723,"Random"
0,0,3.05120977316017,"Random"
0,2018.06013098842,3.00006512210317,"Random"
0,2340.3914715813,2.02136698116306,"Random"
1,0,5.01311043807015,"Random"
0,438.839390894953,5.00398592208268,"Random"
1,2182.44328793689,3.00513205431695,"Random"
0,401.934339141077,3.25047718578644,"Random"
0,822.819096471188,3.00074642689163,"Random"
0,0,3.03318177744509,"Random"
0,537.613478949373,2.00006680062672,"Random"
0,0,4.00005060175493,"Random"
0,0,4.00002903003306,"Random"
0,177.408473697976,2.00291150630348,"Random"
