"Strategy","Subnetwork","Contacts","Total_PUTA","PUTA/contact","Median","Low","High","PIA","PIA_Low","PIA_High"
"Size=5,D=0.005","small",2114.26931780803,756935.233092604,358.01268396467,254.050854642478,0,832.817539589224,0.0862068965517241,0,0
"Size=5,D=0.005","large",4194.61517997013,756935.233092604,180.454034664985,143.275076302187,0,419.24859618396,0.0862068965517241,0,0
"Size=2,D=0.005","small",11193.5560224952,2864447.19056582,255.901447655174,185.67092307734,0,658.679647091371,0.0665071770334928,0,0
"Size=2,D=0.005","large",11437.5820099334,2864447.19056582,250.44167447963,183.774202412199,0,647.227204506503,0.0665071770334928,0,0
"Growth,size=5,W=6mo,D=0.1","small",955.000475791681,412353.039051717,431.783071845993,429.252374544029,139.099651928626,1139.63406825281,0.208955223880597,0,1
"Growth,size=5,W=6mo,D=0.1","large",1551.69847399664,412353.039051717,265.743020285144,242.882334814226,98.2705953333767,564.882798134121,0.208955223880597,0,1
"Random allocation","-",89.8823195950217,19012.5759470217,211.527428672132,0,0,627.746764122667,0.0333333333333333,0,0
"RITA","-",11994.6227259263,3756903.34992423,313.215633018928,214.294218602373,0,846.295942214737,0.0545750746673907,0,1
"Network,partners>4","-",28509.8676440671,6312083.30924493,221.399951344863,129.368762563608,0,593.343724786571,0.048220640569395,0,0.199998595251468
