"simid","pia","puta","interventiontime","nc","sum_degrees","sum_excess","contacts_small","contacts_large","strategy"
"180",0,3312.28164854184,1921.39493590509,12,31.374114907005,0,12,21.374114907005,"Growth,size=5,W=6mo,D=0.01"
"462",0,4072.17239724336,3673.7213311092,15,32.2957383519535,0,15,19.2957383519535,"Growth,size=5,W=6mo,D=0.01"
"903",0,6101.81643552747,1551.45779198866,10,25.5129506472036,0,10,17.5129506472036,"Growth,size=5,W=6mo,D=0.01"
"1608",0,1714.12022091439,1663.11917325555,12,31.0684943811296,0,12,21.0684943811296,"Growth,size=5,W=6mo,D=0.01"
"1915",0,3671.5735599617,1742.38323385587,6,15.139720158391,0,6,11.139720158391,"Growth,size=5,W=6mo,D=0.01"
"2186",0,749.861037762487,2566.20463209512,10,25.3215846549122,0,10,17.3215846549122,"Growth,size=5,W=6mo,D=0.01"
"2495",0,3168.34975351306,3106.11786221181,15,36.3563420441907,0,15,23.3563420441907,"Growth,size=5,W=6mo,D=0.01"
"2578",1,3084.77183664731,3117.90476488533,12,37.4715910918661,0,12,27.4715910918661,"Growth,size=5,W=6mo,D=0.01"
"3771",1,5782.96700097512,2081.93323635168,9,21.5156621504742,0,9,14.5156621504742,"Growth,size=5,W=6mo,D=0.01"
"4773",0,1401.90274717187,2063.66623070201,13,33.1124241639454,0,13,22.1124241639454,"Growth,size=5,W=6mo,D=0.01"
"4911",0,3084.81283712209,3354.25116057125,14,39.8066507688878,0,14,27.8066507688878,"Growth,size=5,W=6mo,D=0.01"
"5350",0,4282.99201615824,3374.72006894256,12,35.2096206554556,0,12,25.2096206554556,"Growth,size=5,W=6mo,D=0.01"
"5815",0,6917.57237938483,6080.3579694978,16,44.3566195767438,0,16,30.3566195767438,"Growth,size=5,W=6mo,D=0.01"
"6628",1,9786.36745319665,1604.40811772272,7,16.1991510100475,0,7,11.1991510100475,"Growth,size=5,W=6mo,D=0.01"
"7374",0,9351.11317859988,2983.37835881372,11,30.197485602373,0,11,21.197485602373,"Growth,size=5,W=6mo,D=0.01"
"7379",0,4819.36100667696,4161.89500479439,9,16.1440704788133,0,9,9.14407047881332,"Growth,size=5,W=6mo,D=0.01"
"9002",1,3863.21707581041,1078.79378250922,5,13.0588491591468,0.00715173709071149,5.00715173709071,10.0588491591468,"Growth,size=5,W=6mo,D=0.01"
"9077",2,3255.03371210892,3427.56262879442,14,33.2162287800648,0,14,21.2162287800648,"Growth,size=5,W=6mo,D=0.01"
"9357",0,4905.60403074949,3719.95345811953,25,69.5064922124612,0,25,46.5064922124612,"Growth,size=5,W=6mo,D=0.01"
"9953",0,6338.93107795004,2146.02157961772,10,23.6531772338683,0,10,15.6531772338683,"Growth,size=5,W=6mo,D=0.01"
