"simid","intervention","ida_per_contact","pia_per_contact","ida_random","pia_random","ida_diff","pia_diff","ida_ratio","pia_ratio","ida_pct_change","pia_pct_change"
76,"network",108.497998230404,0.00833333333333333,0,0,108.497998230404,0.00833333333333333,NA,NA,NA,NA
78,"network",0,0,0,0,0,0,NA,NA,NA,NA
79,"network",115.131479894054,0,0,0,115.131479894054,0,NA,NA,NA,NA
84,"network",193.700450986683,0,3.9938433130128,0,189.706607673671,0,48.4997622103916,NA,4749.97622103916,NA
100,"network",72.8159775406347,0,67.556472579161,0.5,5.25950496147367,-0.5,1.07785345742128,0,7.78534574212813,-100
109,"network",8.27025698408738,0,0,0,8.27025698408738,0,NA,NA,NA,NA
123,"network",62.8485906103224,0.010989010989011,109.656047173744,0,-46.8074565634211,0.010989010989011,0.573142952260011,NA,-42.6857047739989,NA
127,"network",17.8001330518603,0,89.0006652593015,0,-71.2005322074412,0,0.2,NA,-80,NA
131,"network",7.13960962432125,0,0,0,7.13960962432125,0,NA,NA,NA,NA
132,"network",36.7690685014873,0.0037037037037037,37.4009168642691,0,-0.631848362781732,0.0037037037037037,0.983106072905251,NA,-1.6893927094749,NA
135,"network",90.7990121284952,0,125.893902392133,0,-35.0948902636373,0,0.72123439184271,NA,-27.876560815729,NA
138,"network",116.549005949196,0.00284090909090909,0,0,116.549005949196,0.00284090909090909,NA,NA,NA,NA
