"Strategy","Subnetwork","Contacts","Total_PUTA","PUTA/contact","Median","Low","High","PIA","PIA_Low","PIA_High"
"Size=5,D=0.005","small",2114.26931780803,756935.233092604,358.01268396467,254.050854642478,0,832.817539589224,0.0862068965517241,0,0
"Size=5,D=0.005","large",4194.61517997013,756935.233092604,180.454034664985,143.275076302187,0,419.24859618396,0.0862068965517241,0,0
"Size=2,D=0.005","small",11193.5560224952,2864447.19056582,255.901447655174,185.67092307734,0,658.679647091371,0.0665071770334928,0,0
"Size=2,D=0.005","large",11437.5820099334,2864447.19056582,250.44167447963,183.774202412199,0,647.227204506503,0.0665071770334928,0,0
"Growth,size=5,W=6mo,D=0.005","small",35,16674.3161116732,476.409031762092,370.935948615861,94.3556996126621,1119.98963733781,0.5,0,1
"Growth,size=5,W=6mo,D=0.005","large",61.6820297206403,16674.3161116732,270.326968603201,199.708037578713,52.0007385996501,712.605320355512,0.5,0,1
"Random allocation","-",96.721645503828,19835.7072981549,205.08033330936,56.4068645105445,0,723.10925563334,0,0,0
"RITA","-",12330.2973964427,3953385.70852052,320.623710962647,227.221242346822,0,886.369391815582,0.0534006376195537,0,1
"Network,partners>4","-",28509.8676440671,6326978.20041736,221.922398216886,127.907807233779,0,597.153286950025,0.0469750889679715,0,0.199998939619665
