donor,recipient,distance,timetransmission,contacttype,simid
0.2.1.1.2.2,0.2.1.1.2.2.1,0.0,4307.696289675085,G,4592
0,0.1,0.005,511.4790869186767,F,4593
0.1,0.1.1,0.001,678.1583136502995,G,4593
0.1,0.1.2,Inf,1228.296624522932,G,4593
0.1.2,0.1.2.1,Inf,2018.1850381249017,G,4593
0.1.2.1,0.1.2.1.1,0.001,2289.828388179407,F,4593
0,0.1,0.014,7.1918674739161865,G,4597
0,0.2,0.009,138.59930851935167,G,4597
0.1,0.1.1,0.016,36.03835710238088,G,4597
0.2,0.2.1,0.001,450.5152471078794,G,4597
0.1.1,0.1.1.1,0.015,302.52058643274165,G,4597
0.1.1.1,0.1.1.1.1,0.012,964.3397450077509,G,4597
0.1.1.1,0.1.1.1.2,0.009,1456.461158030325,G,4597
0,0.1,0.001,233.28587141611717,F,4598
0,0.2,Inf,1182.4244124243078,G,4598
0,0.1,Inf,402.92021524208184,F,4600
0,0.1,Inf,230.25947767671673,G,4601
0.1,0.1.1,Inf,336.7384083264499,H,4601
0.1,0.1.2,Inf,1876.9384737945431,G,4601
0.1,0.1.3,Inf,2194.1084984513263,G,4601
0.1,0.1.4,Inf,2365.068046427634,G,4601
0.1.2,0.1.2.1,0.005,2162.0004173360812,G,4601
0.1.2,0.1.2.2,0.001,3023.3680310970544,G,4601
0.1.3,0.1.3.1,0.009,2212.869683634327,G,4601
0.1.3.1,0.1.3.1.1,0.006,2636.402176506604,G,4601
0,0.1,0.009,70.9137178053299,G,4609
0,0.2,0.005,509.5092834443343,F,4609
0,0.3,0.004,523.7301449416528,G,4609
0,0.4,0.009,994.4235521041527,F,4609
0,0.5,0.008,1925.185113736005,G,4609
0,0.6,0.002,2055.3727819306896,F,4609
0,0.1,0.0,170.8936212030587,G,4612
0,0.2,0.0,192.83163884962713,G,4612
0,0.3,0.001,343.5091360758024,H,4612
0,0.1,0.001,215.19534945200954,F,4613
0.1,0.1.1,0.005,1065.1139566182844,F,4613
0,0.1,0.005,218.213533400056,F,4614
0,0.2,0.005,1435.7274853929136,F,4614
0,0.1,0.007,325.5488110202836,G,4616
0,0.1,0.002,27.293564114814714,G,4617
0,0.2,Inf,223.75904362296683,G,4617
0,0.3,0.0,560.9030840561155,G,4617
0.1,0.1.1,0.019,153.52305743459817,G,4617
0.1,0.1.2,0.01,268.3233714396617,F,4617
0.1,0.1.3,Inf,2979.07555651113,G,4617
0.2,0.2.1,Inf,423.8974503599634,G,4617
0.1.1,0.1.1.1,0.014,299.94285227935524,H,4617
0.1.2,0.1.2.1,Inf,733.4563716978629,G,4617
0.2.1,0.2.1.1,0.011,441.0605678335513,G,4617
0.2.1,0.2.1.2,0.003,596.9914512725695,G,4617
0.2.1,0.2.1.3,0.006,754.7448459000709,G,4617
0.1.2.1,0.1.2.1.1,Inf,2570.058572236067,G,4617
0.1.2.1,0.1.2.1.2,Inf,2834.3332521539082,G,4617
0.1.2.1,0.1.2.1.3,Inf,3035.009622268915,F,4617
0.1.2.1,0.1.2.1.4,Inf,3341.19616777093,F,4617
0.2.1.1,0.2.1.1.1,0.0,1743.9755860032571,G,4617
0.2.1.1,0.2.1.1.2,0.004,1766.491495524327,F,4617
0.2.1.2,0.2.1.2.1,0.006,1031.5785229878672,F,4617
0.2.1.2,0.2.1.2.2,0.002,1645.9778271368004,F,4617
0.1.2.1.3,0.1.2.1.3.1,0.002,4602.138052020893,F,4617
0.1.2.1.4,0.1.2.1.4.1,0.013,3985.930610278897,F,4617
0.2.1.1.2,0.2.1.1.2.1,0.004,4017.172150563723,F,4617
0.2.1.1.2,0.2.1.1.2.2,0.002,4871.246419820778,F,4617
0.2.1.2.2,0.2.1.2.2.1,0.008,1812.3646521978883,F,4617
0.1.2.1.4.1,0.1.2.1.4.1.1,0.002,4579.452620607317,F,4617
0.1.2.1.4.1,0.1.2.1.4.1.2,0.014,4954.763775120492,F,4617
0.2.1.1.2.2,0.2.1.1.2.2.1,0.002,4942.34273686414,F,4617
0.2.1.1.2.2,0.2.1.1.2.2.2,0.0,5189.576191543875,F,4617
0,0.1,0.0,175.20555536366268,F,4618
0,0.1,0.009,131.60885625044344,F,4620
0,0.2,0.019,803.9851584252368,F,4620
0,0.3,0.008,1320.9499952538622,G,4620
0,0.4,0.011,1340.0986594632423,G,4620
0,0.5,0.005,1767.2642186854014,G,4620
0,0.6,0.002,2584.434308764532,F,4620
0.2,0.2.1,0.012,846.3807906048706,G,4620
0.5,0.5.1,0.001,2157.954696585731,G,4620
0.5,0.5.2,0.003,2222.527584263855,G,4620
0.6,0.6.1,0.008,3492.1924371825794,F,4620
0.6,0.6.2,0.003,3628.8800812546556,G,4620
0.6,0.6.3,0.004,4359.354819759705,F,4620
0.5.2,0.5.2.1,0.016,3535.939257457685,G,4620
0.5.2,0.5.2.2,Inf,3582.9574608805115,G,4620
0.5.2,0.5.2.3,0.001,4465.958038090595,G,4620
0.5.2,0.5.2.4,0.001,4698.646051670853,G,4620
0.5.2.1,0.5.2.1.1,0.011,4020.057218012101,G,4620
0.5.2.2,0.5.2.2.1,Inf,4825.103879911441,G,4620
0.5.2.3,0.5.2.3.1,0.005,4639.577007830758,G,4620
0.5.2.3,0.5.2.3.2,Inf,4678.02080651638,G,4620
0.5.2.2.1,0.5.2.2.1.1,Inf,5206.969920326182,F,4620
0.5.2.3.1,0.5.2.3.1.1,0.005,5106.448375749542,G,4620
0.5.2.3.1,0.5.2.3.1.2,0.004,5214.190521182518,F,4620
0.5.2.3.1,0.5.2.3.1.3,Inf,6022.679759492846,G,4620
0.5.2.3.1,0.5.2.3.1.4,0.001,6677.709575228024,F,4620
0.5.2.3.2,0.5.2.3.2.1,Inf,4855.5662505917135,G,4620
0.5.2.2.1.1,0.5.2.2.1.1.1,Inf,5241.225436273424,F,4620
0.5.2.3.1.1,0.5.2.3.1.1.1,0.003,5502.083232767358,G,4620
0.5.2.3.1.3,0.5.2.3.1.3.1,Inf,7225.393364722309,G,4620
0.5.2.3.2.1,0.5.2.3.2.1.1,0.004,5045.762000735372,G,4620
0,0.1,0.002,47.50191618411401,F,4622
0,0.2,0.003,180.65632820727555,G,4622
0,0.1,0.001,20.063384248213286,G,4623
0,0.1,0.01,21.501439265233156,G,4625
0.1,0.1.1,0.007,270.7619617546833,F,4625
0,0.1,0.011,213.67339019415698,F,4627
0,0.2,Inf,590.0113263179574,G,4627
0.2,0.2.1,Inf,1358.7153651850756,H,4627
0.2,0.2.2,Inf,2644.72149894478,G,4627
0,0.1,0.009,178.25172089149203,G,4628
0.1,0.1.1,0.01,1825.0257922759715,G,4628
0.1.1,0.1.1.1,0.012,1953.411001394033,G,4628
0.1.1,0.1.1.2,0.012,3415.5998035393636,G,4628
0,0.1,0.009,298.8728645343072,G,4629
0.1,0.1.1,0.006,700.4686113432397,G,4629
0,0.1,Inf,167.12491670516667,G,4631
0.1,0.1.1,Inf,590.8076612699612,G,4631
0.1,0.1.2,Inf,1601.1460602016703,F,4631
0.1,0.1.3,Inf,2307.3055819843476,G,4631
0.1,0.1.4,Inf,2761.1883568107073,G,4631
0.1.2,0.1.2.1,0.005,1897.341541352295,F,4631
0.1.3,0.1.3.1,0.007,2717.555239075901,G,4631
0,0.1,Inf,2727.3753963224713,F,4634
0,0.1,Inf,1280.6639991168502,G,4636
0,0.2,Inf,1566.3687972935238,G,4636
0,0.1,0.003,11.379630923108994,G,4637
0,0.2,0.002,48.618035491895576,G,4637
0,0.3,0.002,626.7730870568276,G,4637
0.2,0.2.1,0.001,60.51548928653228,G,4637
0.2,0.2.2,0.003,283.08482037764276,G,4637
0.2,0.2.3,0.0,662.0586747678893,G,4637
0.3,0.3.1,0.006,649.786770019468,F,4637
0.2.2,0.2.2.1,0.003,1339.4261860097827,G,4637
0.3.1,0.3.1.1,0.006,808.0897258977094,G,4637
0.2.2.1,0.2.2.1.1,0.012,1727.723287551914,G,4637
0.2.2.1.1,0.2.2.1.1.1,0.008,2430.666870572812,G,4637
0,0.1,0.005,457.36186796379934,F,4638
0.1,0.1.1,0.004,809.4254540246872,F,4638
0,0.1,0.003,255.26396194057324,G,4639
0,0.2,0.01,574.8481993143221,H,4639
0,0.1,0.007,96.14850483549837,G,4641
0,0.2,0.008,1577.1034145041885,G,4641
0,0.1,0.002,35.323004618233476,G,4642
0,0.2,0.006,1185.6082297494384,G,4642
0.2,0.2.1,0.021,1633.491061312018,G,4642
0,0.1,0.003,406.1327251867905,G,4645
0,0.2,0.004,633.5854585341409,G,4645
0,0.3,0.003,1602.296605383964,G,4645
0.2,0.2.1,0.016,906.996531376488,G,4645
0,0.1,Inf,451.1145900932998,G,4650
0,0.2,0.0,740.3961978822128,G,4650
0,0.1,0.003,1672.8027798366445,G,4651
0.1,0.1.1,0.005,1826.1627987891975,G,4651
0.1.1,0.1.1.1,0.007,2031.7843458796451,F,4651
0.1.1,0.1.1.2,0.001,2566.621791893216,G,4651
0.1.1.1,0.1.1.1.1,0.022,2195.1650905959814,F,4651
0.1.1.1.1,0.1.1.1.1.1,0.004,6646.607578240126,G,4651
0.1.1.1.1.1,0.1.1.1.1.1.1,0.003,6646.681117477015,G,4651
0.1.1.1.1.1,0.1.1.1.1.1.2,0.001,6651.617093167046,F,4651
0.1.1.1.1.1,0.1.1.1.1.1.3,0.002,7160.0358215513725,G,4651
0,0.1,0.012,7.452448048762887,G,4654
0.1,0.1.1,0.008,993.2135843481706,G,4654
0.1.1,0.1.1.1,0.007,1643.3749646287665,G,4654
0,0.1,0.005,918.7369186603603,G,4655
0,0.1,0.004,238.64642786690698,G,4656
0,0.1,0.0,153.36073909530947,G,4658
0,0.1,0.009,296.14709226756844,G,4659
0.1,0.1.1,0.007,846.474923957913,G,4659
0,0.1,Inf,840.2660102334398,G,4661
0,0.2,0.014,1406.890199932802,F,4661
0.1,0.1.1,Inf,980.6534691339624,G,4661
0.1,0.1.2,Inf,1142.199236394351,G,4661
0.2,0.2.1,0.008,1584.642735793772,G,4661
0.1.1,0.1.1.1,Inf,1191.9378977024694,G,4661
0.1.2,0.1.2.1,0.011,2954.221185090344,F,4661
0.1.2,0.1.2.2,0.003,4382.590416872396,F,4661
0.2.1,0.2.1.1,0.005,1967.285903823509,G,4661
0.1.1.1,0.1.1.1.1,Inf,1263.9757889688674,G,4661
0.1.1.1,0.1.1.1.2,Inf,1605.0560856825432,G,4661
0.1.1.1,0.1.1.1.3,Inf,2261.1369441099246,G,4661
0.1.1.1,0.1.1.1.4,Inf,3533.1372108991573,G,4661
0.1.1.1,0.1.1.1.5,Inf,4142.212407423374,G,4661
0.1.2.2,0.1.2.2.1,Inf,4544.803641428455,H,4661
0.1.2.2,0.1.2.2.2,0.004,4726.27737587257,F,4661
0.1.1.1.1,0.1.1.1.1.1,0.005,1350.0184519648888,G,4661
0.1.1.1.3,0.1.1.1.3.1,0.001,2672.1305378357642,G,4661
0.1.1.1.5,0.1.1.1.5.1,0.003,4210.579370268398,F,4661
0.1.2.2.1,0.1.2.2.1.1,Inf,5632.650265712025,G,4661
0.1.1.1.1.1,0.1.1.1.1.1.1,0.0,2144.0190073408617,G,4661
0.1.2.2.1.1,0.1.2.2.1.1.1,0.025,5647.595143813195,G,4661
0.1.2.2.1.1,0.1.2.2.1.1.2,0.006,6293.995216668743,G,4661
0.1.2.2.1.1,0.1.2.2.1.1.3,0.004,7291.148308680383,G,4661
0.1.2.2.1.1,0.1.2.2.1.1.4,0.006,7566.720084422262,G,4661
0,0.1,0.001,1090.6819474950346,G,4663
0,0.1,0.009,797.0767266599396,G,4664
0,0.2,Inf,944.7572992743748,G,4664
0.1,0.1.1,Inf,1246.083712033291,G,4664
0,0.1,0.003,22.434467051211143,G,4666
0.1,0.1.1,0.002,33.22195864676385,G,4666
0.1,0.1.2,0.003,732.0917421292767,G,4666
0,0.1,Inf,20.75538623441549,G,4667
0,0.2,0.002,1533.3696981446315,G,4667
0,0.3,0.001,1820.5844530644804,G,4667
0.3,0.3.1,0.003,2231.221117590675,G,4667
0.3.1,0.3.1.1,0.0,2600.2756518507485,F,4667
0,0.1,0.007,397.6371561227774,G,4668
0,0.2,0.008,879.7674103384664,F,4668
0,0.3,0.015,945.7735406338963,F,4668
0,0.4,0.014,1091.5745768259314,G,4668
0,0.5,0.003,2462.7227304383327,G,4668
0.1,0.1.1,0.004,2285.4177945587876,F,4668
0.3,0.3.1,0.004,1796.423442497157,F,4668
0.4,0.4.1,0.01,3391.319352185799,G,4668
0.4.1,0.4.1.1,0.008,3526.8007048016543,H,4668
0.4.1,0.4.1.2,0.008,5148.437565054826,G,4668
0.4.1,0.4.1.3,0.004,5464.561610615983,G,4668
0.4.1.2,0.4.1.2.1,0.01,6556.248602188738,F,4668
0.4.1.3,0.4.1.3.1,0.008,7066.932132810895,G,4668
0.4.1.3,0.4.1.3.2,0.004,7481.331625725827,G,4668
0.4.1.2.1,0.4.1.2.1.1,0.002,6622.010413574711,F,4668
0.4.1.3.1,0.4.1.3.1.1,0.012,7630.42065386195,G,4668
0.4.1.3.1,0.4.1.3.1.2,0.006,9174.850989771336,G,4668
0.4.1.3.1,0.4.1.3.1.3,0.002,9221.88676975859,G,4668
0.4.1.3.1,0.4.1.3.1.4,0.002,9321.353396494995,G,4668
0.4.1.3.1.1,0.4.1.3.1.1.1,0.011,7634.203445014555,G,4668
0.4.1.3.1.1,0.4.1.3.1.1.2,Inf,8056.608916709389,G,4668
0.4.1.3.1.3,0.4.1.3.1.3.1,Inf,9408.126906638518,G,4668
0,0.1,0.014,196.13045249539294,G,4670
0,0.2,0.002,2227.6650111600734,G,4670
0.1,0.1.1,0.007,230.20045972310297,G,4670
0.1,0.1.2,0.014,258.39732372318025,F,4670
0.1,0.1.3,0.002,2083.7670991364616,F,4670
0.2,0.2.1,0.009,2271.74232021525,F,4670
0.1.1,0.1.1.1,0.004,477.8750440691163,G,4670
0.1.2,0.1.2.1,0.009,828.0845950738693,F,4670
0.2.1,0.2.1.1,0.012,2337.494170854317,F,4670
0.1.1.1,0.1.1.1.1,0.01,620.3105023129277,G,4670
0.1.1.1,0.1.1.1.2,0.006,891.2561300625185,G,4670
0.1.2.1,0.1.2.1.1,0.009,1935.8763935717982,F,4670
0.1.1.1.1,0.1.1.1.1.1,0.006,967.3506234101519,F,4670
0.1.1.1.1,0.1.1.1.1.2,0.003,1930.1894557283167,G,4670
0.1.1.1.1,0.1.1.1.1.3,0.006,2409.8667061681595,F,4670
0.1.1.1.1,0.1.1.1.1.4,0.002,2506.145533448152,G,4670
0.1.1.1.1.1,0.1.1.1.1.1.1,0.011,2183.203893015293,F,4670
0.1.1.1.1.4,0.1.1.1.1.4.1,0.0,2597.2996734121475,G,4670
0.1.1.1.1.4,0.1.1.1.1.4.2,0.0,2674.2989731118605,F,4670
0,0.1,0.01,334.314667578949,G,4671
0,0.2,0.006,429.5670109401649,G,4671
0.1,0.1.1,0.007,455.9708281090098,F,4671
0.1,0.1.2,0.015,1266.4640158920997,G,4671
0.1,0.1.3,0.003,1472.1151589438477,F,4671
0.1,0.1.4,Inf,2608.1085467397215,G,4671
0.2,0.2.1,0.004,1008.4019075614219,G,4671
0.1.1,0.1.1.1,0.012,848.0254469954074,F,4671
0.1.2,0.1.2.1,0.006,1801.0142639267933,G,4671
0.1.2,0.1.2.2,0.01,2058.8206185777976,F,4671
0.1.2,0.1.2.3,0.003,2311.20333129037,G,4671
0.1.2,0.1.2.4,0.004,2342.4875387979987,G,4671
0.2.1,0.2.1.1,0.001,1788.7852653954978,G,4671
0.1.1.1,0.1.1.1.1,0.007,848.5362004443136,F,4671
0.1.2.1,0.1.2.1.1,0.008,2072.5492468767625,G,4671
0.1.2.1,0.1.2.1.2,0.003,3765.687642669337,G,4671
0.1.2.2,0.1.2.2.1,0.018,2206.7112056657706,F,4671
0.1.2.1.1,0.1.2.1.1.1,0.005,2991.7526438559767,G,4671
0.1.2.1.1,0.1.2.1.1.2,0.001,3020.622340874406,G,4671
0.1.2.1.2,0.1.2.1.2.1,0.009,3784.590426456638,G,4671
0.1.2.1.1.1,0.1.2.1.1.1.1,0.001,3150.6239594867043,H,4671
0.1.2.1.1.2,0.1.2.1.1.2.1,0.008,3531.5387825996404,F,4671
0.1.2.1.1.2,0.1.2.1.1.2.2,Inf,4126.495419272003,G,4671
0.1.2.1.1.2,0.1.2.1.1.2.3,0.003,4783.475570014595,G,4671
0.1.2.1.2.1,0.1.2.1.2.1.1,0.003,3890.0214222527684,G,4671
0.1.2.1.2.1,0.1.2.1.2.1.2,0.007,3954.0324512532775,H,4671
0,0.1,Inf,2289.4459602468014,G,4673
0,0.2,0.002,2436.381004321228,F,4673
0.1,0.1.1,Inf,2352.363536205192,G,4673
0.1,0.1.2,Inf,2960.6509269093294,F,4673
0.1,0.1.3,Inf,3598.748674917374,G,4673
0.2,0.2.1,0.007,2656.4399314002376,F,4673
0.2,0.2.2,0.009,2813.6610244356875,F,4673
0.2,0.2.3,0.009,3063.765269619859,F,4673
0.1.1,0.1.1.1,0.004,2395.358587147826,H,4673
0.1.1,0.1.1.2,0.003,2794.299643428626,G,4673
0.1.2,0.1.2.1,0.012,3303.6422969920604,F,4673
0.1.2,0.1.2.2,0.007,3685.3510143593817,G,4673
0.1.2,0.1.2.3,Inf,4009.4812450360555,G,4673
0.2.1,0.2.1.1,0.01,2781.8464031245,F,4673
0.1.2.1,0.1.2.1.1,0.011,3445.743792696784,H,4673
0.1.2.2,0.1.2.2.1,0.003,3718.2357806763416,F,4673
0.1.2.2,0.1.2.2.2,Inf,3906.8960122049566,G,4673
0.1.2.2,0.1.2.2.3,0.003,4112.259405603811,G,4673
0.1.2.2,0.1.2.2.4,0.003,4269.885348065759,G,4673
0.1.2.3,0.1.2.3.1,Inf,4362.180946789832,G,4673
0.2.1.1,0.2.1.1.1,0.006,3029.5247805970025,G,4673
0.1.2.1.1,0.1.2.1.1.1,0.006,5467.4294338769405,H,4673
0.1.2.1.1.1,0.1.2.1.1.1.1,0.004,5481.001866294354,G,4673
0.1.2.1.1.1,0.1.2.1.1.1.2,0.005,5535.645069021787,F,4673
0,0.1,Inf,244.59277622498016,F,4676
0,0.2,0.011,545.7394697209805,F,4676
0,0.3,Inf,1209.1304269215007,G,4676
0.2,0.2.1,0.014,573.253345213403,F,4676
0.3,0.3.1,Inf,1247.0878612413062,G,4676
0.3,0.3.2,Inf,2392.9191195554563,F,4676
0.2.1,0.2.1.1,Inf,1808.7160808268775,F,4676
0.2.1,0.2.1.2,0.015,2147.3456175858028,F,4676
0.2.1.1,0.2.1.1.1,Inf,1874.1584798244262,F,4676
0.2.1.1,0.2.1.1.2,Inf,1890.3112528941922,H,4676
0.2.1.1,0.2.1.1.3,Inf,1976.9912964704897,F,4676
0.2.1.1,0.2.1.1.4,Inf,2189.3637175459844,F,4676
0.2.1.2,0.2.1.2.1,Inf,3921.8458608858823,F,4676
0.2.1.2,0.2.1.2.2,0.008,5041.875282734384,F,4676
0.2.1.1.4,0.2.1.1.4.1,0.004,2737.265911469562,F,4676
0.2.1.1.4,0.2.1.1.4.2,0.005,2880.904666712375,G,4676
0.2.1.2.1,0.2.1.2.1.1,Inf,5736.389334454958,F,4676
0.2.1.1.4.1,0.2.1.1.4.1.1,0.001,2874.7104160585673,F,4676
0,0.1,0.003,230.32121194858257,F,4677
0,0.2,0.001,1312.1387488484384,F,4677
0.2,0.2.1,0.0,1511.5494790472399,G,4677
0.2,0.2.2,0.005,1917.7428065795034,F,4677
0.2.2,0.2.2.1,0.002,1976.6624024878993,G,4677
0.2.2.1,0.2.2.1.1,0.002,2963.799159681589,F,4677
0,0.1,0.012,51.60159645982939,F,4678
0.1,0.1.1,0.009,271.05886740015234,F,4678
0.1,0.1.2,0.003,924.9854723898247,F,4678
0.1,0.1.3,0.002,1833.7280183099956,F,4678
0,0.1,Inf,33.191275032363286,G,4680
0,0.2,0.009,124.95364834079814,G,4680
0,0.3,0.007,496.86631244150976,G,4680
0.1,0.1.1,Inf,1530.9415925937603,G,4680
0.2,0.2.1,0.01,533.3537374827961,G,4680
0.3,0.3.1,0.003,925.4845298169306,F,4680
0.3,0.3.2,0.002,1583.2212408588284,G,4680
0.3.1,0.3.1.1,0.009,979.6232664174628,H,4680
0,0.1,0.002,118.70015686351714,G,4681
0,0.1,0.007,101.26761740299858,F,4684
0,0.2,0.006,1040.3034246891111,F,4684
0,0.1,Inf,1630.829516941496,G,4687
0.1,0.1.1,0.005,1737.3181449532879,H,4687
0.1,0.1.2,0.007,3032.1427640611587,G,4687
0.1,0.1.3,0.002,3459.9495221850384,H,4687
0.1.2,0.1.2.1,0.008,3307.912095451557,G,4687
0.1.2,0.1.2.2,0.004,4955.465928775089,G,4687
0.1.3,0.1.3.1,0.016,3541.8726234252385,F,4687
0.1.3,0.1.3.2,0.003,4220.154689777729,F,4687
0.1.3.1,0.1.3.1.1,0.008,5185.13356734992,G,4687
0,0.1,0.0,1021.3426831196408,G,4689
0,0.1,0.004,198.19744579624177,H,4691
0,0.2,0.003,276.6196100397592,G,4691
0,0.3,0.001,456.8832928329642,F,4691
0.2,0.2.1,0.003,802.6610863389111,G,4691
0.2.1,0.2.1.1,0.007,981.6841762963261,G,4691
0.2.1,0.2.1.2,0.011,2008.6642972945774,G,4691
0.2.1.1,0.2.1.1.1,0.001,1414.6579496827273,G,4691
0.2.1.2,0.2.1.2.1,0.005,2732.952354613864,G,4691
0.2.1.1.1,0.2.1.1.1.1,0.006,1493.2332918129496,G,4691
0.2.1.1.1.1,0.2.1.1.1.1.1,0.004,4033.89020526454,F,4691
0,0.1,0.006,942.3703745706435,F,4692
0,0.1,Inf,245.25816281179377,G,4694
0,0.2,Inf,790.1031260354177,G,4694
0,0.3,Inf,839.9925933499023,G,4694
0.1,0.1.1,0.001,1227.3098681558874,G,4694
0,0.1,0.004,1704.8660792012267,G,4696
0.1,0.1.1,0.007,2725.393939301256,G,4696
0.1,0.1.2,0.007,3235.5803690000566,G,4696
0.1.1,0.1.1.1,0.005,2859.8164990012997,H,4696
0.1.1,0.1.1.2,0.016,3222.022006273752,G,4696
0.1.2,0.1.2.1,0.018,3455.8105521383645,G,4696
0.1.2,0.1.2.2,0.01,4054.6908394214247,G,4696
0.1.2,0.1.2.3,0.002,6050.11678425864,F,4696
0.1.2,0.1.2.4,0.002,6961.5697298761015,G,4696
0.1.1.1,0.1.1.1.1,Inf,2984.299756815825,H,4696
0.1.1.2,0.1.1.2.1,0.009,3512.6140046992055,F,4696
0.1.1.2,0.1.1.2.2,0.021,3664.7524163042076,G,4696
0.1.1.2,0.1.1.2.3,0.017,3978.0740014462035,G,4696
0.1.1.2,0.1.1.2.4,0.009,5520.995415371423,G,4696
0.1.1.2,0.1.1.2.5,0.012,6647.524194616887,G,4696
0.1.2.1,0.1.2.1.1,0.013,3711.750578131589,G,4696
0.1.2.2,0.1.2.2.1,0.0,4161.999248468717,G,4696
0.1.2.3,0.1.2.3.1,0.004,6071.611381890577,F,4696
0.1.2.3,0.1.2.3.2,0.008,6724.27300651798,F,4696
0.1.2.4,0.1.2.4.1,0.009,7306.08414385137,G,4696
0.1.1.2.2,0.1.1.2.2.1,0.005,3764.1454058077634,G,4696
0.1.1.2.2,0.1.1.2.2.2,0.002,5478.301675623075,G,4696
0.1.1.2.3,0.1.1.2.3.1,0.006,5435.873533736555,G,4696
0.1.1.2.5,0.1.1.2.5.1,0.01,6737.422040996695,F,4696
0.1.1.2.5,0.1.1.2.5.2,0.003,8370.579131059903,F,4696
0.1.2.1.1,0.1.2.1.1.1,0.007,3857.2867237418723,G,4696
0.1.2.1.1,0.1.2.1.1.2,0.016,6200.745724776935,G,4696
0.1.2.1.1,0.1.2.1.1.3,0.0,6852.651366977277,G,4696
0.1.2.3.2,0.1.2.3.2.1,0.009,6761.02475914112,G,4696
0.1.2.3.2,0.1.2.3.2.2,0.006,7294.235039415554,G,4696
0.1.2.3.2,0.1.2.3.2.3,0.013,7646.282922391816,G,4696
0.1.2.3.2,0.1.2.3.2.4,0.011,8095.833751657034,G,4696
0.1.2.1.1.2,0.1.2.1.1.2.1,0.016,7040.224241737864,G,4696
0.1.2.1.1.2,0.1.2.1.1.2.2,0.002,8051.012807256689,G,4696
0.1.2.1.1.2,0.1.2.1.1.2.3,0.01,8374.48420884469,G,4696
0.1.2.1.1.2,0.1.2.1.1.2.4,0.003,8949.007737138889,G,4696
0.1.2.1.1.3,0.1.2.1.1.3.1,0.005,6945.7373373322225,G,4696
0.1.2.1.1.3,0.1.2.1.1.3.2,0.002,7890.59387409905,F,4696
0.1.2.3.2.3,0.1.2.3.2.3.1,0.016,7811.332744103675,G,4696
0.1.2.3.2.4,0.1.2.3.2.4.1,0.011,8247.224436852819,G,4696
0.1.2.3.2.4,0.1.2.3.2.4.2,0.014,8297.528871791776,G,4696
0,0.1,0.007,445.5968779968031,G,4697
0,0.2,0.02,647.6929330276987,G,4697
0,0.3,0.006,1597.3858071386064,G,4697
0.1,0.1.1,0.006,521.5860484003638,G,4697
0.2,0.2.1,0.007,3698.733531645015,F,4697
0.2.1,0.2.1.1,0.006,3782.4685874248794,G,4697
0.2.1,0.2.1.2,Inf,4944.480201195327,G,4697
0.2.1.1,0.2.1.1.1,0.011,3915.21754102503,G,4697
0.2.1.1,0.2.1.1.2,0.013,4024.560763945973,G,4697
0.2.1.1,0.2.1.1.3,0.001,4296.478208155476,G,4697
0.2.1.1.2,0.2.1.1.2.1,0.008,4384.277109212516,G,4697
0.2.1.1.2,0.2.1.1.2.2,0.008,4420.588619568608,G,4697
0.2.1.1.2,0.2.1.1.2.3,0.009,6254.386978132527,G,4697
0.2.1.1.2,0.2.1.1.2.4,0.001,6496.163239918611,G,4697
0.2.1.1.3,0.2.1.1.3.1,0.0,4702.311852962012,G,4697
0.2.1.1.2.2,0.2.1.1.2.2.1,0.003,5454.98909799986,G,4697
0.2.1.1.2.3,0.2.1.1.2.3.1,0.006,6592.5117560338995,G,4697
0,0.1,0.0,1346.9505373825004,H,4701
0,0.1,0.005,2586.3871576688157,G,4702
0,0.1,0.007,127.9712104160604,F,4704
0,0.1,0.008,220.84562329667003,G,4708
0,0.1,0.005,680.101347921228,G,4709
0,0.2,0.001,1962.4735986967864,G,4709
0.1,0.1.1,0.009,989.2881554220612,G,4709
0,0.1,0.001,868.1434645945425,G,4710
0,0.1,0.007,31.2008201670116,G,4711
0,0.2,0.001,1624.8432532700108,G,4711
0,0.3,0.005,2273.6778122343985,G,4711
0.3,0.3.1,0.007,2389.0140909676647,G,4711
0.3.1,0.3.1.1,0.007,3383.4190569830243,F,4711
0.3.1.1,0.3.1.1.1,0.006,6727.322893204409,F,4711
0.3.1.1,0.3.1.1.2,0.001,7161.120602200222,F,4711
0.3.1.1.1,0.3.1.1.1.1,0.009,6816.441176887343,G,4711
0.3.1.1.1,0.3.1.1.1.2,0.015,7397.829599509257,G,4711
0.3.1.1.1,0.3.1.1.1.3,0.008,8035.321618170601,G,4711
0.3.1.1.1,0.3.1.1.1.4,0.008,8614.982308963035,G,4711
0.3.1.1.1,0.3.1.1.1.5,0.003,8862.409364685534,G,4711
0.3.1.1.1,0.3.1.1.1.6,0.005,9210.816735187389,G,4711
0.3.1.1.1,0.3.1.1.1.7,0.014,9795.010913272281,G,4711
0.3.1.1.1,0.3.1.1.1.8,0.008,9843.647332644436,G,4711
0.3.1.1.1.4,0.3.1.1.1.4.1,Inf,9098.658686830056,G,4711
0.3.1.1.1.7,0.3.1.1.1.7.1,0.017,10028.87435589942,G,4711
0.3.1.1.1.8,0.3.1.1.1.8.1,0.01,10019.671717332205,G,4711
0.3.1.1.1.8,0.3.1.1.1.8.2,0.011,10805.316233245265,G,4711
0,0.1,0.006,69.52228660316815,G,4717
0,0.2,0.007,337.21408158335504,G,4717
