donor,recipient,distance,timetransmission,contacttype,simid
0.1.1.1.2.1,0.1.1.1.2.1.2,0.002,6910.8722827714655,G,672
0,0.1,0.005,126.20330404436754,G,673
0,0.2,0.003,1105.3452978391608,G,673
0.1,0.1.1,0.013,316.4679916436728,G,673
0.1,0.1.2,0.001,1067.9098086328122,G,673
0.2,0.2.1,0.005,2632.85347018115,G,673
0.1.1,0.1.1.1,0.008,465.39852104929787,G,673
0.1.1,0.1.1.2,0.008,620.395601142897,G,673
0.1.1,0.1.1.3,0.003,1935.519480039506,G,673
0.1.1,0.1.1.4,0.007,2768.470655472264,G,673
0.1.1,0.1.1.5,0.001,3802.006749873251,G,673
0.1.2,0.1.2.1,0.004,1180.520226392198,G,673
0.1.1.1,0.1.1.1.1,0.001,1103.2220541285449,F,673
0.1.1.3,0.1.1.3.1,0.005,2037.538895087272,F,673
0.1.1.3,0.1.1.3.2,0.005,2079.874836249542,G,673
0.1.1.3,0.1.1.3.3,0.008,2197.5156133773403,F,673
0.1.1.3,0.1.1.3.4,0.008,2415.2252832174972,G,673
0.1.1.5,0.1.1.5.1,Inf,5046.236701352677,G,673
0.1.1.3.1,0.1.1.3.1.1,0.004,2112.8182973544394,G,673
0.1.1.3.1,0.1.1.3.1.2,0.002,3231.2112219214264,G,673
0.1.1.3.4,0.1.1.3.4.1,0.004,2605.82854704918,G,673
0.1.1.3.4,0.1.1.3.4.2,0.01,2637.454750235924,F,673
0.1.1.3.4,0.1.1.3.4.3,0.013,2947.508620288632,G,673
0.1.1.5.1,0.1.1.5.1.1,Inf,5302.515033817449,G,673
0.1.1.5.1,0.1.1.5.1.2,Inf,6971.749565585991,G,673
0.1.1.3.1.2,0.1.1.3.1.2.1,Inf,3578.10153118015,G,673
0.1.1.3.1.2,0.1.1.3.1.2.2,0.003,3838.51689007431,G,673
0.1.1.3.4.2,0.1.1.3.4.2.1,0.002,3065.8316809769035,F,673
0.1.1.3.4.2,0.1.1.3.4.2.2,0.005,3679.889317675515,F,673
0.1.1.3.4.3,0.1.1.3.4.3.1,0.009,3603.5168760125266,G,673
0.1.1.5.1.1,0.1.1.5.1.1.1,0.003,5325.2825095001435,G,673
0,0.1,0.014,35.49349670553889,G,675
0,0.2,0.008,156.1118412286417,F,675
0,0.3,0.004,293.4067782990635,G,675
0,0.4,0.005,843.4382288735824,F,675
0,0.5,Inf,872.3943513248131,G,675
0,0.6,0.0,1163.5570913964398,G,675
0.1,0.1.1,0.01,1201.0034071133616,G,675
0.1,0.1.2,0.002,2088.0475246540645,G,675
0.5,0.5.1,Inf,3873.10582953665,G,675
0.5,0.5.2,Inf,4431.269807925022,F,675
0.1.1,0.1.1.1,0.006,1547.942439973423,F,675
0.1.1,0.1.1.2,0.007,1639.468193893269,F,675
0.1.1,0.1.1.3,0.002,2496.673706693391,G,675
0.1.1,0.1.1.4,0.016,2812.6146932842116,F,675
0.5.1,0.5.1.1,0.003,4076.5304654883644,G,675
0.5.2,0.5.2.1,Inf,5612.116509808551,G,675
0.5.2,0.5.2.2,Inf,6904.5503612673465,G,675
0.1.1.2,0.1.1.2.1,0.001,2900.481456989066,G,675
0.1.1.4,0.1.1.4.1,0.017,2912.6179983111565,F,675
0.1.1.4,0.1.1.4.2,0.008,4632.532097736235,F,675
0.1.1.4,0.1.1.4.3,0.003,5540.933457582064,F,675
0.5.2.2,0.5.2.2.1,0.006,7086.563863624876,G,675
0.1.1.2.1,0.1.1.2.1.1,Inf,3227.438715237863,G,675
0.1.1.4.1,0.1.1.4.1.1,0.013,3168.1867724065983,F,675
0.1.1.4.1,0.1.1.4.1.2,0.012,4604.128242267172,F,675
0.1.1.4.2,0.1.1.4.2.1,0.009,4813.07051668401,F,675
0.1.1.4.3,0.1.1.4.3.1,0.001,5952.327797759365,F,675
0.1.1.2.1.1,0.1.1.2.1.1.1,Inf,4554.5353776233105,G,675
0.1.1.4.1.1,0.1.1.4.1.1.1,0.006,3497.769467280387,F,675
0.1.1.4.2.1,0.1.1.4.2.1.1,0.004,5034.285441011428,F,675
0.1.1.4.2.1,0.1.1.4.2.1.2,0.016,5059.559538922976,F,675
0,0.1,0.0,1363.6255796614323,G,676
0,0.2,Inf,1576.517834995777,G,676
0,0.1,Inf,130.23703203833495,F,677
0,0.2,0.0,679.4411867066314,F,677
0.1,0.1.1,Inf,716.0358628508212,G,677
0,0.1,0.007,42.58082853576097,G,678
0.1,0.1.1,0.004,242.97788822034295,G,678
0.1.1,0.1.1.1,0.004,293.19870713043986,G,678
0.1.1,0.1.1.2,0.003,1724.667695698372,G,678
0,0.1,0.005,277.6206338482901,G,679
0.1,0.1.1,0.006,892.8463092579567,G,679
0.1.1,0.1.1.1,0.005,1009.8284673239486,G,679
0,0.1,0.0,1499.820399709521,G,680
0,0.1,Inf,1339.0145426716017,G,681
0,0.1,0.002,96.97057403216148,G,683
0,0.1,0.008,379.83344966010714,G,687
0,0.2,0.003,884.8681100443627,G,687
0.2,0.2.1,Inf,1069.6999827204138,G,687
0.2.1,0.2.1.1,Inf,1182.7568929088532,G,687
0.2.1.1,0.2.1.1.1,0.003,1211.9746977768573,G,687
0.2.1.1,0.2.1.1.2,0.007,1333.6407532822404,G,687
0.2.1.1.2,0.2.1.1.2.1,0.004,1921.951882853276,F,687
0.2.1.1.2,0.2.1.1.2.2,0.008,2009.806479786968,G,687
0.2.1.1.2.1,0.2.1.1.2.1.1,0.003,2622.3365457100463,F,687
0,0.1,0.004,126.25448680124735,G,688
0,0.2,0.012,251.86856448079897,G,688
0,0.3,0.006,1434.2674088951308,G,688
0.1,0.1.1,0.0,146.7077457529842,G,688
0.3,0.3.1,0.011,2309.141418175066,G,688
0,0.1,0.011,405.69455847708616,G,690
0,0.2,0.007,1461.455512104866,G,690
0.1,0.1.1,0.009,2352.5363689545347,G,690
0.1,0.1.2,0.003,2504.2408347621463,G,690
0.2,0.2.1,0.003,2046.2592153070757,G,690
0.2,0.2.2,0.009,2188.8666839468424,G,690
0.1.2,0.1.2.1,0.0,2634.7086581805506,G,690
0.2.1,0.2.1.1,0.003,2382.445067802018,G,690
0.2.1.1,0.2.1.1.1,0.002,2424.3013887307106,G,690
0.2.1.1.1,0.2.1.1.1.1,0.009,2497.24897158199,H,690
0.2.1.1.1.1,0.2.1.1.1.1.1,0.003,2660.058163873109,H,690
0.2.1.1.1.1,0.2.1.1.1.1.2,Inf,3366.7258123325914,H,690
0,0.1,0.008,519.8559806990685,F,693
0,0.2,0.003,546.571910294397,F,693
0,0.3,0.001,956.2404527459535,G,693
0.1,0.1.1,0.01,1066.7479313940999,F,693
0.3,0.3.1,0.0,1180.5563065772008,G,693
0.1.1,0.1.1.1,0.008,1871.3100380182893,F,693
0.1.1,0.1.1.2,0.014,2206.3830495128545,F,693
0.1.1,0.1.1.3,0.003,2413.5356144239204,F,693
0,0.1,0.007,200.01331024115703,G,694
0,0.2,0.009,454.28004440868517,F,694
0,0.3,0.009,1784.222142089528,F,694
0.1,0.1.1,0.004,466.6628644636968,G,694
0.1,0.1.2,0.002,510.85200453978734,G,694
0.1,0.1.3,0.002,672.0831039252158,G,694
0.1,0.1.4,0.004,1106.850366023464,G,694
0.1,0.1.5,0.008,1151.6045578623055,G,694
0.2,0.2.1,0.0,1635.761685692096,G,694
0.2,0.2.2,0.002,1917.382667036147,G,694
0.3,0.3.1,0.003,3065.621917791796,F,694
0.3,0.3.2,0.01,3066.330383900138,F,694
0.1.2,0.1.2.1,0.0,531.5583482018022,F,694
0.1.2,0.1.2.2,0.004,722.6989399660841,F,694
0.1.4,0.1.4.1,0.003,1458.2046005803668,G,694
0.2.2,0.2.2.1,0.012,2759.1051209413295,G,694
0,0.1,0.01,69.08716810357572,G,695
0.1,0.1.1,0.004,242.3380411355582,G,695
0.1,0.1.2,0.01,450.5843254447928,G,695
0.1,0.1.3,0.001,1356.6783706732401,G,695
0.1.1,0.1.1.1,0.01,1909.4139914262832,G,695
0.1.2,0.1.2.1,0.003,1580.8736866285897,G,695
0.1.1.1,0.1.1.1.1,0.009,2079.3076910878,F,695
0.1.2.1,0.1.2.1.1,0.014,1688.7804440927182,G,695
0.1.1.1.1,0.1.1.1.1.1,0.004,2258.06080386974,G,695
0.1.2.1.1,0.1.2.1.1.1,0.001,1972.1540291105687,G,695
0.1.1.1.1.1,0.1.1.1.1.1.1,0.002,2424.6933066200504,H,695
0.1.1.1.1.1,0.1.1.1.1.1.2,0.003,2453.9086492564284,F,695
0.1.1.1.1.1,0.1.1.1.1.1.3,0.0,2650.8856419194453,G,695
0,0.1,0.0,150.97556795145437,G,697
0,0.1,0.008,7.0126924870651814,G,698
0,0.1,0.013,712.9049290870671,G,699
0.1,0.1.1,0.003,858.592733725955,G,699
0.1,0.1.2,0.008,1115.4072616145957,G,699
0.1,0.1.3,0.003,1312.846212955546,G,699
0.1.2,0.1.2.1,0.008,1125.9523595554124,F,699
0.1.2.1,0.1.2.1.1,0.002,1404.5451073274821,G,699
0.1.2.1.1,0.1.2.1.1.1,0.003,1446.3086435632654,F,699
0.1.2.1.1.1,0.1.2.1.1.1.1,0.001,1843.8723666081364,F,699
0,0.1,0.003,3416.7759377859384,H,701
0,0.1,0.006,985.8379545253615,G,702
0,0.2,0.005,2614.2755145255915,G,702
0.1,0.1.1,Inf,1152.6184391224424,G,702
0,0.1,0.005,2002.355182761309,G,706
0.1,0.1.1,0.002,2504.6131683712006,G,706
0.1,0.1.2,0.01,2570.1807310024856,G,706
0.1,0.1.3,0.006,2707.8477883091323,G,706
0.1.2,0.1.2.1,0.007,2930.2205456370907,F,706
0.1.2,0.1.2.2,0.006,3380.90570282482,G,706
0.1.3,0.1.3.1,0.013,2766.5981355232016,G,706
0.1.3,0.1.3.2,0.011,4433.589621741792,G,706
0.1.2.2,0.1.2.2.1,0.016,3388.402616648421,F,706
0.1.2.2,0.1.2.2.2,0.002,3529.997456419087,F,706
0.1.2.2.1,0.1.2.2.1.1,0.019,4219.920654789609,F,706
0.1.2.2.1,0.1.2.2.1.2,0.018,5155.4970146597425,F,706
0.1.2.2.1,0.1.2.2.1.3,0.011,7021.870117826441,F,706
0.1.2.2.2,0.1.2.2.2.1,0.0,4109.352489634903,F,706
0.1.2.2.1.1,0.1.2.2.1.1.1,0.01,4293.585983560485,F,706
0.1.2.2.1.1,0.1.2.2.1.1.2,0.003,5399.62880201755,F,706
0.1.2.2.1.2,0.1.2.2.1.2.1,0.005,5226.50312748186,H,706
0,0.1,0.003,641.2025220313425,G,707
0,0.1,Inf,479.58561115919025,G,708
0,0.2,0.004,1089.216628684313,G,708
0.2,0.2.1,Inf,2285.929145200816,G,708
0.2.1,0.2.1.1,Inf,5396.008257139809,F,708
0,0.1,0.01,82.13576556252718,G,709
0.1,0.1.1,0.009,1468.3716294923563,F,709
0,0.1,0.004,306.861702790242,G,710
0,0.2,0.007,1685.1035512412027,G,710
0.1,0.1.1,0.008,517.795309020302,F,710
0.1,0.1.2,0.009,1587.6655737765686,F,710
0.2,0.2.1,0.015,2854.517579950515,G,710
0.2,0.2.2,0.006,2929.9315628262275,G,710
0.2.1,0.2.1.1,0.004,3335.0571971875816,G,710
0.2.1,0.2.1.2,0.002,4527.115063743401,G,710
0.2.1.2,0.2.1.2.1,Inf,4910.642700283548,G,710
0.2.1.2.1,0.2.1.2.1.1,Inf,5061.441313160994,G,710
0.2.1.2.1,0.2.1.2.1.2,Inf,5967.822447684033,G,710
0.2.1.2.1.1,0.2.1.2.1.1.1,0.0,5411.756233325823,G,710
0,0.1,0.011,55.78162666672435,G,711
0.1,0.1.1,Inf,529.6248156555498,G,711
0.1.1,0.1.1.1,Inf,2204.899267532361,G,711
0,0.1,0.002,157.46119964522586,G,713
0.1,0.1.1,0.008,339.8220444283627,G,713
0.1,0.1.2,0.004,538.6792499697832,F,713
0.1.1,0.1.1.1,0.01,668.7798901839479,F,713
0.1.2,0.1.2.1,0.007,1302.8798741977437,F,713
0.1.2,0.1.2.2,0.005,1676.0957310191952,F,713
0.1.2.2,0.1.2.2.1,0.005,2304.2916006339515,F,713
0,0.1,0.001,77.7514478956158,G,714
0,0.2,0.026,247.84975632082404,G,714
0,0.3,0.006,475.4982890310998,H,714
0.2,0.2.1,0.009,423.1577058975271,G,714
0.2,0.2.2,0.01,1595.848268953269,G,714
0.2,0.2.3,0.004,3753.9790471540705,F,714
0.2.1,0.2.1.1,0.003,675.6480833399303,F,714
0.2.2,0.2.2.1,0.007,1897.3329573211001,G,714
0.2.1.1,0.2.1.1.1,0.016,1054.690796845677,F,714
0.2.1.1.1,0.2.1.1.1.1,0.007,1658.283131719278,F,714
0.2.1.1.1.1,0.2.1.1.1.1.1,0.01,1675.0069368408301,G,714
0.2.1.1.1.1,0.2.1.1.1.1.2,0.003,2529.333961377576,G,714
0,0.1,0.0,2606.415131766659,G,716
0.1,0.1.1,0.007,3086.3362933494723,G,716
0.1.1,0.1.1.1,0.001,3890.5682126131983,G,716
0,0.1,0.005,787.9014990454623,G,717
0,0.2,0.008,836.5991587665557,F,717
0.1,0.1.1,0.016,838.344669835731,F,717
0.1,0.1.2,0.01,1937.5512674337072,G,717
0.2,0.2.1,0.004,1360.6406382901728,F,717
0.2,0.2.2,0.007,1666.6526512710775,F,717
0.1.1,0.1.1.1,0.016,1221.4034294988483,F,717
0.1.2,0.1.2.1,0.004,2019.7479286808664,F,717
0.1.1.1,0.1.1.1.1,0.013,1238.3578491695555,G,717
0.1.1.1,0.1.1.1.2,0.002,2287.9337331004954,F,717
0.1.1.1,0.1.1.1.3,0.003,2575.3548118981907,F,717
0.1.2.1,0.1.2.1.1,0.003,2348.3477488833673,F,717
0.1.1.1.1,0.1.1.1.1.1,0.002,1359.0210695103294,F,717
0.1.1.1.2,0.1.1.1.2.1,0.009,2697.540341216872,G,717
0.1.1.1.2,0.1.1.1.2.2,0.006,3136.4173950244685,G,717
0.1.1.1.3,0.1.1.1.3.1,0.006,2726.855193824507,G,717
0.1.1.1.3,0.1.1.1.3.2,0.004,3154.2218936032223,G,717
0.1.1.1.1.1,0.1.1.1.1.1.1,0.014,2255.2416587029415,F,717
0.1.1.1.1.1,0.1.1.1.1.1.2,0.003,2341.747767119246,H,717
0.1.1.1.2.2,0.1.1.1.2.2.1,0.008,3376.08109804642,G,717
0.1.1.1.2.2,0.1.1.1.2.2.2,0.012,3869.7683384440743,G,717
0.1.1.1.3.1,0.1.1.1.3.1.1,Inf,2814.1196422382977,G,717
0.1.1.1.3.1,0.1.1.1.3.1.2,0.002,3018.706792563891,G,717
0,0.1,0.01,886.8818450772595,G,722
0,0.2,0.006,1796.6118446506594,G,722
0.2,0.2.1,0.011,1845.3969559156876,H,722
0.2,0.2.2,0.003,1880.2881285665114,G,722
0.2.1,0.2.1.1,0.014,2209.6086750301356,F,722
0.2.1.1,0.2.1.1.1,0.019,3237.845312243098,F,722
0,0.1,0.006,185.88117874308233,G,727
0,0.1,0.009,162.36013985114786,G,728
0.1,0.1.1,Inf,299.5756420541075,G,728
0.1,0.1.2,0.013,1367.3845729567938,G,728
0.1,0.1.3,Inf,1680.4681469754062,G,728
0.1,0.1.4,0.003,2013.6951498857893,G,728
0.1.1,0.1.1.1,Inf,303.0971768935496,G,728
0.1.1,0.1.1.2,Inf,337.56460443712115,G,728
0.1.1,0.1.1.3,Inf,432.2276921482382,G,728
0.1.1,0.1.1.4,Inf,1944.8555833578605,G,728
0.1.2,0.1.2.1,0.01,1869.5249932554582,G,728
0.1.2,0.1.2.2,0.009,2016.7227429238217,G,728
0.1.2,0.1.2.3,0.013,2522.1724491180116,G,728
0.1.2,0.1.2.4,0.01,3610.195550132172,G,728
0.1.2,0.1.2.5,0.0,4384.698627180134,F,728
0.1.3,0.1.3.1,Inf,2913.962692751748,G,728
0.1.1.1,0.1.1.1.1,0.007,1150.3639905339044,G,728
0.1.1.2,0.1.1.2.1,0.007,1397.989641791064,G,728
0.1.1.4,0.1.1.4.1,0.008,2008.8198205196036,H,728
0.1.1.4,0.1.1.4.2,0.002,2131.8131405842155,F,728
0.1.1.4,0.1.1.4.3,0.001,2353.910322083682,H,728
0.1.2.1,0.1.2.1.1,0.014,1900.8914884791513,G,728
0.1.2.1,0.1.2.1.2,0.013,1902.513927384446,G,728
0.1.2.1,0.1.2.1.3,0.013,2994.8485810094476,G,728
0.1.2.3,0.1.2.3.1,0.005,5330.355724279436,G,728
0.1.2.4,0.1.2.4.1,0.003,3949.7999095085447,G,728
0.1.3.1,0.1.3.1.1,0.003,3122.017452552189,G,728
0.1.3.1,0.1.3.1.2,0.004,3591.591075949281,G,728
0.1.1.1.1,0.1.1.1.1.1,0.008,1233.307173279003,G,728
0.1.1.2.1,0.1.1.2.1.1,0.011,1752.337589682498,G,728
0.1.1.2.1,0.1.1.2.1.2,0.005,1802.6674140521475,H,728
0.1.1.2.1,0.1.1.2.1.3,0.011,1802.6884099470826,G,728
0.1.2.1.1,0.1.2.1.1.1,0.009,1929.9759097884953,G,728
0.1.2.1.1,0.1.2.1.1.2,0.005,2720.1132949554813,H,728
0.1.2.1.2,0.1.2.1.2.1,0.007,2037.51300409853,G,728
0.1.2.1.3,0.1.2.1.3.1,0.008,4215.906838626776,G,728
0.1.1.1.1.1,0.1.1.1.1.1.1,0.016,1357.564754577166,G,728
0.1.1.2.1.2,0.1.1.2.1.2.1,0.0,3247.590895312044,G,728
0.1.1.2.1.3,0.1.1.2.1.3.1,0.007,3436.0064768516972,G,728
0.1.2.1.1.1,0.1.2.1.1.1.1,0.005,2007.683889510594,F,728
0.1.2.1.2.1,0.1.2.1.2.1.1,Inf,3179.6224954183194,G,728
0.1.2.1.3.1,0.1.2.1.3.1.1,0.004,4905.958698384371,H,728
0,0.1,0.008,1074.9443227824054,F,729
0,0.2,0.011,1170.9686679771503,F,729
0,0.3,0.007,1852.541720863456,G,729
0.2,0.2.1,Inf,1331.7094742806598,F,729
0,0.1,0.003,185.99216362764503,G,730
0,0.2,0.011,523.5324242430643,G,730
0,0.3,0.01,907.0964489961387,F,730
0.1,0.1.1,0.009,236.48157499059383,G,730
0.1,0.1.2,0.002,286.1126055730279,F,730
0.1,0.1.3,0.002,571.4145890229878,G,730
0.2,0.2.1,Inf,1158.3772683038592,G,730
0.3,0.3.1,0.009,1295.1094524651041,G,730
0.1.1,0.1.1.1,0.007,316.6500931620505,F,730
0.2.1,0.2.1.1,Inf,1276.1470734368884,F,730
0.2.1,0.2.1.2,Inf,3125.4899253917615,G,730
0.3.1,0.3.1.1,0.002,3933.294300620824,F,730
0.1.1.1,0.1.1.1.1,Inf,401.36201691544846,H,730
0.2.1.1,0.2.1.1.1,0.003,1902.358372493819,F,730
0.2.1.2,0.2.1.2.1,0.009,3169.173511416495,G,730
0.2.1.2,0.2.1.2.2,0.006,4037.877976994791,G,730
0.3.1.1,0.3.1.1.1,Inf,4064.4188995682275,F,730
0.3.1.1,0.3.1.1.2,0.0,4121.788718786358,F,730
0.2.1.2.1,0.2.1.2.1.1,Inf,4018.9430120357024,H,730
0.3.1.1.1,0.3.1.1.1.1,Inf,5008.579923788034,F,730
0,0.1,0.003,346.7793136338774,G,731
0,0.2,0.005,887.936674091647,F,731
0.1,0.1.1,0.005,545.0174539656582,G,731
0.2,0.2.1,0.014,2285.4722501415827,F,731
0.2,0.2.2,0.015,2658.6079204645844,F,731
0.1.1,0.1.1.1,0.007,909.6985322859922,F,731
0.2.1,0.2.1.1,0.016,3848.8858823726923,F,731
0.2.2,0.2.2.1,0.006,4180.710390961703,G,731
0.2.1.1,0.2.1.1.1,0.015,4065.66417350606,G,731
0.2.1.1.1,0.2.1.1.1.1,Inf,4071.93785254118,G,731
0.2.1.1.1,0.2.1.1.1.2,0.007,4463.359251226091,G,731
0,0.1,0.002,1183.1136102818143,F,733
0,0.2,0.002,1459.6757448355822,G,733
0.1,0.1.1,0.004,1416.4350764339165,G,733
0,0.1,0.002,87.05990813517991,G,736
0,0.2,0.002,447.1133110216308,G,736
0,0.1,0.003,116.01509880070455,G,738
0,0.2,0.007,310.82168953060597,G,738
0,0.3,0.014,379.63058964302945,G,738
0,0.4,0.002,1547.4876974236292,G,738
0,0.5,0.012,2326.486079419312,G,738
0,0.6,0.002,2841.2624765191063,G,738
0.3,0.3.1,0.007,416.09520958197453,G,738
0.3.1,0.3.1.1,0.006,1614.7512168991377,G,738
0.3.1,0.3.1.2,0.004,2014.9340059394688,G,738
0.3.1,0.3.1.3,0.004,3566.3611654601423,G,738
0.3.1.1,0.3.1.1.1,0.002,1645.8856550918974,G,738
0.3.1.1,0.3.1.1.2,0.012,2148.456062529604,G,738
0.3.1.1,0.3.1.1.3,0.008,2382.1757040852344,G,738
0.3.1.3,0.3.1.3.1,0.009,3886.4031145360723,G,738
0.3.1.1.1,0.3.1.1.1.1,0.003,1997.1574426592724,F,738
0.3.1.1.1,0.3.1.1.1.2,0.006,2073.74406906268,G,738
0.3.1.1.2,0.3.1.1.2.1,0.005,2419.083824853322,G,738
0.3.1.1.3,0.3.1.1.3.1,Inf,3129.6977060515433,G,738
0.3.1.3.1,0.3.1.3.1.1,0.002,4046.3700854221274,F,738
0.3.1.3.1,0.3.1.3.1.2,0.011,4486.137164218251,G,738
0.3.1.3.1,0.3.1.3.1.3,0.001,4526.155654566798,G,738
0.3.1.1.1.1,0.3.1.1.1.1.1,0.007,2213.5235361811738,F,738
0.3.1.1.1.1,0.3.1.1.1.1.2,0.005,2346.5256705389133,G,738
0.3.1.1.1.1,0.3.1.1.1.1.3,0.01,2814.712947839553,F,738
0.3.1.1.2.1,0.3.1.1.2.1.1,0.003,2662.8790246999356,G,738
0.3.1.3.1.1,0.3.1.3.1.1.1,0.001,4224.756715806924,G,738
0.3.1.3.1.1,0.3.1.3.1.1.2,0.001,4331.669327519435,F,738
0.3.1.3.1.2,0.3.1.3.1.2.1,0.013,5832.761387179863,G,738
0,0.1,0.004,188.67749168845282,G,739
0,0.1,Inf,631.8220246368113,G,745
0,0.2,Inf,685.3998329453681,H,745
0.2,0.2.1,0.012,979.6236541164159,F,745
0.2,0.2.2,0.014,1147.3475275169774,F,745
0.2,0.2.3,0.011,1921.284761775566,H,745
0.2,0.2.4,0.005,2029.124630244283,H,745
0.2.2,0.2.2.1,0.005,1189.0352860149976,F,745
0.2.3,0.2.3.1,0.007,2255.1407718170676,H,745
0.2.3,0.2.3.2,0.008,2628.6320703478677,G,745
0.2.3.1,0.2.3.1.1,0.005,2767.0434999480462,F,745
0.2.3.2,0.2.3.2.1,0.011,2746.253845881247,F,745
0.2.3.2,0.2.3.2.2,0.01,3843.4937633515287,G,745
0.2.3.2,0.2.3.2.3,0.001,4730.405625601437,G,745
0.2.3.1.1,0.2.3.1.1.1,0.005,2820.4687016527337,H,745
0.2.3.2.1,0.2.3.2.1.1,0.008,2801.566981188678,F,745
0.2.3.2.2,0.2.3.2.2.1,Inf,3960.5871819602125,G,745
0.2.3.2.1.1,0.2.3.2.1.1.1,0.001,3507.602341588805,F,745
0.2.3.2.2.1,0.2.3.2.2.1.1,Inf,4856.36588166539,G,745
0.2.3.2.2.1,0.2.3.2.2.1.2,Inf,5366.072498378248,G,745
0,0.1,0.004,24.67492049759536,G,746
0,0.2,0.005,152.24077226452977,G,746
0,0.3,0.011,1025.9827280969605,G,746
0,0.4,0.01,1053.5689914856894,G,746
0.1,0.1.1,Inf,438.85206008644207,G,746
0.3,0.3.1,0.002,1939.7775923344007,F,746
0.3,0.3.2,0.0,3522.9020298134524,F,746
0.4,0.4.1,0.004,3021.0571306919924,G,746
0,0.1,Inf,494.00353115270013,G,747
0.1,0.1.1,Inf,548.6853818734202,G,747
0.1,0.1.2,Inf,717.2177918280405,G,747
0.1,0.1.3,Inf,851.3601339999703,G,747
0.1.1,0.1.1.1,0.005,698.3931933446662,G,747
0.1.1.1,0.1.1.1.1,0.002,1696.266109185516,G,747
0,0.1,0.019,35.824779126020765,G,748
0,0.2,0.009,1496.9863104301587,G,748
0,0.3,Inf,2338.709563310677,G,748
0,0.4,0.006,2826.526064420697,G,748
0,0.5,0.004,4453.72826880992,G,748
0.3,0.3.1,Inf,3403.0812610969374,G,748
0.4,0.4.1,0.002,3187.700541455914,G,748
0.5,0.5.1,0.004,4775.045434622512,F,748
0.4.1,0.4.1.1,0.009,4187.692819104188,G,748
0.4.1.1,0.4.1.1.1,0.006,4325.594661065223,H,748
0.4.1.1,0.4.1.1.2,Inf,4548.480557900054,F,748
0.4.1.1,0.4.1.1.3,0.004,5449.369712755313,G,748
0.4.1.1.3,0.4.1.1.3.1,Inf,5652.0091557278365,F,748
0.4.1.1.3.1,0.4.1.1.3.1.1,Inf,6461.528652755566,F,748
0,0.1,0.009,457.22985778722216,G,749
0.1,0.1.1,0.004,650.6582661776994,G,749
0.1,0.1.2,0.005,2004.7801723527407,G,749
0,0.1,0.0,194.9963712162455,H,753
0,0.1,0.009,232.2279194912682,G,754
0,0.2,Inf,1413.7954972471475,G,754
0.2,0.2.1,Inf,1527.2587549443376,G,754
0.2,0.2.2,Inf,3297.953357345044,F,754
0.2.1,0.2.1.1,Inf,2742.2839147021355,G,754
0.2.1.1,0.2.1.1.1,Inf,4732.994269003805,F,754
0,0.1,0.005,38.83300654901524,G,756
0,0.2,0.0,67.17444075463656,G,756
0.1,0.1.1,0.011,483.6558092766331,G,756
0,0.1,0.0,219.41652058196613,G,757
0,0.1,0.008,110.3256073281988,F,758
0.1,0.1.1,Inf,1318.8913696503123,H,758
0,0.1,0.008,144.03202798941237,G,760
0,0.2,0.015,355.11701099839274,G,760
0,0.3,Inf,434.28406857249365,G,760
0.3,0.3.1,Inf,468.6541609517132,G,760
0.3.1,0.3.1.1,0.021,528.9673318220877,G,760
0.3.1.1,0.3.1.1.1,0.004,2888.038945392986,G,760
0,0.1,0.006,289.3726584492735,G,768
0,0.2,Inf,538.4552625680174,G,768
0.2,0.2.1,Inf,1662.1506323732233,G,768
0.2.1,0.2.1.1,0.004,2675.0889734486295,F,768
0.2.1,0.2.1.2,0.007,3266.244192349999,G,768
0,0.1,0.006,1756.319180372623,G,769
0,0.2,0.0,2197.2308933905424,F,769
0.1,0.1.1,0.009,1775.1957166607701,G,769
0.1,0.1.2,0.005,2265.129252332703,F,769
0.1,0.1.3,0.0,2940.013913185029,F,769
0.2,0.2.1,0.004,2223.121901125326,G,769
0.1.1,0.1.1.1,0.002,2043.86800311545,G,769
0.1.1,0.1.1.2,Inf,3775.9402190127794,G,769
0.1.2,0.1.2.1,0.005,2320.551380538426,F,769
0.2.1,0.2.1.1,0.006,2225.147889389567,F,769
0.2.1,0.2.1.2,0.011,2600.161346109834,H,769
0.2.1,0.2.1.3,Inf,3055.3768653218544,H,769
0.2.1,0.2.1.4,0.001,4909.049573468434,G,769
0.1.2.1,0.1.2.1.1,0.007,2416.5216939814854,G,769
0.2.1.3,0.2.1.3.1,Inf,3253.670175611911,H,769
0.1.2.1.1,0.1.2.1.1.1,0.014,2566.2600645516486,G,769
0.1.2.1.1.1,0.1.2.1.1.1.1,0.008,2654.0145675646113,G,769
0.1.2.1.1.1,0.1.2.1.1.1.2,0.004,4279.340440478763,G,769
0,0.1,0.001,1042.5270732254967,G,771
0,0.1,0.002,225.1513755872213,G,772
0,0.2,0.001,1428.8106065217637,G,772
0.2,0.2.1,0.0,1943.4744929931603,G,772
0,0.1,Inf,936.2842727374751,G,773
0.1,0.1.1,Inf,1021.8401541675681,G,773
0,0.1,Inf,85.21169086270729,F,774
0,0.1,0.0,2817.9518251232666,G,775
0.1,0.1.1,0.002,3208.4409729859367,G,775
0.1.1,0.1.1.1,0.002,3264.8335311330397,G,775
0.1.1,0.1.1.2,0.004,3558.3748101569604,G,775
0.1.1.1,0.1.1.1.1,0.0,4668.365413433611,G,775
