pid,timesequenced,timediagnosed,timeinfected,generation,Fdegree,Gdegree,Hdegree,simid
0.2.2.1.1,4567.079387433638,4469.760725611435,2121.131655184201,4,1,0,8.754987246524658e-6,30
0.2.2.2.1,4067.145163284379,4061.337777260777,2804.979288806154,4,0,1,0.012062880796769164,30
0.3.1.1.1,4871.491361656945,4848.812739412667,3982.3522556441617,4,1,0,0.12795891883963284,30
0,1408.4808663565593,1383.2755052209336,0.0,0,0,3,0.0004976819852375046,31
0.1,Inf,3033.5946143802507,1062.7410748584725,1,0,1,0.02570109565581387,31
0,104.52219145349554,81.30935406842129,0.0,0,0,3,0.006736527622939473,32
0,854.243819294416,829.423901137016,0.0,0,0,1,0.08796484737759445,33
0.1,982.3158329486068,934.0630661476033,70.45919146492828,1,0,3,0.011210097985743517,33
0,488.57446917952217,433.1157342919945,0.0,0,0,3,0.011867026861169238,34
0.1,2225.404777496314,2213.1409688922945,65.67314375046935,1,1,3,0.0037019502468165315,34
0.1.1,2432.9117082302123,2379.839522847541,1435.8727103984966,2,0,3,0.02130427551240646,34
0,357.6134897295179,356.4136180715499,0.0,0,0,3,0.006130643712202508,35
0.1,295.40179961429317,288.37180317211005,263.2822263596347,1,2,3,0.032444770257859114,35
0.2,1195.6095487326147,1158.4319113184588,313.62931896012344,1,1,2,2.3431277793369164e-7,35
0.3,1483.0444041373105,1480.3630195245069,347.0665455417235,1,0,3,0.0016704658575614948,35
0.2.1,4372.611991538586,4371.338068464895,978.4251715060346,2,0,2,0.0026400257375852054,35
0.3.1,766.6156504178151,729.2984656632598,400.31068223365355,2,0,1,0.02159545386111123,35
0.2.1.1,2103.101927178389,2102.4694397704193,1091.721962547233,3,1,2,0.001245645036815767,35
0.2.1.2,Inf,3804.4863096778968,1260.711604845196,3,1,1,2.749721225570861e-7,35
0.2.1.3,7387.2529858410635,7375.389955103358,4110.1393948066625,3,0,1,2.7412656049146606e-5,35
0.2.1.1.1,2354.7268977941662,2312.71477713899,1737.9576840128911,4,1,0,0.04049755511027145,35
0.2.1.2.1,4423.377479501623,4405.619004703061,2291.379180141976,4,1,3,0.01178076052797521,35
0,1435.6924055999084,1430.7956879204498,0.0,0,0,3,3.126046165114879e-5,36
0.1,1637.1935005513774,1607.5500791887498,196.79457456714104,1,1,2,0.005193516694022851,36
0.1.1,706.4714875529623,667.4426573445204,249.71321054800617,2,1,0,0.02040895129838578,36
0,2641.8547821599677,2587.6398239591053,0.0,0,0,1,0.004830536174763038,37
0.1,2377.5911749890925,2368.217334991985,864.4691660654586,1,1,3,0.026009266588525263,37
0.1.1,2718.7826144287296,2706.7545356253045,1286.5541281917804,2,1,2,0.039683167837621214,37
0.1.2,2257.7363990442223,2233.3505317751265,2112.6476757559108,2,1,1,4.054360794913616e-5,37
0,31.173802385866978,5.054518412027975,0.0,0,1,2,0.013582249559068569,38
0,553.9289696844409,508.0176623890328,0.0,0,0,3,0.0312873865153501,39
0.1,Inf,1835.953411118549,250.9279508923514,1,1,3,7.036427919799933e-5,39
0.1.1,997.3019216239705,966.5349086584657,534.6194015177509,2,0,3,0.030136659298831366,39
0.1.2,1943.77419919859,1930.425873246107,1422.920181266291,2,1,1,0.021535053870082994,39
0.1.1.1,844.5828413437022,836.0467017826147,597.0026531161243,3,0,3,0.009658679099436115,39
0.1.1.2,1441.354666794579,1441.1113503163087,943.2402178173741,3,0,2,0.013873665256340505,39
0,479.57647999663,475.43855974741507,0.0,0,1,3,0.0012480044153543113,40
0.1,547.9870865581956,529.0121324118211,261.85866990355436,1,1,2,1.6181024738743487e-5,40
0,1528.306279395702,1516.2222769742634,0.0,0,1,1,0.0014129512139560013,41
0.1,3093.501748332727,3053.887838471941,1053.4510617266533,1,0,3,0.007420164983273815,41
0.2,5268.255410335875,5209.283437574666,1136.6722295236355,1,1,0,0.00038676766220254073,41
0.1.1,2494.955547461266,2494.519890653473,2349.885628269694,2,0,3,0.0016389843862870603,41
0.2.1,7809.9442035731645,7795.5782071875365,4776.824306061048,2,1,3,0.0022447365259845816,41
0.2.1.1,6620.859663604871,6616.669448434232,5330.2197196852,3,0,1,0.004827293816588225,41
0,777.6561549906609,721.3490925034705,0.0,0,0,3,0.012489379965194064,42
0,355.22923703514283,316.8688773959491,0.0,0,0,2,0.02073567965318381,43
0,Inf,899.7087215817411,0.0,0,1,1,0.0020080819456406605,44
0.1,609.658097495769,577.8551665826104,242.9573521098365,1,2,1,0.0008140517819178837,44
0.1.1,1401.8675762490577,1401.11906278151,292.8427400873783,2,1,0,0.0003629601590398508,44
0.1.2,1625.630673725702,1621.5886533563657,466.41334484317366,2,1,0,2.4041337806137344e-5,44
0,393.84469553029885,328.85641257181214,0.0,0,1,3,1.159296003552224e-7,45
0,1700.6734250144104,1670.4833948576293,0.0,0,0,3,1.5071810115540362e-5,46
0.1,442.9110357462205,429.76009780371714,287.6510573879809,1,0,1,8.29877768024253e-5,46
0,955.3963590356676,944.2912801512695,0.0,0,1,3,0.0015827469070178535,47
0.1,2062.174713947245,2052.1478960365503,530.7005103288991,1,1,0,0.0752001568860965,47
0.1.1,4311.458101663144,4293.24470885188,2949.264611802756,2,1,0,0.005564852635702605,47
0,196.17315637422988,177.78344022482204,0.0,0,1,3,0.018007901749053742,48
0,115.06486507652055,79.70828128827957,0.0,0,0,3,0.005229819137711402,49
0,404.54992275200357,368.3609011295283,0.0,0,1,2,0.14980104398054686,50
0.1,Inf,2327.5116871835794,164.23021187679575,1,0,3,0.007338707730362635,50
0.1.1,666.0651112510135,653.2750602939946,265.9670121540549,2,0,2,0.013611414999923141,50
0.1.2,1689.7683801963935,1666.116763527384,952.5896911458693,2,1,2,6.166507150547611e-5,50
0.1.3,Inf,3095.605628555034,1006.2413029098988,2,0,1,0.005201424675695814,50
0.1.2.1,2928.2339570272675,2829.147244050614,1327.1644665659144,3,1,3,0.027664562162651223,50
0.1.2.1.1,3688.065063662799,3682.1880747967543,1462.0666791086062,4,0,1,0.014125198270357686,50
0,2250.3908124968393,2244.240105070362,0.0,0,0,1,0.0001385499552968892,51
0,309.31875993747974,290.9524564276707,0.0,0,0,3,0.0003550859138489025,52
0,784.326055847122,773.3255800293639,0.0,0,0,3,6.685299547996614e-5,53
0,560.0534088032779,557.550554506721,0.0,0,0,3,0.0002495025643800507,54
0.1,906.7349163090105,896.944640620128,235.3105897155155,1,1,2,1.7667214766238662e-10,54
0,304.4659137896813,263.0607012520387,0.0,0,0,2,0.05488851692754176,55
0,2737.78913403052,2672.6289626108683,0.0,0,1,3,0.0005577024346713692,56
0.1,1395.8456570477651,1315.818989523434,47.143814851786026,1,0,3,0.008269566933555784,56
0.2,1064.7274648181121,1040.225063640988,208.81098168848706,1,1,2,0.037986122858358416,56
0.3,1175.4797950912248,1170.0278999275306,220.98235658074566,1,1,2,7.386557262985575e-6,56
0.4,1453.3274246106225,1442.5336289722795,636.1282945283617,1,1,0,0.00035339212237099567,56
0.5,4222.456078670056,4213.62376976051,2260.609045851837,1,0,1,0.033021973097516914,56
0.1.1,914.0736520792653,895.7174461548732,795.8408063424182,2,0,3,0.002995445801543721,56
0.1.2,1802.1904709204632,1792.985601912568,1374.4481076661943,2,0,3,0.003022216607851438,56
0.2.1,899.4197268038829,872.4222093124688,243.95496099076388,2,1,1,0.017952489875768935,56
0.2.2,1080.0526675976653,1072.6365902521059,498.42314095861957,2,1,3,2.7142335649538266e-5,56
0.3.1,548.7248099475696,456.2712276363355,442.4968657402982,2,0,2,0.06449693459023888,56
0.3.2,2569.352933996793,2508.6968401382755,882.0735478302217,2,1,0,0.0012739215517788732,56
0.1.2.1,1788.8621585718763,1755.8963184848649,1432.7949536005056,3,0,2,0.06828341149792254,56
0.2.1.1,1115.060664159817,1112.2758466837756,500.0788685458605,3,0,3,0.0007247130894830835,56
0.2.2.1,Inf,3759.4281172052424,683.1690632508011,3,1,0,6.764620851262967e-5,56
0.3.2.1,5147.188493264081,5112.2863721398735,2318.8039124655124,3,1,1,0.00037935926745284217,56
0.2.1.1.1,563.2899881129736,561.8577750461686,512.8495551414609,4,0,2,0.002240492602771907,56
0.2.1.1.2,1464.5654170298017,1393.3244039410245,1132.4598320168802,4,1,2,8.532155042402661e-8,56
0.3.2.1.1,3885.68141581492,3839.466039832523,3541.3366733419466,4,0,3,0.01510625948510605,56
0.3.2.1.2,4768.277188251769,4762.925836671147,4349.736622480394,4,1,0,3.3644434236268193e-8,56
0.3.2.1.3,6442.861548978129,6438.379666627542,5066.034574920938,4,1,2,0.08528418630395525,56
0,770.4639996890842,727.8686616644925,0.0,0,0,2,0.013115416728105012,57
0,72.18891201802391,68.93376903499563,0.0,0,1,3,0.09174675428534544,58
0,814.9960006491808,768.2608669934102,0.0,0,0,1,0.0062255925393847845,59
0.1,2321.2840762525616,2288.442011273571,172.03798001655022,1,0,2,0.1958991960584127,59
0.1.1,2230.052974481823,2198.12210381883,2122.4183801320087,2,0,0,0.20525886459859174,59
0.1.2,3204.73877637913,3166.382014958056,2159.2382670514876,2,1,1,0.0910823441885965,59
0,620.8435556801637,617.5677798016402,0.0,0,0,1,2.961385550712844e-6,60
0.1,1339.4876486991586,1281.2793183264346,559.7963127224358,1,1,3,0.0037373639232121648,60
0.1.1,4230.49788470591,4220.5920106667545,835.9067573296846,2,1,1,0.0035233436089405277,60
0.1.1.1,2736.575668020101,2704.1782787446646,1129.0878364022703,3,1,0,4.99081261609992e-9,60
0.1.1.2,Inf,3348.7306357987986,1667.9365553380483,3,2,1,0.0021024334684107584,60
0.1.1.1.1,3775.286409063451,3773.17087876982,2520.4062770446585,4,1,0,1.5790222478355003e-5,60
0.1.1.2.1,3570.044805918134,3566.623863061611,2162.416736930245,4,1,0,0.0001300442915508155,60
0,958.4621926475636,940.1550624523718,0.0,0,1,3,0.10793372972445596,61
0.1,1171.83664647133,1162.9608602679596,447.1655331590789,1,1,0,0.008516559014843555,61
0,1080.5150250023653,1060.2752574880644,0.0,0,0,1,0.005120424084860199,62
0,2507.0006857114045,2491.1864435777493,0.0,0,1,1,0.0010851086392196158,63
0,1078.7113565970094,1059.4615898127784,0.0,0,0,2,0.0014198058103525022,64
0,1175.153874581915,1125.6920037183543,0.0,0,0,3,0.01278396828210188,65
0.1,1473.895384624859,1465.0689695632636,235.18610748562085,1,1,1,0.009835142614985293,65
0,630.9260787470797,623.1733302568468,0.0,0,0,3,1.4430569800715837e-7,66
0.1,1712.5594517364107,1706.63909003577,357.61088424255155,1,0,1,0.003251997013933561,66
0,1335.1057572446978,1331.4450522626512,0.0,0,0,1,0.00040709501586839986,67
0,1339.477877189939,1329.5638275307256,0.0,0,0,2,0.0045782308776840955,68
0,697.7310068687121,691.5405524123755,0.0,0,1,3,0.013328711957834194,69
0.1,Inf,4555.023671365401,119.85152544359795,1,0,2,0.017107874502569124,69
0.2,905.7453937187909,893.4817249333119,127.98753303305581,1,0,3,0.0020335274455259276,69
0.1.1,1851.0167200328979,1848.1407339535667,1420.960245515884,2,0,3,0.005013506042131123,69
0.1.2,4740.395027942245,4723.397661425394,1645.3585155609205,2,1,1,0.2058769574589132,69
0.1.3,3570.870915659282,3555.228846018345,3179.5730335513435,2,0,1,2.1785431034457373e-6,69
0.1.4,5421.37949243334,5401.5297416885,3901.560092441678,2,0,2,0.0245875822809552,69
0.1.2.1,6589.504862756642,6570.641564275521,3029.8357498139853,3,2,0,0.07244813698891356,69
0.1.2.2,5620.997954891425,5606.593178385126,4294.301722808183,3,0,3,0.013406134753157705,69
0.1.4.1,7194.876854481457,7188.403182478397,4244.949542776935,3,0,3,0.029422631979002013,69
0.1.2.1.1,4460.925529301396,4458.392068875337,3455.6096344805037,4,1,3,0.027519135244020988,69
0.1.4.1.1,4575.508981747712,4574.338415669146,4418.434228133988,4,0,1,0.1632427260449318,69
0.1.4.1.2,5929.053659112126,5914.406428435916,4470.658200531694,4,0,1,0.000641590504066236,69
0.1.4.1.3,5746.265129446346,5744.78956398365,5587.077490454097,4,0,1,4.983623465870745e-6,69
0.1.4.1.4,7153.510226397313,7136.990506406939,6011.7800034553675,4,0,3,3.9227690088618286e-7,69
0.1.4.1.5,7197.173761299344,7153.491244684004,6557.202542598828,4,0,0,0.04995462888120807,69
0,2054.2394140950687,2045.7397010802808,0.0,0,0,2,0.014674251160055796,70
0.1,2845.5303749772766,2829.7920710161416,509.38437374589614,1,1,2,2.738449780974014e-10,70
0.2,1808.0150851693777,1752.4592826598036,1673.5488795636552,1,1,2,0.06971026968677876,70
0.1.1,1873.5652923949378,1869.1019750455746,1313.4872011798964,2,0,3,7.384244204974496e-8,70
0.1.1.1,2134.7892838851335,2117.708252206149,1837.698325767297,3,1,2,0.004090761482422745,70
0,3794.722610257481,3788.132944105295,0.0,0,1,3,0.11253651166936669,71
0,1030.1352157195258,1010.1285655304976,0.0,0,0,2,4.4203238918045955e-5,72
0.1,1022.7084810331359,992.2137702198197,320.01331907979835,1,1,2,0.019477747132745027,72
0.2,719.3996621546639,712.6322118835664,603.8093969899181,1,1,3,0.07802868740150884,72
0,1406.9873023271007,1378.9944239004626,0.0,0,1,3,0.013642264619319935,73
0.1,1642.2167899365722,1621.7083530838504,162.82439292985686,1,0,3,0.0005328034779119044,73
0.1.1,297.9022139643249,290.60223284911996,281.67881816544104,2,0,1,0.01630886290971459,73
0,343.70586279366233,322.7663981770654,0.0,0,0,2,0.010550817766044501,74
0,739.8201078382192,718.7210391551234,0.0,0,1,3,6.842681142547175e-5,75
0,101.47172901404186,94.8812116655811,0.0,0,1,2,0.04159222836341138,76
0.1,1002.5165857923744,982.5734770630579,42.678011541162874,1,1,3,0.018938285094014625,76
0.1.1,1436.6564639793419,1428.7065355982813,113.3605924479098,2,1,3,1.4946106914344815e-10,76
0,2326.6161022141087,2293.876945392849,0.0,0,0,1,0.0015478368804664557,77
0.1,1010.0087337424651,1009.5753170859059,330.73566505200097,1,0,1,2.1544939681265485e-8,77
0,1638.286974385276,1626.3033722008986,0.0,0,1,1,0.0003802234914441343,78
0.1,819.2808496839582,730.3064527505057,345.0064437316574,1,0,1,0.003226591948166998,78
0.1.1,1965.1117777269728,1955.9317841236552,364.724086327401,2,1,2,0.00011152507831269228,78
0.1.1.1,496.05589038471777,468.96094094974,382.1793000776293,3,1,0,0.0028330088040587954,78
0.1.1.2,4276.125291397274,4218.095655915919,1255.2606203216403,3,0,2,3.992549738164909e-7,78
0.1.1.1.1,3002.432035243487,3001.3581705107313,641.0816445452166,4,1,1,0.056312853169832824,78
0.1.1.2.1,5221.214845485456,5189.602794807876,1392.6484665510477,4,0,3,0.00031276539527764596,78
0.1.1.2.2,2410.927380716279,2395.6323506342046,1737.79919589071,4,0,1,0.05899847662071394,78
0,68.4307500278388,64.61549602790403,0.0,0,0,2,7.883660102195786e-5,79
0,552.1029582347336,544.6295222212759,0.0,0,0,3,6.13771893462551e-6,80
0.1,1179.2509970786336,1138.075369936659,46.31083148063887,1,1,3,0.010047622147908887,80
0.2,2298.7033617113552,2285.3649538600607,238.36847300468878,1,0,1,0.0009425652969989956,80
0.1.1,881.296627692772,859.972557273878,217.59321778683008,2,1,0,8.550478840580645e-5,80
0,354.2700482738036,342.7222611511918,0.0,0,0,2,0.020324156815208643,81
0.1,783.4432650371791,767.4524225649545,90.2809645619559,1,0,2,0.09395063216335503,81
0.1.1,725.243263531467,694.2536109913806,613.4145953748268,2,0,3,0.02914959027230659,81
0,1748.2547711242723,1675.0005457307595,0.0,0,0,2,2.2618436406976357e-8,82
0,2329.389575848058,2274.4409828155517,0.0,0,0,3,0.02717530842481086,83
0.1,1275.5688458640523,1275.335549972161,1092.9396567984145,1,0,1,0.0007302703506643202,83
0.2,1471.7296851524186,1466.5984020962578,1184.337583582336,1,0,3,0.0006542924804684944,83
0.3,3505.938607478601,3453.7563107920896,1499.154059171364,1,0,1,0.00033910371818583784,83
0.2.1,1711.2460116001048,1706.1176153143906,1249.7225347081853,2,1,3,0.06424680177026275,83
0.3.1,3504.0226573044392,3461.6579625837517,1719.8891749868917,2,2,1,0.004640404140797667,83
0.2.1.1,3387.8089898631597,3341.918181741572,1419.9550185817097,3,0,1,0.018837498477376848,83
0.3.1.1,Inf,5530.2795603439245,2376.8433499680286,3,1,2,0.08421361129143744,83
0.3.1.1.1,5907.915118803528,5877.504974842212,2612.3304634798774,4,1,3,0.09593415807096274,83
0.3.1.1.2,3073.58875875656,3034.2398774970316,2706.2044154682626,4,1,1,0.07404367074268271,83
0.3.1.1.3,5808.684115669954,5777.08125657261,4672.717294527396,4,1,3,0.00014540316702067803,83
0,Inf,2683.5340376413433,0.0,0,1,1,3.070810958483467e-6,84
0.1,1594.0522109795295,1590.5045498235113,805.7968271190144,1,0,1,0.0011773189317498026,84
0,2217.4271595685154,2208.9064096260827,0.0,0,0,3,0.001558549884010498,85
0.1,2398.591320195675,2394.8084136134635,2073.052786512881,1,0,1,0.17002620513542976,85
0,1839.955246906515,1813.681687184724,0.0,0,0,2,0.0003016707286277635,86
0.1,1489.6475850668855,1451.8512349754192,647.4156447337446,1,1,2,2.8895341799858196e-5,86
0.1.1,1261.4177619956554,1257.881220107404,1067.291422364045,2,1,3,0.00025407856001511244,86
0,1341.4306815142675,1336.8085714593062,0.0,0,1,1,0.020195964089922927,87
0,4569.870632557853,4561.352146321555,0.0,0,1,2,0.003442862086851408,88
0.1,1036.2762234729025,881.534253461318,717.9474256164741,1,1,3,0.0639644363485112,88
0,223.9978039058285,197.04604208706505,0.0,0,1,1,0.0016625875227241004,89
0.1,479.56437852530075,464.99685499139787,310.0236482197205,1,1,2,6.886738820991039e-5,89
0,435.16764959458334,420.58108516711127,0.0,0,1,3,3.2216952267106475e-5,90
0,1743.3893438399316,1716.6291342093082,0.0,0,0,3,0.003767103028148981,91
0,418.01663195987624,371.28726601699816,0.0,0,1,1,0.03825703787292012,92
0.1,1552.3937551596146,1551.5080651655394,268.9565271031783,1,1,0,2.4349648511654934e-6,92
0.1.1,3641.4883912839905,3623.283601606646,510.29129688662306,2,1,0,0.00021055358715127022,92
0.1.2,2197.839060574343,2171.9177239392166,649.5886883816037,2,1,1,0.009772580420899703,92
0.1.1.1,2174.3421709507033,2155.3445656329354,969.1908321751336,3,1,0,0.002349455770839184,92
0.1.2.1,1175.2637943607858,1169.3505736431955,896.5881220692894,3,0,1,0.00024771078825367907,92
0,1178.9177166077093,1142.6667820075934,0.0,0,1,3,0.025247094467528066,93
0.1,2358.597026146644,2356.1989130971874,626.4278139075651,1,0,1,0.07192720115049199,93
0.1.1,928.9460047268482,927.7997057071212,876.3425938381237,2,0,2,0.00028499703349268453,93
0,1313.7994377603998,1313.284875397812,0.0,0,1,2,7.280792375138751e-5,94
0,1004.9148686184161,994.5040569535538,0.0,0,0,3,0.010342730211575762,95
0,1695.9107077394913,1688.8724637923344,0.0,0,0,3,5.435698121448892e-6,96
0.1,3085.6681010253983,3068.826142944542,25.354344070943846,1,1,3,0.00017440392749745214,96
