pid,timesequenced,timediagnosed,timeinfected,generation,Fdegree,Gdegree,Hdegree,simid
0.1.1,1636.0585451870886,1603.5677709219995,528.893904216665,2,0,2,0.0007421657655503141,294
0.1.2,2511.786294222411,2503.2123027577895,1789.8940606367362,2,2,2,0.0003797891545658737,294
0.2.1,Inf,2694.702012044659,1123.5419991816464,2,1,0,0.00017321626220029573,294
0.2.2,1520.5235247009925,1494.9286530289496,1208.9909817347757,2,0,1,0.07413159847064416,294
0,57.633726602583195,50.13286560825712,0.0,0,0,2,0.00270015467025798,295
0,4058.863210415779,4058.4195059877807,0.0,0,0,1,9.059241561017102e-5,296
0,499.28475204814805,475.8841632048485,0.0,0,1,3,0.0002107360851950362,297
0.1,790.6180014877707,771.2709575618878,25.990344872779772,1,1,0,0.000549659318206183,297
0,13.08866606439119,8.305461421806521,0.0,0,1,3,0.00013239898729034265,298
0,1344.6723308176513,1328.3581386137184,0.0,0,0,2,0.0002868480408420917,299
0.1,3629.3707059464164,3618.260585925767,19.178010655375008,1,0,2,0.005250901530996742,299
0.2,3750.820877603769,3737.098921411357,754.986162423858,1,0,1,0.07567193607070612,299
0.1.1,2985.03958309885,2978.651019214407,2566.9021476538896,2,1,3,0.013125239744963576,299
0.1.2,4550.711692853529,4499.368478003342,3524.0469862915957,2,0,2,0.18633205755586643,299
0.2.1,2385.549104989245,2371.156880759209,1749.7926411394994,2,1,3,0.043424083044608895,299
0.2.1.1,5825.213950519119,5777.560763490446,2417.5609061552045,3,1,2,0.010578863007198153,299
0.2.1.1.1,2875.9511885776597,2865.8349653816063,2488.330132433717,4,1,0,0.0006427457282897616,299
0.2.1.1.2,4504.342790998826,4485.282252100501,3192.909033778831,4,1,0,0.016258314236475408,299
0.2.1.1.3,4104.242199393734,4104.228340483061,4093.7880037591885,4,1,0,0.0001095419514589604,299
0.2.1.1.4,8897.70960300507,8859.028161625125,4750.103604360154,4,0,2,0.0006881074998695854,299
0.2.1.1.5,5150.808420323397,5144.002318831896,4915.833280215765,4,1,1,0.003606966825295794,299
0.2.1.1.6,6067.1496056738015,6047.842625532921,5763.7472345000515,4,1,0,0.00023491891244458324,299
0,1026.6925271612529,976.9818894459547,0.0,0,1,3,0.0014076219624875644,300
0,166.30065661987146,137.5361264157835,0.0,0,1,2,3.349063842108945e-6,301
0,3478.5250650631365,3474.952914025131,0.0,0,0,3,0.002106476789272696,302
0.1,3412.8711983993708,3402.907985093553,2856.1699303609694,1,0,3,0.02105658810909365,302
0.2,4281.3889863635995,4274.486484243938,3028.1031124471615,1,1,2,3.3096890988219906e-5,302
0.1.1,3031.217148567917,3027.2980229509158,2866.179742139803,2,0,1,0.0012751886643918222,302
0.1.1.1,Inf,4569.821650935245,3021.0995942280774,3,0,2,0.00017100687865091642,302
0,2001.5436390271007,1997.5293116182183,0.0,0,2,1,0.04319598207094574,303
0.1,Inf,2643.451971453098,142.87187302242532,1,1,1,0.039810605613583676,303
0.2,1410.9399878922209,1384.4417972013994,599.7633439233139,1,0,2,0.26672891242326724,303
0.2.1,2173.4233875047344,2142.479145617509,846.3629319606932,2,0,1,0.01658503856155343,303
0.2.1.1,1895.579896155441,1879.7944239840012,1187.2168923300706,3,1,2,0.045140405479858314,303
0.2.1.1.1,3146.5088543306747,3142.1873647589478,1296.0137742828408,4,0,2,0.1253481698271345,303
0.2.1.1.2,4018.875385473438,4010.790169544315,1725.0515218125204,4,1,0,0.00011656274725958041,303
0,2317.5883503764508,2285.5648394044524,0.0,0,1,2,9.953326854974938e-5,304
0.1,Inf,2345.7940280000157,194.65816735036145,1,1,0,2.1045513448860797e-6,304
0.2,3616.0435832359085,3591.5799925629626,1792.7414432276921,1,0,2,0.03648151357979242,304
0.2.1,3193.5185014921612,3132.86884898959,2087.2417916220215,2,1,3,0.07466170609268412,304
0.2.2,3006.359237048572,2997.2816720795454,2761.9063485362312,2,0,3,0.011140162028125324,304
0.2.1.1,2532.3903486161653,2528.7634083490157,2187.7574822914703,3,1,1,0.019481843865921347,304
0.2.2.1,Inf,4289.972690622416,2796.835823403258,3,1,3,0.00028941650201254625,304
0.2.2.1.1,3501.800772085574,3488.4609807509796,3287.2325352360604,4,1,3,2.19966547183751e-6,304
0,150.50451584590988,138.82057701991081,0.0,0,1,2,0.009252820998086948,305
0,4579.635808751391,4564.898225436121,0.0,0,1,2,0.021003019096339542,306
0.1,846.649964816862,842.4436123793182,685.0539172275778,1,1,1,0.0323858403032227,306
0.2,3801.1629590392636,3788.7051497721463,3404.457331125335,1,1,2,0.023381957494042968,306
0.2.1,6383.311336522851,6353.428881590481,3725.094042297746,2,0,3,0.004926646369650601,306
0.2.1.1,5972.853586203504,5971.615865189589,3786.7002404673,3,0,3,0.0037046400946599244,306
0.2.1.2,5302.423119562732,5292.931523989161,3948.4942679368414,3,2,1,3.3228062146337367e-5,306
0.2.1.3,4695.490006195533,4675.244873312641,3976.4427872352944,3,1,1,0.006085176809918454,306
0.2.1.1.1,4727.061201215218,4720.4186440508975,4508.644097109161,4,0,3,3.3778442995657024e-5,306
0.2.1.3.1,4824.992919642078,4824.2163375089885,4797.214670139943,4,2,3,1.0539922020618452e-7,306
0,460.1972644082027,439.9836143564868,0.0,0,1,3,0.002787589785247058,307
0.1,Inf,1929.1778474844764,188.48515425905882,1,1,3,0.13267095308264024,307
0.1.1,1130.7216183178134,1118.618635808201,203.12163828934138,2,1,1,0.1769797838090202,307
0.1.2,952.3298763472575,938.0715787289432,208.64641096143473,2,1,3,0.07156792196864117,307
0.1.3,1942.5475307932793,1935.8264696487463,1386.204423999337,2,2,0,0.00580591761623129,307
0.1.1.1,1631.0333580436204,1585.6870003605186,779.1262238816358,3,2,1,6.009332016764162e-5,307
0.1.1.2,2188.36505916505,2153.486222637799,917.3406021213461,3,1,0,0.039338058208086606,307
0.1.2.1,Inf,2809.2309826822384,387.8447717099523,3,1,1,0.004354172868700133,307
0.1.2.2,1762.1684414582144,1757.024548761534,748.2231249129444,3,1,0,0.05885529182051174,307
0.1.1.1.1,Inf,4214.817258960693,954.9516635052713,4,1,2,0.001100460275741906,307
0.1.1.2.1,4833.664791431156,4828.731289841253,1589.70697320919,4,1,0,0.025062173646297314,307
0.1.2.1.1,2154.1194288992306,2119.8888404900886,1997.8876299183262,4,1,0,0.0006297669082236889,307
0,191.16536925748446,189.0642349342688,0.0,0,1,1,0.0012051411915386756,308
0.1,288.83049536250235,222.27983494427943,8.809217291179518,1,1,0,2.3899039036706636e-5,308
0,435.43467523090027,432.0374541510008,0.0,0,0,2,0.0009111245829922674,309
0,2.0386374730440404,1.4692611986218616,0.0,0,0,2,2.2388851495575146e-5,310
0,622.8575187527581,622.7058289513299,0.0,0,0,1,0.0005152771494694553,311
0,4012.6930038151127,3992.6688956826647,0.0,0,1,3,0.00014522701127180274,312
0.1,758.3868747822696,758.2800606550481,271.4124871910936,1,0,3,0.0015649491889062326,312
0.2,2249.560841172714,2239.865417467872,1810.1778864711432,1,0,2,0.003486722684934492,312
0.3,4982.47004598215,4980.911346924209,3460.361408553172,1,1,0,0.013404390063608858,312
0.2.1,4461.340539275741,4445.659564543648,1823.94837657645,2,0,1,2.0223276876163112e-8,312
0,4274.998018077824,4274.737044568299,0.0,0,0,3,0.020682332416584202,313
0,Inf,3242.60058282734,0.0,0,1,1,0.012959881090151094,314
0.1,2198.0773876550284,2101.9771846952544,1946.7197336731508,1,0,3,0.003108693127817758,314
0,2555.208319063729,2545.673098061873,0.0,0,0,3,0.003768893891242466,315
0.1,1011.7109198244463,985.1099221140843,111.27267127183296,1,0,1,0.0018264519798694419,315
0.2,Inf,2052.6682487919275,114.98134764612627,1,0,2,0.03824789450552142,315
0.3,1943.631896712722,1844.093668877485,254.62311937323307,1,0,3,0.03723773311012045,315
0.4,626.0804325348296,625.0465805445839,464.2405139153212,1,1,2,0.00011228764301281158,315
0.2.1,Inf,2291.6440294453246,276.5114592917597,2,0,1,0.0008855250703438333,315
0,160.1467065434838,95.27707296289866,0.0,0,0,3,0.003114553785843332,316
0,1825.4418017932885,1809.3248015947202,0.0,0,1,1,0.0018406956783467365,317
0.1,653.3613354168715,652.4232708899153,6.060594427428211,1,1,0,0.0009659855583661242,317
0,450.6611384134738,443.8414889583413,0.0,0,0,1,0.0163001798318716,318
0,111.80752759418759,111.39560443355398,0.0,0,0,3,0.008426180373759444,319
0.1,1740.3609987663935,1722.8482046696554,100.41804612198078,1,1,3,0.0008560233774784431,319
0.1.1,Inf,1731.598499951058,361.2184898570936,2,1,0,0.04872178768987688,319
0.1.2,3010.4218836592295,3005.05370015304,1461.8207048916597,2,2,1,0.0012135414258715635,319
0.1.1.1,696.9873774728649,693.9358978940102,389.9067440249294,3,1,0,0.0010938788120254412,319
0.1.2.1,4431.634961756998,4364.898623200875,2752.8414854453526,3,1,2,0.03278460662116861,319
0.1.2.1.1,4670.039738984215,4637.0028998989355,2942.855749271174,4,0,1,0.2833030316751814,319
0.1.2.1.2,3905.2384310703546,3900.227260030928,3039.3940739015875,4,2,1,0.10478073909496192,319
0.1.2.1.3,5084.223754374185,5043.192054596224,3255.6802151875504,4,1,3,0.01997322536976209,319
0.1.2.1.4,5724.242459268825,5713.548061841437,3553.2001889611984,4,0,0,0.026775499202872078,319
0.1.2.1.5,4324.419407879762,4303.040086934903,3749.960293949408,4,1,0,0.00015322977886994242,319
0.1.2.1.6,4877.363744764731,4873.555861365476,3837.4854689687845,4,2,2,0.12043002269936708,319
0.1.2.1.7,6858.110715643412,6857.437979503031,4000.7645252868056,4,1,1,0.023302314367447334,319
0.1.2.1.8,Inf,8162.389867647343,4228.907723096956,4,0,1,4.92896083107904e-7,319
0,1749.4169527299614,1737.0751760796077,0.0,0,1,3,0.0020059256904709673,320
0.1,1719.3515053289161,1690.9431854830718,1026.501256897783,1,0,2,0.011720071788680342,320
0.1.1,Inf,4120.466949842505,1662.977455316933,2,1,3,0.04204830951393582,320
0.1.1.1,4271.131917622936,4266.652844625469,2466.8504561207724,3,1,0,0.10688933642549239,320
0.1.1.1.1,4470.722305285844,4464.122908679992,3259.5927581385345,4,0,0,0.045068426548315825,320
0.1.1.1.2,7221.495685810226,7170.113049330873,4085.788618840268,4,1,3,0.005128675406919105,320
0,773.4801553105253,751.0739350438478,0.0,0,0,3,0.008495244261667034,321
0,555.1061624721953,538.4720361541174,0.0,0,0,1,9.730768648565276e-5,322
0,339.3816871657833,332.63905173916424,0.0,0,0,3,0.01299646978795095,323
0.1,2962.9081935340964,2941.058120084039,109.61000758913411,1,0,2,0.02452671427383412,323
0.1.1,1165.077624437593,1141.3044040253135,692.4776577148009,2,0,3,0.01571465353522376,323
0.1.2,3252.124811303105,3251.5866010599,2966.876154460151,2,1,3,0.00012539533051782694,323
0.1.1.1,1813.718801100314,1813.4585302685425,1177.1456250116478,3,0,2,0.08134985797636082,323
0.1.2.1,3807.861021512579,3796.4889152589794,3081.568120350236,3,0,2,0.0016495886617734214,323
0.1.2.1.1,3724.1090162245932,3690.33843079091,3525.887558051977,4,0,3,0.007942324042858204,323
0.1.2.1.2,7537.646713467732,7491.968182035954,3684.866753973189,4,0,3,0.01996960355883509,323
0,593.7067427518236,592.6197004668566,0.0,0,1,1,0.01797934415527342,324
0.1,2036.3566233950494,2022.6849548156633,547.2706850047344,1,1,1,0.0008135212118171967,324
0.1.1,989.01020841062,934.1594152301197,648.7179459593627,2,0,3,0.04607102872796436,324
0.1.2,1157.7756517882542,1135.0308925047602,940.6567619026356,2,1,0,0.027064867829051927,324
0.1.2.1,1379.2931677303613,1366.5311128954916,1127.575007297527,3,1,1,1.0247294269254119e-7,324
0.1.2.2,1577.9498041174593,1560.2125945337377,1432.042103839952,3,2,0,0.04714879691805454,324
0,197.74332993284943,194.58386890700868,0.0,0,0,3,0.004368121026279184,325
0.1,758.691986698018,717.460352110662,188.97300231978093,1,0,2,0.0003294144140205344,325
0.1.1,2476.499427579725,2441.911667743875,372.3991460872439,2,0,1,0.0008508505846815792,325
0,964.7670307840024,964.1051626879691,0.0,0,1,1,7.695791572196611e-7,326
0.1,1591.8223221911892,1570.1743088782223,773.4740073851881,1,1,1,0.031066174551413906,326
0,2596.368404507413,2564.7125943910496,0.0,0,0,1,0.13331740210759083,327
0.1,1946.8801464405087,1918.8133244544515,1612.7765606321998,1,0,2,0.00939504227648368,327
0.1.1,2391.353350688415,2372.818805423818,2124.5093973522594,2,1,0,0.09049359583747361,327
0,529.1641161306708,517.7226725091245,0.0,0,0,3,9.505737455991273e-5,328
0.1,1072.1347395705775,1057.188405623741,7.448115288242472,1,1,2,0.006451865692830224,328
0.2,Inf,1820.8427396252428,281.46115772715723,1,1,2,0.04166952330262649,328
0.3,1827.695292823458,1809.7711693125825,415.13782396806886,1,0,2,0.03800239894609782,328
0.1.1,488.92004629665064,442.37347276729383,242.58313037965365,2,0,3,0.000105125521285069,328
0.1.2,6049.084416916306,5997.3596168065815,813.8121436928334,2,0,2,0.004552410411302173,328
0.3.1,3687.190046615759,3648.253715240794,1706.8593803482695,2,0,2,6.994272015109089e-5,328
0.1.1.1,1737.7633311571267,1725.876538742733,391.44762039226055,3,1,3,0.0007391217073021703,328
0.1.1.1.1,1173.7364760105577,1142.0613151598652,506.7622762741773,4,1,2,0.02346472510396309,328
0,2146.997854837058,2132.939962401691,0.0,0,0,1,0.005148242315417755,329
0.1,1872.189595277441,1850.0972435066444,147.74656884512356,1,1,2,0.001884718444862988,329
0.1.1,Inf,2808.1111838329157,187.4097048931233,2,1,0,0.03727841337999804,329
0.1.1.1,530.2975547072502,490.7899873548038,352.1847745690543,3,1,1,0.0033592391560789314,329
0,132.32612237600247,118.97254707334172,0.0,0,0,2,0.0048548858716986895,330
0,1557.506713346007,1512.9112377362198,0.0,0,1,3,0.0652495093027343,331
0.1,1695.939579585414,1695.077111037372,197.40070210487883,1,0,3,0.01850487572999998,331
0.2,2247.637718951302,2233.3804949486876,323.7077551955674,1,0,2,5.5172972126020646e-5,331
0.1.1,1728.4312629387578,1697.4268372364068,1056.8887466522017,2,0,3,0.0014123310634490162,331
0.2.1,1815.4790561432822,1813.901122029857,1602.7192731078974,2,0,3,0.00026862245307681493,331
0.1.1.1,1874.783972383665,1865.2565169468035,1373.6514385558594,3,1,3,0.021649328171749097,331
0,755.3420336149179,716.1764273972819,0.0,0,0,2,0.08857034162153368,332
0.1,2902.461395328156,2900.7426304929036,341.3143135726592,1,1,3,0.0045820212436777545,332
0.1.1,1477.1384818529973,1433.8132944380527,458.43768139436185,2,1,0,0.05435091952205278,332
0.1.2,835.3532029218916,794.9226299761026,533.65765323407,2,0,3,7.068808451701898e-5,332
0.1.3,1121.9670796694438,1069.9145870989125,1007.6439919543195,2,0,3,9.059250851744395e-7,332
0.1.4,2772.423849433847,2739.8524520276783,2196.768077123533,2,0,2,0.014020165493240531,332
0.1.2.1,1773.7989935868216,1764.0057748348572,657.7484104295343,3,2,3,6.627167469568213e-11,332
0.1.2.2,2137.2653138211645,2092.2818663787916,697.0473452837026,3,0,2,0.1431128894463968,332
0.1.2.1.1,2129.4271783500712,2122.1726367928077,740.7643830192555,4,1,2,0.00043080274092720017,332
0.1.2.1.2,2167.1706963357947,2141.6052266335787,1138.7017057662092,4,1,1,2.6779708737590298e-6,332
0.1.2.2.1,2418.808495806888,2417.01902803116,717.5921641419422,4,1,2,0.006682535490769878,332
0,5.785105974857109,0.3389284067047635,0.0,0,0,3,0.001317889194094717,333
0,406.97260572051476,401.11664710348987,0.0,0,1,1,0.004217784754689086,334
0,121.21716608698335,104.9063916973905,0.0,0,0,1,0.04813858125545268,335
0,345.14964162670117,335.423873992277,0.0,0,0,3,5.472848825146212e-6,336
0.1,3267.436780726913,3260.7702893586566,150.8208733829247,1,0,1,0.015730132501594676,336
0,478.4452557456172,469.8791312572308,0.0,0,0,2,0.00018261723884818216,337
0,1998.8064934859913,1991.9898857304509,0.0,0,1,1,0.007728617845202098,338
0,3212.3623815711653,3206.2190343304183,0.0,0,1,1,1.7109335828704404e-7,339
0.1,3140.9738770048207,3075.5269418404177,1817.0139391391735,1,2,0,4.568038303801112e-5,339
0.1.1,4250.451222021216,4246.866238693554,2706.5080520656097,2,1,1,7.16494340019013e-8,339
0,1364.4402495135532,1353.703732851309,0.0,0,0,1,0.026747844240800567,340
0,1630.3772874311853,1626.1287283748038,0.0,0,0,3,0.0001517136335523917,341
0.1,3269.1107383419603,3177.80497045847,156.73446209919626,1,1,3,4.922784356196284e-6,341
0.2,1298.210225384112,1293.7991904650157,1036.8780045622104,1,0,3,0.00036214887301496323,341
0.1.1,2734.710408921055,2723.5658650879213,347.048482061938,2,1,0,0.004194353892969393,341
0.1.2,3252.3084148234248,3218.5213713934627,1720.2060036497498,2,1,3,0.072103499754921,341
0.1.1.1,5517.554358524232,5508.55131724232,1820.9511208039034,3,1,0,0.000238012262543411,341
0.1.2.1,3161.8750427673103,3148.2334293584377,2497.7928218973666,3,1,0,0.0011142290773360217,341
0.1.2.2,4558.422796772418,4547.110821277104,3055.487074149733,3,1,1,0.0018460760210202863,341
0,307.4919431476829,289.2725327210222,0.0,0,1,3,0.008887529563746919,342
0,1931.6484652629783,1906.421486394389,0.0,0,0,2,0.0005987083214449983,343
0.1,2138.94440031277,2115.898833190394,1090.686347732445,1,0,3,0.0043357379898930105,343
0,961.9932085211257,960.0462976433405,0.0,0,1,1,0.11435915104549343,344
0.1,1294.691897491637,1242.4818463127854,396.14465122973354,1,0,0,0.06182188086230452,344
0,1490.3504801824397,1473.4117904162558,0.0,0,1,1,3.246234021638471e-5,345
0,Inf,996.7811096221412,0.0,0,1,3,9.22958231067743e-9,346
0.1,2337.461973313878,2289.125935950367,211.56243942685376,1,0,2,0.0025154390955330758,346
0.2,545.1869533618219,539.0994262979837,489.4653714694503,1,1,2,0.008461171663851986,346
0.1.1,1855.7860444166595,1849.5847348201114,239.11054060168613,2,1,1,4.952690549746337e-6,346
0.2.1,865.3971456925776,861.0558678712453,509.0538296684442,2,1,0,0.010308308881050497,346
0.1.1.1,1106.4364673376253,1090.9972700998837,536.8041857176283,3,2,0,0.02890816819771844,346
0.1.1.2,1833.844961613479,1825.502360711554,1003.8024710605424,3,1,1,0.021662603260421794,346
0.1.1.1.1,1579.4464956402085,1559.6703863423004,839.0052021048934,4,1,1,0.08075420851738746,346
0.1.1.2.1,Inf,2866.98961980915,1580.4645764869742,4,1,0,0.000684581051131511,346
0,849.149716243386,769.4333200609992,0.0,0,1,2,1.2075379049176011e-5,347
0,1206.823921841426,1182.643023617124,0.0,0,0,1,0.14602700860554182,348
0,741.3000511807263,733.8835534996476,0.0,0,0,3,0.009296285346517623,349
0,299.0051599859965,295.1291345818665,0.0,0,0,3,5.938738559332704e-6,350
0,246.43858995467363,225.40984586925464,0.0,0,0,3,2.6086323395012552e-5,351
0,1060.4014501505824,1056.2357630665856,0.0,0,1,3,0.0014068763536110847,352
0.1,1177.8074405195148,1171.9414743515326,55.49269642648424,1,0,2,6.237849822628366e-8,352
0.2,1837.6728196886872,1805.8390783277928,75.38380217148224,1,0,3,0.03654438933443697,352
0.1.1,1200.626170098832,1181.1054773977403,444.5436476658986,2,1,2,0.0007918936644355865,352
0.2.1,2256.9928866552295,2207.548088021147,1758.5439012130057,2,1,1,0.04387910869550978,352
0.2.1.1,2592.4907327710384,2587.262376548017,2086.977974104846,3,1,3,3.188089330342956e-7,352
0.2.1.1.1,2832.82345543473,2824.075903297554,2374.358959305368,4,1,0,0.031026509015477485,352
0.2.1.1.2,Inf,4520.563813446743,2423.667016887314,4,1,0,0.006641513288350775,352
0,309.2096081632262,283.0950107526043,0.0,0,0,3,4.014937567417887e-5,353
0.1,387.4250280267108,361.07050395362774,351.3136986733976,1,0,1,0.00010108240509129687,353
0,917.4651617414381,896.3104709127617,0.0,0,0,1,0.008110722763764703,354
0.1,507.57051712781043,504.2117727288788,43.962506185744125,1,0,2,0.003873320056937485,354
0,2272.467369681316,2265.4561824114357,0.0,0,0,1,0.08255728683550739,355
0,1075.4674735013255,1069.734331081889,0.0,0,1,3,0.037656928347421514,356
0.1,334.65264157596744,296.69010259180664,198.39359393861602,1,0,2,0.000874493787830361,356
0,425.6328000562998,410.51544679534675,0.0,0,1,2,0.03904652273105995,357
0,854.8136343165479,805.2499526601187,0.0,0,1,2,3.980677162194404e-10,358
0.1,839.1069713117431,743.4951531344104,453.4607251684769,1,0,3,6.613361527561537e-5,358
0,872.082983796623,868.6975796165686,0.0,0,0,3,7.25231787179826e-6,359
0,1206.614417042938,1206.2428213801868,0.0,0,0,1,0.07252804328781393,360
0,381.44713761598064,364.9278929737578,0.0,0,2,1,0.06669617948046372,361
0,363.33989949783904,302.9810091189717,0.0,0,0,2,0.002483512971070402,362
0,182.13064310236066,163.8183194681021,0.0,0,0,1,0.006009565615057092,363
0,Inf,596.4569611378171,0.0,0,1,3,0.004958625700766423,364
0,2158.5793210474335,2145.3903668154057,0.0,0,0,2,0.0006278983286997764,365
0.1,4102.836071442596,4088.147169064582,1918.6683981620408,1,1,3,0.011803129101147624,365
0.2,3578.988968210639,3571.4842948549563,2000.6483576117682,1,0,1,0.011291455167668201,365
0.1.1,5073.329599082474,5054.7378526568555,2708.4888148776,2,0,1,0.024607360616509463,365
0.1.2,6530.4663348018885,6522.0791798808095,3437.5265395729784,2,1,0,0.0012197349911319526,365
0.1.1.1,4075.0149008912,4039.5773278931865,4035.2977335184532,3,0,1,0.003152731665205761,365
0.1.2.1,5765.266775728093,5744.491730854606,3608.161350301493,3,1,2,0.004847966218103746,365
0.1.2.2,4158.949593557619,4145.656757360429,4134.810226979369,3,2,2,0.0014502717447020808,365
0.1.2.3,7407.432643958002,7390.751863861907,6742.246169558583,3,1,0,0.09373858539212426,365
0.1.2.1.1,5634.919088958279,5611.485929327607,5141.628601226341,4,1,3,0.02459433061009733,365
0.1.2.2.1,5770.328146712253,5727.647780336325,4679.128996094382,4,1,0,2.4192294701586175e-6,365
0,1426.9012036630522,1422.0001415542101,0.0,0,0,3,0.0009497742926093994,366
0.1,Inf,3508.9506406489586,1.6160768182052756,1,0,2,3.785571080670279e-8,366
0.2,1083.058492337155,1074.8083368803284,132.05786644431697,1,1,1,0.004205086798383209,366
0.3,2303.0552490409905,2302.1518075066247,142.53483699948853,1,0,1,0.006823579455011806,366
0.2.1,1079.0022638897146,1074.53696890437,242.2759025909853,2,0,1,0.002610264103575713,366
0.2.2,1510.71987611112,1485.0131012202414,364.4214373899443,2,0,3,0.025487907783520256,366
0.2.3,2161.700101038372,2151.028766627305,659.4788162949251,2,1,1,8.159303235655009e-5,366
0.2.4,1548.5639114559494,1545.4740823866682,881.8044812140222,2,2,0,0.002636557285729707,366
0.3.1,2825.1512448028316,2820.098230361664,200.19578189687772,2,1,1,0.019287813067415917,366
0.3.2,1863.634700215773,1850.4071192469642,1780.332291398503,2,0,1,0.002533322975358775,366
0.2.2.1,2246.9920568153148,2234.2661660873573,632.0280125011873,3,0,0,0.02471114779478436,366
0.2.3.1,2119.497268984679,2100.1613234552783,1799.9962146556834,3,1,2,1.6594488492024504e-5,366
0.2.3.2,2228.3437233560935,2187.3207682716125,2125.655245657693,3,1,1,0.06767285335613625,366
0.3.1.1,Inf,1859.5825383245879,267.70064905133574,3,0,3,1.2829257821660302e-5,366
0.3.1.2,780.4438136694505,778.0709605769837,472.3627437240447,3,1,0,1.3164605564497411e-5,366
0.3.1.3,4408.859581422017,4391.997626568622,2526.651376620452,3,0,3,0.006074745281304927,366
0.3.1.1.1,1374.6099649475243,1308.688693703452,296.92048480198457,4,1,2,0.00016593893891494687,366
0.3.1.3.1,2772.60801291583,2766.477655490428,2567.0511606154932,4,1,1,0.17114159340005033,366
0.3.1.3.2,3998.3556714408014,3962.721377760454,3288.630007697929,4,1,3,0.013198631509688098,366
0.3.1.3.3,5179.043762126833,5108.00575772304,3919.4342878527336,4,1,2,0.09101300696898286,366
0,217.43752492023668,212.26492295318468,0.0,0,0,3,0.019779473194901136,367
0,96.31469189227221,64.25269506276308,0.0,0,1,1,0.01969970952167775,368
0,276.1800586250089,208.5475897244243,0.0,0,1,2,0.01322765564092929,369
0,227.04947215438787,218.66036895464384,0.0,0,1,3,0.01138675552624905,370
0.1,1250.2623259756567,1247.5608480232981,484.78208375896577,1,1,2,0.019837343883205294,370
0.1.1,1513.6517717350027,1480.907739755391,787.3104032930657,2,1,2,0.012829109636993297,370
0,1927.4930269794868,1893.4702073871244,0.0,0,1,1,0.0011100610619552264,371
0,2182.3257057907213,2146.1379199916937,0.0,0,2,3,0.00016233131101914698,372
0.1,1341.4849777007785,1333.3941978910045,738.7062651284465,1,0,2,0.009447904725182917,372
0.2,1548.0471452585741,1533.8435702151585,825.0823817982929,1,1,2,0.0005038362350897955,372
0.3,Inf,3041.387281387058,1321.2581117071077,1,1,0,0.1744601828104544,372
0.4,3008.2506346946725,2914.1875518414154,1546.952898097371,1,1,3,0.0004004073175256031,372
0.5,3745.7435198560397,3692.9205040037864,1988.4998796710956,1,0,3,0.011442816517320115,372
0.2.1,2724.3211203079936,2693.0546346177744,1510.3372105032258,2,0,1,0.03893371934848298,372
0.4.1,3261.3894805499704,3260.7221448867767,1891.7748405387704,2,0,1,0.0002711981573848783,372
0.5.1,4833.3028663738005,4827.784382243575,2206.6819180551765,2,0,1,0.045617474049277316,372
0.5.2,4350.330594043787,4342.684538178935,2936.403380634973,2,0,3,0.002447867678930451,372
0.2.1.1,2292.834324056445,2265.9057560567862,1559.1087981486146,3,1,1,0.22416379728484565,372
0.2.1.1.1,3125.5034306404814,3120.653818425217,1631.8998494590498,4,1,0,0.0024648946788802775,372
0,1488.2676865376195,1484.3772508643274,0.0,0,0,2,0.002053305994878026,373
0,4.601211548407149,1.8490553530822404,0.0,0,0,2,0.005589797065347332,374
0,1299.9062818620182,1297.8953429498652,0.0,0,1,2,0.1582034474054554,375
0.1,665.5691504421413,642.076446492569,71.54283359774422,1,0,2,0.02413593569330859,375
0.2,2255.934938906477,2244.541591309976,206.62251290145915,1,1,0,0.06546608353286544,375
0.3,2613.8198776658874,2594.6883367582973,488.371618305977,1,2,0,0.005354391919170103,375
0.4,2034.2764576731938,2030.8941506085962,713.2100041604014,1,0,3,0.02941118134208082,375
0.4.1,Inf,3066.475703256706,1627.9382884868369,2,2,2,1.4847365403982737e-5,375
0.4.1.1,4536.303738272013,4533.177307640344,1882.794712073132,3,1,0,1.331584219233552e-7,375
0.4.1.1.1,4155.530367316125,4139.536377639369,3246.0269067583818,4,1,0,0.052188941434277464,375
0,13.124804346389215,9.13432108739826,0.0,0,1,3,0.06602136699818557,376
0.1,3171.8268900106546,3134.875662598586,1.79135366944364,1,1,3,0.0044747774053112,376
0.1.1,2578.521945389111,2568.9731577116795,2469.3485642285027,2,1,3,0.043336674112187765,376
0,665.8859099091122,644.5353817666729,0.0,0,2,1,0.01833286008438639,377
0,2352.7176784228263,2321.8060664759605,0.0,0,0,1,0.002804570540791434,378
0,1560.6881828865935,1522.142977171331,0.0,0,0,3,0.021164623406437818,379
0,993.254760106157,951.1269142358817,0.0,0,0,3,0.009643183626270431,380
0.1,86.57306642402398,71.67984439253254,46.04123526371262,1,0,3,0.008102011034806275,380
0,1287.0392371246035,1276.7186657296334,0.0,0,1,3,0.031411506959775695,381
0.1,1453.5475426986723,1447.439647560092,168.32130151717482,1,0,2,0.008529176773332365,381
0,942.0108481050714,898.5677104397937,0.0,0,0,2,1.8143133464363955e-6,382
0,1873.2690689740368,1845.770660083796,0.0,0,0,3,0.001208508081960001,383
0.1,Inf,1325.3712359580775,79.78003071669406,1,0,1,0.0004415343820802761,383
0.2,Inf,2794.500174562854,1677.5360950483177,1,1,3,0.017921988599538106,383
0,832.1270565826246,827.4098909987604,0.0,0,0,3,3.625273451021492e-5,384
