pid,timesequenced,timediagnosed,timeinfected,generation,Fdegree,Gdegree,Hdegree,simid
0.2.2.1.1,3912.583614767442,3907.2744533476625,2923.735670562694,4,0,3,0.027022555353948353,24
0.2.2.1.2,3290.097234450997,3252.5510004372504,2964.4775453201137,4,2,0,0.04570986149454559,24
0,2787.0224529335565,2785.824716468557,0.0,0,0,2,3.6185279461554395e-5,25
0.1,3369.5972472726617,3367.734158318356,1943.8997181489003,1,0,1,0.003492094517721022,25
0,197.65681611582556,144.99124338824643,0.0,0,0,1,0.016365689099019483,26
0,1242.5004192960225,1218.258367576882,0.0,0,1,2,0.006456041373090007,27
0.1,1084.0298013783408,1067.4345140426124,568.2278950479929,1,1,1,0.0001530778783628553,27
0,644.6122979285675,600.2777870350108,0.0,0,1,2,0.002796040407695039,28
0.1,1376.4286165120902,1374.312706182296,108.27648965070833,1,1,3,0.0008174429742531874,28
0.2,1465.9598512350194,1415.5612428101379,402.2176983030575,1,1,0,0.026106272930503476,28
0.1.1,881.6990412595544,873.4675587428931,311.36248933113063,2,0,3,0.018538345213336724,28
0.1.2,1573.5568069210603,1568.6758158902453,731.2977727311848,2,1,0,0.01765308751676184,28
0.1.3,1179.8382059910875,1162.6035766292475,1018.756591847171,2,1,0,0.08801841196014343,28
0.1.2.1,3661.137891988435,3651.722834975567,1786.0828062387181,3,1,3,0.0010718451999064175,28
0.1.2.1.1,2340.4224392241044,2331.628841753652,2105.7767470619797,4,0,3,7.519514981569238e-5,28
0,Inf,880.3113708950303,0.0,0,1,2,0.0003396086914395535,29
0,442.7184745739545,419.81079517757973,0.0,0,1,1,8.679242606433994e-6,30
0.1,439.310273338704,421.699351797614,124.1830651236591,1,0,1,1.8098012097387662e-5,30
0.1.1,321.274027011353,300.31184211374506,289.4339038795762,2,1,1,0.0001158965517181444,30
0.1.1.1,2475.9467464705504,2450.495942281341,326.64018535118345,3,1,3,0.27949782198519785,30
0.1.1.1.1,2552.3513402484587,2531.8256432075623,375.6805224030127,4,0,3,0.0022024710645115655,30
0.1.1.1.2,876.1415594498258,813.3177346428909,791.2778021692117,4,1,0,0.0576940085530206,30
0.1.1.1.3,2072.243827258485,2052.976743537769,1106.4846538543275,4,0,0,0.0332068940092698,30
0.1.1.1.4,2027.0419360795047,2012.3617421569215,1543.22980056249,4,0,0,0.010474879322108818,30
0,957.5443844464329,938.5321215593322,0.0,0,0,1,0.0014662390614070436,31
0,777.4054205034724,740.0561718551321,0.0,0,0,1,0.0045213685282588,32
0,1286.8275028907124,1270.2237691084792,0.0,0,0,2,8.544512555710412e-6,33
0,2782.8012773167857,2781.03722184158,0.0,0,1,2,0.008419870311023673,34
0.1,2711.8609713570863,2687.8249515040297,1271.7904536964272,1,1,3,0.07191297162971363,34
0.1.1,4715.492812742431,4691.300542780349,2135.042823815526,2,2,1,0.0022347879094395525,34
0.1.1.1,3917.2251756443366,3914.001428898636,3325.277427261311,3,1,0,2.538436137433519e-7,34
0.1.1.2,5969.957746098272,5930.590572631165,4051.8356876664056,3,1,3,0.005804140230795425,34
0.1.1.3,5552.464296527541,5539.773321348386,4225.235357038806,3,1,0,0.14354378091016637,34
0.1.1.1.1,5229.125708473343,5217.467610957218,3387.373841313571,4,1,0,0.016723383471855438,34
0.1.1.2.1,5493.488194449396,5453.916328383702,4681.338622216212,4,0,3,0.08364727498897406,34
0,985.1648917890432,973.6905717134182,0.0,0,1,1,0.00130052062755716,35
0,2745.6573271586035,2678.9413096606086,0.0,0,1,2,0.0267708861886274,36
0,632.3140062039198,631.5789312254824,0.0,0,1,1,2.2289954031024238e-8,37
0,Inf,1860.8873976273107,0.0,0,0,1,0.0935482965059873,38
0.1,Inf,2339.1526235825136,1321.881939509384,1,0,0,0.3022696154982891,38
0.1.1,2245.5525759231227,2242.1843435222213,1770.4277871893694,2,0,0,0.06630300529510055,38
0,550.7958442720762,522.0685194825197,0.0,0,1,2,9.140362118775513e-6,39
0,1631.6489201890217,1606.8258261985525,0.0,0,1,3,5.964865002417706e-7,40
0,583.06434413096,572.208736970949,0.0,0,1,2,0.001339608366729612,41
0,290.32067630815584,288.8189178839185,0.0,0,1,2,0.08594353442904828,42
0.1,1278.8148227941817,1250.6573543399954,238.87217045120985,1,1,0,0.011132300764200194,42
0.1.1,3179.0090243601576,3163.5023532772484,474.0439664821018,2,1,0,0.0001397360290331175,42
0,584.8467561614082,581.9734775784455,0.0,0,1,2,0.02045400774254677,43
0,134.31279521134957,122.0018897791769,0.0,0,1,3,0.005498925525172707,44
0,75.18185619294323,70.88849732878784,0.0,0,0,3,0.051019263961556344,45
0,2256.0829014673513,2235.10114500215,0.0,0,0,1,0.05511937427771558,46
0,82.03551079869925,34.60090074123153,0.0,0,0,3,0.04647348278731585,47
0,2050.640929101889,2047.567404398672,0.0,0,1,1,0.0037448441496377182,48
0.1,1213.4682078729459,1189.0000580635106,1174.810512491815,1,1,0,0.0002962663928295833,48
0,Inf,1631.00823707725,0.0,0,0,3,0.016432637484036953,49
0,2087.4607317095956,1988.8020314033288,0.0,0,1,3,0.0013261356615723882,50
0.1,867.6441358658407,863.5633423487511,330.59767157478507,1,1,1,0.01534109561613402,50
0.2,1809.814346425318,1804.8686682620098,967.4502511103848,1,0,2,0.020817739089927997,50
0.3,2898.3111658782195,2871.3960690904014,1890.1311297271714,1,1,1,0.00012635054881764954,50
0.1.1,1957.2563350868056,1953.5941431170054,701.2049504803945,2,1,0,0.01337406462120159,50
0.2.1,3181.2473537766264,3169.6783932247163,1079.7998390984762,2,1,1,0.01420558670377764,50
0.2.2,2119.156845202931,2097.074362700133,1299.652162782777,2,1,2,0.004340695546884955,50
0.2.1.1,2376.357522310094,2294.4990226113027,1753.209621485769,3,1,0,5.0067712110058204e-5,50
0,1514.002696646233,1513.9167503056951,0.0,0,0,2,0.11649910255803089,51
0,1993.4106882518297,1982.4678624130738,0.0,0,0,3,6.791149636026925e-5,52
0,227.5229377267233,222.18569188017227,0.0,0,0,3,1.0219542254108313e-5,53
0.1,323.7924236589833,310.6141967094528,194.14471431017708,1,0,3,0.00044887477452471946,53
0.1.1,1536.309701114645,1507.2304459517436,379.7550238571687,2,1,2,0.0001296652710489032,53
0.1.2,2766.5581778938604,2736.764448039813,448.3789772361037,2,0,3,0.014384716279398023,53
0.1.1.1,854.0666527462375,840.0786348689127,458.56057934347456,3,1,0,0.05700759373195712,53
0.1.2.1,1394.1967282405355,1382.6690382852642,1312.0467005617845,3,0,1,0.028100301001440293,53
0.1.2.2,Inf,4692.807508822703,2348.4751212632,3,0,3,3.6959101424878014e-5,53
0,3728.4429836954955,3685.470794726818,0.0,0,0,3,0.03129416367129205,54
0.1,5435.5155987688095,5405.000685962135,3266.550341883804,1,0,3,0.02116678511552119,54
0.2,4176.026201176127,4174.163925320211,3643.6316552954236,1,0,2,0.0018743760931144264,54
0.1.1,4965.437935097224,4943.822965308791,3295.682671613229,2,1,2,0.00599568623701791,54
0,1010.9470214973366,971.7931077474668,0.0,0,1,2,0.0004552921260116306,55
0.1,1111.4914472254925,1105.947898799006,515.87794063874,1,0,1,0.00025124330419563174,55
0.2,763.95036059495,760.1315754841517,583.9507401928847,1,0,3,6.211539222970496e-7,55
0.2.1,2445.670194694038,2445.1478962343435,779.3113220833462,2,1,3,0.07899959611334506,55
0.2.2,1990.5825573590732,1987.2006109653576,974.8255730721196,2,0,3,0.1298365060108807,55
0.2.1.1,2248.2248401986235,2198.474681740823,870.1195332129704,3,1,3,8.50999712249013e-5,55
0.2.1.2,1544.7190974373702,1543.0702858907048,1003.958115251957,3,0,1,0.14446897505895223,55
0.2.1.3,3210.719780125968,3199.0287019124144,2326.5751283624363,3,1,3,0.009969505711370301,55
0.2.2.1,1857.8098776441163,1847.8545765768076,1656.8478153635854,3,0,0,0.12784058119601918,55
0.2.1.2.1,5125.50442250144,5124.724304235131,1235.953108000424,4,1,3,6.528890180351873e-6,55
0.2.1.3.1,3937.495246117551,3934.369935210902,2965.966475463512,4,1,2,0.010550823017477565,55
0,1537.3363535623105,1525.8028192363608,0.0,0,0,2,0.0001678654050807262,56
0,3221.4047297002207,3179.0103248765063,0.0,0,1,2,0.12048584497510498,57
0.1,2140.199908884823,2134.436156634314,981.2902777155389,1,1,0,0.0014060522856799852,57
0.2,3362.26483880152,3356.3383081016823,3128.135198288781,1,0,1,0.05052841375512359,57
0,459.4772998213988,437.30779424242075,0.0,0,0,3,2.0940620244553694e-6,58
0.1,823.6153956422717,820.0382134330987,26.49020134536273,1,1,3,0.05244893444228871,58
0.1.1,1084.3325344216435,1050.0384260283613,247.23265896833158,2,0,0,0.05028295202843603,58
0.1.2,1909.0954321824036,1905.3797721071928,746.3397671482184,2,0,1,0.0027717670680456976,58
0.1.2.1,1907.5709741939002,1905.1982067145786,1095.2746558966562,3,0,3,5.520913351874318e-6,58
0.1.2.1.1,2045.1297113639066,2034.2671068169172,1290.9000252524736,4,0,2,1.1195465939530418e-5,58
0,683.181814774463,672.1422039419529,0.0,0,1,3,1.6467091867544565e-8,59
0.1,914.6505372569106,901.0602644991673,173.7446944533146,1,1,2,0.0010352939996870684,59
0.1.1,978.4291432056561,927.0025658454615,504.87172015685184,2,0,3,0.0005975954010269757,59
0,2585.3819741397565,2550.734060784509,0.0,0,1,2,7.245106713996204e-8,60
0.1,Inf,3820.7510982190734,680.766396838326,1,0,3,0.017515321014260433,60
0,1033.6534175629492,1020.4715866506492,0.0,0,1,3,0.034254039360254146,61
0.1,2783.122222133818,2773.264799016185,364.29545101562366,1,1,0,0.004576435993707929,61
0.1.1,1717.7462709271188,1673.165270176428,1208.9017850577634,2,1,0,0.005692458186641821,61
0,1867.6612364240784,1859.1396004772564,0.0,0,2,3,0.02423988532546337,62
0.1,661.392666739339,649.2029852203083,551.6492033650305,1,1,0,0.005229708082254994,62
0.2,2410.2485040873735,2398.2222402484676,779.6646021728909,1,0,2,0.0041368923811893376,62
0.3,1253.9294511245223,1239.1336167453435,800.7406006119108,1,1,0,0.07804146884362247,62
0.4,Inf,4158.803419002513,1322.0418941521853,1,1,0,0.02476210680712645,62
0.4.1,2782.523935790733,2771.10360354549,2096.139001745704,2,1,0,0.00011580640496076639,62
0.4.2,4444.895734162054,4394.281344039809,2860.0826697248904,2,1,1,0.053213281759756384,62
0.4.3,4350.39327674686,4316.824895031037,4100.548908475773,2,1,0,0.0013643985286667327,62
0.4.1.1,2725.8331722943553,2717.4878738452294,2473.2489232276716,3,1,0,0.0014721483540189372,62
0.4.2.1,3824.5139195117163,3819.855439642083,3588.904865192748,3,1,1,0.0005928988874293959,62
0.4.2.2,5737.0693096521045,5732.9648206041875,4150.219075179975,3,0,2,0.0003621694586313545,62
0,389.7747202690568,354.4803071394841,0.0,0,0,3,8.825672245133769e-5,63
0,2490.089571182705,2419.74955930901,0.0,0,0,1,0.001769262958695933,64
0.1,4106.686437571162,4093.63741780107,2125.624537713607,1,1,1,6.860981237831712e-7,64
0,858.3820058702718,839.7883855436137,0.0,0,0,3,2.546789840612596e-5,65
0.1,401.53217946324366,395.12591194677975,104.9564020028221,1,0,3,0.007491473630332467,65
0.1.1,Inf,2521.637645437762,350.842751372763,2,1,3,0.014220225896000981,65
0.1.1.1,2709.0808651357124,2682.065873781782,390.03433530714767,3,0,3,0.014002090274905227,65
0.1.1.2,1056.0591946101442,1030.0847070392128,621.4582130729319,3,0,3,0.11082464684996184,65
0.1.1.3,3853.1954698074787,3798.9298964279587,889.1096033941898,3,1,0,0.011700721662611437,65
0.1.1.4,2540.376540649981,2505.0114523455813,1415.69238117802,3,1,0,0.022786185381533847,65
0.1.1.2.1,1746.9391680364004,1720.615966977478,960.9650168766443,4,0,3,0.0028611739137088875,65
0.1.1.4.1,3097.476618580083,3060.778925762471,2205.403238017252,4,1,0,8.85205245000904e-5,65
0,336.6745176388977,330.77297264392286,0.0,0,0,1,0.029977150057217662,66
0,1115.2840074108376,1099.166131312815,0.0,0,1,3,0.0002224241568479226,67
0,1934.236253011831,1927.7644129577843,0.0,0,0,3,5.659914831029432e-7,68
0.1,2222.336813428524,2202.9220664790523,1449.7270199246673,1,0,3,0.05035210437921097,68
0.1.1,2760.798238203003,2749.721086747949,1758.1492531545694,2,1,3,0.0002288817529418325,68
0.1.1.1,Inf,3488.778017995363,1838.755807314348,3,1,3,0.006320237727506265,68
0.1.1.2,3074.2786125122143,3060.756580047858,1852.266006478429,3,1,1,4.384176239983023e-5,68
0.1.1.3,4937.190090045408,4916.948499893642,2212.0753081624052,3,0,3,0.04266347042577393,68
0.1.1.3.1,3792.63790266153,3769.4419102530937,3551.382269679052,4,0,2,0.002443024548140225,68
0,1556.880582052503,1525.6044201802524,0.0,0,0,3,0.008527351880610547,69
0.1,1166.729731895203,1162.9466884445783,443.13272878043546,1,1,1,0.04441171985531939,69
0.2,1843.156640490217,1813.1105226153766,889.3983735086065,1,0,1,4.518901386426596e-5,69
0.3,1941.9413899291924,1910.0917810478272,1541.6695957116956,1,1,1,0.004530458249579814,69
0,2135.1922186178217,2114.550768592445,0.0,0,0,3,0.005965479819668311,70
0.1,Inf,4554.194189758355,1517.4220419798125,1,1,2,2.5435947641629752e-6,70
0.1.1,2974.6160913500407,2929.089341246854,2915.168813048642,2,1,2,0.04319824945423345,70
0.1.2,6147.786056189909,6136.83196251282,4150.076756278212,2,0,2,0.00036875777412206554,70
0,801.6774600194262,791.6286135874839,0.0,0,1,2,0.0021927336311573665,71
0.1,500.18773562715876,457.88264833381413,278.75541552799075,1,1,3,0.0054589082588307304,71
0,1290.3508639676315,1258.1285581984966,0.0,0,1,2,0.014481037616168176,72
0.1,2094.614484155152,2042.4932013731486,32.71300581413577,1,1,1,0.00666403845328725,72
0.2,118.83412813917414,46.243206653134706,40.01653545425666,1,1,3,0.02791958868573318,72
0.2.1,Inf,1236.2012138674927,60.332920698821646,2,1,0,0.04879328390285563,72
0,390.40318058113957,373.03788276433215,0.0,0,0,1,0.03512485410556181,73
0,863.5420698069978,819.2460477259374,0.0,0,0,2,0.0021958357582796263,74
0.1,202.9379209850257,200.48025147937403,34.67522534771577,1,1,2,0.08083130010295153,74
0,1162.807050676303,1128.6756135476546,0.0,0,1,3,4.0030690493419245e-5,75
0.1,846.0240605044877,837.7546982137558,23.822162197052243,1,1,0,0.005635889253644512,75
0.2,2759.1993565198068,2748.892044477019,125.31468272688399,1,1,3,2.755959103269497e-7,75
0.3,3011.244378007995,2976.333638304209,1000.2173116640022,1,1,1,0.005917258046892735,75
0.2.1,2533.097026502655,2302.6770550692777,180.8355134049614,2,0,2,0.09912776500416892,75
0.2.2,1706.2302277055066,1693.2245835370943,185.35768819856528,2,1,0,0.009953229433093775,75
0.2.3,1045.0335542629587,1012.1153591287556,562.7444178473881,2,0,1,0.01231801648722791,75
0.3.1,2382.0654574524915,2375.9974067646854,1315.3058246279531,2,1,2,6.560845173949253e-5,75
0.2.2.1,1892.6730305604938,1872.6029439548674,379.04559847889254,3,2,1,0.002293841206898533,75
0.2.2.2,745.7712990366241,740.8220697581089,538.1153137501444,3,1,0,0.057989116391904336,75
0.2.2.1.1,2354.187107951587,2345.636279788243,455.01414294141205,4,1,1,0.009939692328539158,75
0.2.2.1.2,2885.714421672197,2864.27475908427,1530.8568276987705,4,1,1,0.018833488147863748,75
0.2.2.2.1,858.631872503721,823.6143693305318,677.9793090204139,4,1,3,0.018053639411651626,75
0,434.6403913097529,432.2533966934967,0.0,0,0,1,0.1530048494801475,76
0,196.29900162211874,161.59421894449275,0.0,0,0,3,4.245436571807159e-6,77
0,751.42474523247,713.9845985372497,0.0,0,1,2,9.259933807386141e-7,78
0,171.59576673717308,155.25191861305262,0.0,0,0,2,0.0031399683990683855,79
0,563.7852089640677,431.8105438011081,0.0,0,0,3,0.003082245469524504,80
0.1,1854.4598634389959,1839.358527845994,153.5470539103643,1,0,3,0.0003877593852447185,80
0.1.1,2131.2300140087023,2046.7585126869635,304.208310774523,2,1,2,2.0542683015932072e-5,80
0.1.2,1156.980339306953,1146.696768663366,840.9097301770759,2,1,1,4.381870866906051e-5,80
0.1.3,3345.6760825742267,3345.2898993376057,1312.4677233423638,2,1,2,6.771916624168733e-10,80
0.1.1.1,1546.2769026754693,1532.9381706047227,796.855727981707,3,0,3,0.056290327299390736,80
0.1.1.2,3145.3495382053893,3131.460388028541,1952.3086855337076,3,2,0,0.1315903188480914,80
0.1.3.1,2595.1426534508482,2563.789959938883,1625.9806471596976,3,1,1,0.013939403948458648,80
0.1.1.1.1,1203.584034875022,1201.0962247705716,826.9242163553774,4,0,2,0.000575253630227141,80
0.1.1.1.2,2367.4185716785546,2349.9386021071014,1386.9566827936674,4,0,0,0.0683431837988695,80
0.1.1.2.1,3666.8267344649225,3652.8758548011842,2321.3597701046247,4,1,0,0.034965765530631236,80
0.1.1.2.2,2596.079613959888,2589.445379851839,2399.9582527116468,4,0,0,0.045898900658590445,80
0.1.1.2.3,2752.0756371908833,2751.0414720187937,2644.400137012959,4,1,1,1.0432602512060741e-7,80
0.1.1.2.4,4181.940723109615,4165.800544498261,2966.1988753279516,4,1,0,0.0033428843776463365,80
0,328.7762328120855,284.22504640147315,0.0,0,1,2,0.010450057126715168,81
0,534.2858000157294,458.2881096140642,0.0,0,0,3,0.05520960388572929,82
0,1657.3159110977247,1652.608516397018,0.0,0,0,1,0.018179329465654325,83
0,798.2420266309097,789.1312214461009,0.0,0,1,3,0.0041370480203232205,84
0,1513.6779917706187,1468.906320390005,0.0,0,0,3,0.002035627475086088,85
0.1,1618.6906382503723,1591.7380609840907,1079.8390748351665,1,0,3,4.6995038187674715e-5,85
0.2,Inf,5331.449747525666,1878.4767758617254,1,1,3,2.9618375190852746e-6,85
0.1.1,2571.2055399684077,2569.7598607545597,1291.4625033355637,2,1,1,0.003108129490700404,85
0,1042.7630246414574,1038.5331889929764,0.0,0,0,2,2.3496520159890912e-5,86
0.1,Inf,1495.442873961451,308.4521265082578,1,1,1,0.011074043709761427,86
0.2,1297.6578179761261,1293.4532210039947,1276.8344214294546,1,1,1,0.17797176571432494,86
0,1053.8713846531225,1018.8305599128196,0.0,0,0,3,0.022100954426052054,87
0,605.5415720607668,604.5577709364488,0.0,0,1,1,0.03580263813548091,88
0.1,481.1974005410774,468.0607369210484,289.5677608016271,1,1,1,0.015185327120281955,88
0.2,1656.490111482441,1655.1156091275575,1162.8295832204105,1,0,1,0.0009407004752036248,88
0.1.1,581.5507686486205,566.6981109482729,372.7490477846295,2,0,2,0.01201821179121796,88
0,161.87730455284225,109.09004617356459,0.0,0,0,3,0.00027057129030726894,89
0,2313.7784604542835,2306.3302692778284,0.0,0,0,1,0.002144517712435344,90
0.1,2378.4353351301806,2364.741867744668,1231.9332594598834,1,1,3,0.050041932307939095,90
0.1.1,Inf,2366.763377975581,1326.424463769372,2,0,1,0.004540498617892283,90
0.1.2,3867.5346813165265,3852.002959749637,1742.76305183345,2,1,3,6.352478752135337e-6,90
0.1.2.1,3682.0093688461184,3677.313043745826,3181.902554237877,3,0,1,0.008234189523137448,90
0,Inf,1998.0153003833927,0.0,0,0,2,0.043806407674698976,91
0,523.0278970595873,494.35489550159934,0.0,0,1,1,0.0012317470376092857,92
0.1,Inf,4196.744261645863,272.8512967996173,1,1,0,0.003148841859340084,92
0,1247.3346084146021,1199.6270053519515,0.0,0,0,3,0.0021201497895604773,93
0.1,300.3556061266992,283.41040632489165,229.89389327500817,1,1,3,0.0006451323277700401,93
0.2,691.207144522628,646.2477921198886,419.32748943879886,1,0,3,3.7977388232841714e-5,93
0.3,1292.0545960846,1285.534742630266,976.6795955684687,1,1,2,0.008120712389900489,93
0.2.1,1107.9989154753005,1093.2300874767268,523.4727853848499,2,1,3,0.05077109217288893,93
0.3.1,2921.351203201011,2909.417499117958,1144.316887854188,2,0,3,0.013614580257600633,93
0,607.2783689827439,605.3731879309139,0.0,0,1,2,4.678649555789812e-6,94
0,Inf,1660.028146103298,0.0,0,1,3,0.18753716586041128,95
0.1,956.1435919782929,795.4230293731459,553.3645754469114,1,1,2,2.085007727426894e-11,95
0.2,Inf,753.9118681707026,617.8509256425232,1,1,3,0.0038470844504350323,95
0.3,Inf,2907.8404552754555,904.201657712982,1,1,1,0.06090907420693897,95
0.2.1,1624.7485402011807,1613.611590387547,681.8087277934652,2,1,3,0.0039667660924773175,95
0,519.2956654657472,497.8747555287865,0.0,0,0,3,0.0007698739241479778,96
0.1,2993.2887023001467,2929.6347079471075,409.5201911527518,1,1,3,0.0014853194297111557,96
0.1.1,1293.2728209835177,1263.7721710565163,504.5814725348136,2,1,1,0.0007699170755088688,96
0.1.2,2017.1877231990866,1980.4333416741538,1192.1991441457994,2,1,1,0.012759549679850615,96
0.1.3,4565.860120674119,4565.2345329693435,2406.2885810854677,2,1,1,9.439046486198848e-6,96
0.1.4,5286.9728285196115,5278.146229265163,2919.658672519319,2,2,0,0.03272865656351675,96
0.1.2.1,1663.2725778542479,1624.8190509418537,1333.7060719189155,3,2,0,0.0009190653153060456,96
0.1.3.1,3941.461097056149,3908.3458199569855,2947.0210876037086,3,1,0,0.002312543707325968,96
0.1.3.2,6777.52190178837,6770.583746090775,4219.191271170607,3,0,2,1.3657452752578846e-5,96
0.1.4.1,4161.640484655601,4126.531842882919,2985.051259429966,3,1,0,2.1074484252486784e-7,96
0.1.4.2,3587.9637518294467,3575.613774522507,3148.3715391539276,3,1,0,0.00012551921448052136,96
0.1.4.3,4361.179087244519,4344.212358188019,4077.044660495546,3,2,0,2.9358305591060573e-5,96
0.1.2.1.1,1731.868506680956,1703.300450095672,1593.504331115113,4,1,1,0.02004417104160724,96
0.1.3.1.1,5396.67979037176,5391.868060627743,3261.2430377121273,4,1,3,0.06166649388401936,96
0.1.3.2.1,4999.358640633164,4969.904477451502,4766.892140715674,4,0,3,0.00020388139506292242,96
0.1.3.2.2,9274.67048810655,9269.515591361609,6716.295069967321,4,0,1,1.6697506227228898e-5,96
0.1.4.3.1,4498.646326405166,4497.319108953437,4194.280709635904,4,1,0,0.0003802984929860004,96
0.1.4.3.2,4583.891265164554,4557.3659639381,4205.009918756836,4,2,0,0.002299212783788014,96
